Block,Rep,Date,short_name_flavo,mAU,Extract_ini_vol,Extract_final_vol,Skin_weight_aft,Berry_weight,Berry_numb
B2R3,3,9/3/19,K3G,204.7,54,50,8.16,60.11,60
B3R1,1,9/3/19,K3G,195.9,54,52.5,9.59,59.93,60
B3R1,2,9/3/19,K3G,230.3,54,50.5,9.21,59.81,60
B3R1,3,9/3/19,K3G,212.8,54,52,9.45,59.06,60
B3R2,1,9/3/19,K3G,280.3,54,52,9.23,61.06,60
B3R2,2,9/3/19,K3G,311.2,54,50,9.73,60.77,60
B3R2,3,9/3/19,K3G,272.5,54,51,9.12,60.82,60
B3R3,1,9/3/19,K3G,240.3,52,51,8.77,57.2,60
B3R3,2,9/3/19,K3G,247.1,52,52.5,10.8,56.84,60
B3R3,3,9/3/19,K3G,189.9,52,52,9.59,57.13,60
B1R2,1,9/12/19,K3G,307.4,69,54.5,10.67,75.33,60
B1R2,2,9/12/19,K3G,255.1,69,57,11.24,75.67,60
B1R2,3,9/12/19,K3G,316.9,69,51.5,10.58,75.98,60
B1R3,1,9/12/19,K3G,161.8,47,52,8.71,52.66,60
B1R3,2,9/12/19,K3G,125.9,47,57,8.71,52.89,60
B1R3,3,9/12/19,K3G,143.2,47,57,8.76,52.14,60
B1R4,1,9/12/19,K3G,242.1,47,53,8.05,51.76,60
B1R4,2,9/12/19,K3G,188.4,47,52,7.04,51.59,60
B1R4,3,9/12/19,K3G,206.2,47,54.5,8.19,51.77,60
B2R1,1,9/19/19,K3G,163.9,60,50.5,9.79,67.05,60
B2R1,2,9/19/19,K3G,229.9,60,53.5,10.54,67.21,60
B2R1,3,9/19/19,K3G,240.6,61,50.5,10.56,67.11,60
B2R2,1,9/19/19,K3G,319.9,58,51,10.42,64.16,60
B2R2,2,9/19/19,K3G,332.5,58,53,10.23,64.18,60
B2R2,3,9/19/19,K3G,291.9,58,54.5,10.71,64.23,60
B2R3,1,9/19/19,K3G,249,52,53.5,7.54,57.23,60
B2R3,2,9/19/19,K3G,179.9,52,59,7.01,56.82,60
B2R3,3,9/19/19,K3G,169.4,52,54,7.31,57.06,60
B3R1,1,9/19/19,K3G,175.6,56,57.5,8.93,62.67,60
B3R1,2,9/19/19,K3G,180.1,56,55.5,9.59,62.56,60
B3R1,3,9/19/19,K3G,167.8,56,52.5,8.9,62.95,60
B3R2,1,9/19/19,K3G,260.5,55,56.5,9.17,61.52,60
B3R2,2,9/19/19,K3G,321.6,55,52.5,9.66,61.82,60
B3R2,3,9/19/19,K3G,212.9,55,59,8.45,61.45,60
B3R3,1,9/19/19,K3G,192.9,54,54,8.69,60.68,60
B3R3,2,9/19/19,K3G,287.4,54,51,8.82,60.48,60
B3R3,3,9/19/19,K3G,241.7,54,54,8.45,60.31,60
