Sample,Rep,Date,mAU,short_name_antho,Extract_ini_vol,Extract_final_vol,Skin_weight_aft,Berry_weight,Berry_numb
B2R3,2,9/3/2019,823.8,Pet3G,54,51,9.83,60.1,60
B2R3,3,9/3/2019,934.2,Pet3G,54,50,8.16,60.11,60
B3R1,1,9/3/2019,1020.2,Pet3G,54,52.5,9.59,59.93,60
B3R1,2,9/3/2019,1286.5,Pet3G,54,50.5,9.21,59.81,60
B3R1,3,9/3/2019,1032.1,Pet3G,54,52,9.45,59.06,60
B3R2,1,9/3/2019,1472.2,Pet3G,54,52,9.23,61.06,60
B3R2,2,9/3/2019,1367.9,Pet3G,54,50,9.73,60.77,60
B3R2,3,9/3/2019,1250.4,Pet3G,54,51,9.12,60.82,60
B3R3,1,9/3/2019,1274.5,Pet3G,52,51,8.77,57.2,60
B3R3,2,9/3/2019,1274,Pet3G,52,52.5,10.8,56.84,60
B3R3,3,9/3/2019,1294.1,Pet3G,52,52,9.59,57.13,60
B1R2,1,9/12/2019,1101.2,Pet3G,69,54.5,10.67,75.33,60
B1R2,2,9/12/2019,890.6,Pet3G,69,57,11.24,75.67,60
B1R2,3,9/12/2019,1144.1,Pet3G,69,51.5,10.58,75.98,60
B1R3,1,9/12/2019,1036.3,Pet3G,47,52,8.71,52.66,60
B1R3,2,9/12/2019,747.6,Pet3G,47,57,8.71,52.89,60
B1R3,3,9/12/2019,846.4,Pet3G,47,57,8.76,52.14,60
B1R4,1,9/12/2019,973,Pet3G,47,53,8.05,51.76,60
B1R4,2,9/12/2019,808.1,Pet3G,47,52,7.04,51.59,60
B1R4,3,9/12/2019,901,Pet3G,47,54.5,8.19,51.77,60
B2R1,1,9/19/2019,1274.5,Pet3G,60,50.5,9.79,67.05,60
B2R1,2,9/19/2019,1107.7,Pet3G,60,53.5,10.54,67.21,60
B2R1,3,9/19/2019,1318,Pet3G,61,50.5,10.56,67.11,60
B2R2,1,9/19/2019,1264,Pet3G,58,51,10.42,64.16,60
B2R2,2,9/19/2019,1367.4,Pet3G,58,53,10.23,64.18,60
B2R2,3,9/19/2019,1366,Pet3G,58,54.5,10.71,64.23,60
B2R3,1,9/19/2019,883.5,Pet3G,52,53.5,7.54,57.23,60
B2R3,2,9/19/2019,810.4,Pet3G,52,59,7.01,56.82,60
B2R3,3,9/19/2019,894.3,Pet3G,52,54,7.31,57.06,60
B3R1,1,9/19/2019,793.8,Pet3G,56,57.5,8.93,62.67,60
B3R1,2,9/19/2019,881.6,Pet3G,56,55.5,9.59,62.56,60
B3R1,3,9/19/2019,904.2,Pet3G,56,52.5,8.9,62.95,60
B3R2,1,9/19/2019,1021.3,Pet3G,55,56.5,9.17,61.52,60
B3R2,2,9/19/2019,1194.9,Pet3G,55,52.5,9.66,61.82,60
B3R2,3,9/19/2019,963.9,Pet3G,55,59,8.45,61.45,60
B3R3,1,9/19/2019,1330.3,Pet3G,54,54,8.69,60.68,60
B3R3,2,9/19/2019,1342.1,Pet3G,54,51,8.82,60.48,60
B3R3,3,9/19/2019,1066,Pet3G,54,54,8.45,60.31,60
B1R2,1,8/8/2019,674.9,Peo3G,56,55.5,6.57,60.8,60
B1R2,2,8/8/2019,639.9,Peo3G,56,54.5,6.69,60.8,60
B1R2,3,8/8/2019,531.7,Peo3G,56,55,5.95,60.5,60
B1R3,1,8/8/2019,422,Peo3G,34,52.5,4.94,42,60
B1R3,2,8/8/2019,550.7,Peo3G,34,53,5.25,42,60
B1R3,3,8/8/2019,556.9,Peo3G,34,54.5,5.1,42.3,60
B1R4,1,8/8/2019,725.4,Peo3G,36,51.5,5.8,44.8,60
B1R4,2,8/8/2019,636,Peo3G,36,50,5.66,44.7,60
B1R4,3,8/8/2019,556.6,Peo3G,36,54,6.27,45,60
B2R1,1,8/8/2019,636.7,Peo3G,50,50,6.32,54.9,60
B2R1,2,8/8/2019,545.5,Peo3G,50,53,5.99,54.9,60
B2R1,3,8/8/2019,604.9,Peo3G,50,52,5.92,55.1,60
B2R2,1,8/8/2019,1076.4,Peo3G,54,52.5,6.6,59.6,60
B2R2,2,8/8/2019,947.5,Peo3G,54,52,7.08,59.2,60
B2R2,3,8/8/2019,923.4,Peo3G,54,54,6.92,59.3,60
B2R3,1,8/8/2019,491.4,Peo3G,44,52,5.74,47,60
B2R3,2,8/8/2019,412,Peo3G,44,51,5.77,47,60
B2R3,3,8/8/2019,391.7,Peo3G,44,51.5,6.3,46.9,60
B3R1,1,8/8/2019,717.7,Peo3G,48,57,6.38,51.9,60
B3R1,2,8/8/2019,632.1,Peo3G,48,56,6.52,51.9,60
B3R1,3,8/8/2019,559.4,Peo3G,48,57,5.99,51.9,60
B3R2,1,8/8/2019,664.1,Peo3G,44,56,6.03,49.4,60
B3R2,2,8/8/2019,677.7,Peo3G,44,52.5,5.42,49.4,60
B3R2,3,8/8/2019,593.7,Peo3G,45,54,6.38,49.7,60
B3R3,1,8/8/2019,788.3,Peo3G,46,52.5,6.39,51.1,60
B3R3,2,8/8/2019,937.3,Peo3G,46,53.5,6.05,51.4,60
B3R3,3,8/8/2019,1097,Peo3G,46,54,6.25,51.3,60
B1R2,1,8/15/2019,1069.1,Peo3G,62,53,8.27,67.75,60
B1R2,2,8/15/2019,1332.2,Peo3G,62,51,8.22,67.69,60
B1R2,3,8/15/2019,959.4,Peo3G,62,53.5,7.73,67.53,60
B1R3,1,8/15/2019,1303,Peo3G,46,51.5,5.89,50.8,60
B1R3,2,8/15/2019,1183,Peo3G,46,50,5.83,50.69,60
B1R3,3,8/15/2019,1139,Peo3G,46,50.91,5.53,50.91,60
B1R4,1,8/15/2019,1133.1,Peo3G,44,53,6.44,49.34,60
B1R4,2,8/15/2019,1002.7,Peo3G,45,53,5.64,49.45,60
B1R4,3,8/15/2019,1036.3,Peo3G,44,51,4.67,49.23,60
B2R1,1,8/15/2019,1314.8,Peo3G,55,52,6.17,59.84,60
B2R1,2,8/15/2019,1050.2,Peo3G,55,54,6.91,59.99,60
B2R1,3,8/15/2019,1250.3,Peo3G,55,51,6.58,59.87,60
B2R2,1,8/15/2019,1708.6,Peo3G,59,49.5,6.98,65.26,60
B2R2,2,8/15/2019,1564.2,Peo3G,59,53,7.93,65.03,60
B2R2,3,8/15/2019,1779.6,Peo3G,59,51,7.75,65.07,60
B2R3,1,8/15/2019,958,Peo3G,48,49,6.39,52.96,60
B2R3,2,8/15/2019,801.5,Peo3G,48,52,6,53.1,60
B2R3,3,8/15/2019,885.2,Peo3G,48,51,6.23,53.24,60
B3R1,1,8/15/2019,1247.8,Peo3G,54,51.5,6.38,58.98,60
B3R1,2,8/15/2019,1183.6,Peo3G,54,51,8.56,59.2,60
B3R1,3,8/15/2019,1115.3,Peo3G,54,51.5,6.22,59.22,60
B3R2,1,8/15/2019,1246.2,Peo3G,50,50.5,5.15,54.25,60
B3R2,2,8/15/2019,825.8,Peo3G,50,55,6.95,54.51,60
B3R2,3,8/15/2019,983.4,Peo3G,50,50.5,5.41,54.1,60
B3R3,1,8/15/2019,1284.2,Peo3G,48,52,7.31,52.78,60
B3R3,2,8/15/2019,1350.7,Peo3G,48,50,6.61,52.95,60
B3R3,3,8/15/2019,1192.8,Peo3G,48,50,6.21,52.85,60
B1R2,1,8/20/2019,1047.8,Peo3G,64,51,8.07,69.82,60
B1R2,2,8/20/2019,1238.1,Peo3G,64,51.5,8.92,69.55,60
B1R2,3,8/20/2019,1026.4,Peo3G,64,51.5,7.41,69.71,60
B1R3,1,8/20/2019,766.8,Peo3G,45,50.5,5.78,49.24,60
B1R3,2,8/20/2019,792,Peo3G,45,52.5,5.58,49.26,60
B1R3,3,8/20/2019,812.1,Peo3G,45,53,6.35,49.23,60
B1R4,1,8/20/2019,687.4,Peo3G,44,52.5,7.02,48.1,60
B1R4,2,8/20/2019,592.7,Peo3G,44,58,5.85,47.95,60
B1R4,3,8/20/2019,639.4,Peo3G,44,50.5,6.55,47.79,60
B2R1,1,8/20/2019,1463.4,Peo3G,59,52,7.33,64.78,60
B2R1,2,8/20/2019,1289,Peo3G,59,55.5,9.18,65.09,60
B2R1,3,8/20/2019,1468.8,Peo3G,59,51,8.31,65.02,60
B2R2,1,8/20/2019,1818.2,Peo3G,59,51.5,9.69,64.57,60
B2R2,2,8/20/2019,1609.2,Peo3G,58,50.5,8.69,64.03,60
B2R2,3,8/20/2019,1384.3,Peo3G,59,52,7.37,64.48,60
B2R3,1,8/20/2019,901.6,Peo3G,52,52.5,7.74,57.54,60
B2R3,2,8/20/2019,950.3,Peo3G,52,52,7.67,57.29,60
B2R3,3,8/20/2019,920.6,Peo3G,52,50.5,6.23,57.14,60
B3R1,1,8/20/2019,1000.7,Peo3G,52,52,8.68,57.45,60
B3R1,2,8/20/2019,916.9,Peo3G,52,55.5,8.47,57.16,60
B3R1,3,8/20/2019,1029.1,Peo3G,52,51,9.02,57.34,60
B3R2,1,8/20/2019,1130.9,Peo3G,56,52.5,6.99,61.17,60
B3R2,2,8/20/2019,916.6,Peo3G,56,54,6.19,61,60
B3R2,3,8/20/2019,1070.8,Peo3G,56,54.5,7.97,61.05,60
B3R3,1,8/20/2019,1342.5,Peo3G,49,53,6.92,54.38,60
B3R3,2,8/20/2019,1413.7,Peo3G,49,51.5,6.89,54.31,60
B3R3,3,8/20/2019,1112.5,Peo3G,50,53.5,7.3,54.5,60
B1R2,1,9/3/2019,1015.2,Peo3G,66,51,9.76,73.14,60
B1R2,2,9/3/2019,1468.2,Peo3G,67,50,7.91,73.97,60
B1R2,3,9/3/2019,1139.3,Peo3G,67,52,9.47,73.34,60
B1R3,1,9/3/2019,685.4,Peo3G,49,55,7.58,54.86,60
B1R3,2,9/3/2019,683.5,Peo3G,49,52,6.73,54.64,60
B1R3,3,9/3/2109,,Peo3G,,,,,
B1R4,1,9/3/2019,742.2,Peo3G,47,51.5,6.09,52.9,60
B1R4,2,9/3/2019,768.8,Peo3G,47,50.5,5.8,52.58,60
B1R4,3,9/3/2019,626.9,Peo3G,47,52,8.66,52.04,60
B2R1,1,9/3/2019,1102.3,Peo3G,62,51,10.66,69.09,60
B2R1,2,9/3/2019,808.6,Peo3G,62,52.5,9.33,69.1,60
B2R1,3,9/3/2019,914.6,Peo3G,62,53.5,10.6,69.07,60
B2R2,1,9/3/2019,1241.5,Peo3G,60,55,10.5,67.11,60
B2R2,2,9/3/2019,1194.6,Peo3G,60,58,11.08,67.33,60
B2R2,3,9/3/2019,1482.8,Peo3G,60,53,10.78,67.23,60
B2R3,1,9/3/2019,827.6,Peo3G,54,50.5,9.45,60.4,60
B2R3,2,9/3/2019,729.4,Peo3G,54,51,9.83,60.1,60
B2R3,3,9/3/2019,821,Peo3G,54,50,8.16,60.11,60
B3R1,1,9/3/2019,935.5,Peo3G,54,52.5,9.59,59.93,60
B3R1,2,9/3/2019,1207.3,Peo3G,54,50.5,9.21,59.81,60
B3R1,3,9/3/2019,996.4,Peo3G,54,52,9.45,59.06,60
B3R2,1,9/3/2019,1419.5,Peo3G,54,52,9.23,61.06,60
B3R2,2,9/3/2019,1380.7,Peo3G,54,50,9.73,60.77,60
B3R2,3,9/3/2019,1180.5,Peo3G,54,51,9.12,60.82,60
B3R3,1,9/3/2019,1310.6,Peo3G,52,51,8.77,57.2,60
B3R3,2,9/3/2019,1355,Peo3G,52,52.5,10.8,56.84,60
B3R3,3,9/3/2019,1233.9,Peo3G,52,52,9.59,57.13,60
B1R2,1,9/12/2019,1057.8,Peo3G,69,54.5,10.67,75.33,60
B1R2,2,9/12/2019,922.1,Peo3G,69,57,11.24,75.67,60
B1R2,3,9/12/2019,1119.9,Peo3G,69,51.5,10.58,75.98,60
B1R3,1,9/12/2019,755,Peo3G,47,52,8.71,52.66,60
B1R3,2,9/12/2019,542,Peo3G,47,57,8.71,52.89,60
B1R3,3,9/12/2019,661.9,Peo3G,47,57,8.76,52.14,60
B1R4,1,9/12/2019,777.6,Peo3G,47,53,8.05,51.76,60
B1R4,2,9/12/2019,667.9,Peo3G,47,52,7.04,51.59,60
B1R4,3,9/12/2019,752.9,Peo3G,47,54.5,8.19,51.77,60
B2R1,1,9/19/2019,1134.6,Peo3G,60,50.5,9.79,67.05,60
B2R1,2,9/19/2019,1000.9,Peo3G,60,53.5,10.54,67.21,60
B2R1,3,9/19/2019,1103.3,Peo3G,61,50.5,10.56,67.11,60
B2R2,1,9/19/2019,1234.6,Peo3G,58,51,10.42,64.16,60
B2R2,2,9/19/2019,1266.5,Peo3G,58,53,10.23,64.18,60
B2R2,3,9/19/2019,1359.7,Peo3G,58,54.5,10.71,64.23,60
B2R3,1,9/19/2019,701.2,Peo3G,52,53.5,7.54,57.23,60
B2R3,2,9/19/2019,680.6,Peo3G,52,59,7.01,56.82,60
B2R3,3,9/19/2019,772.9,Peo3G,52,54,7.31,57.06,60
B3R1,1,9/19/2019,676.6,Peo3G,56,57.5,8.93,62.67,60
B3R1,2,9/19/2019,796,Peo3G,56,55.5,9.59,62.56,60
B3R1,3,9/19/2019,866.9,Peo3G,56,52.5,8.9,62.95,60
B3R2,1,9/19/2019,1001,Peo3G,55,56.5,9.17,61.52,60
B3R2,2,9/19/2019,1142.2,Peo3G,55,52.5,9.66,61.82,60
B3R2,3,9/19/2019,948.2,Peo3G,55,59,8.45,61.45,60
B3R3,1,9/19/2019,1221.9,Peo3G,54,54,8.69,60.68,60
B3R3,2,9/19/2019,1257.8,Peo3G,54,51,8.82,60.48,60
B3R3,3,9/19/2019,1019.6,Peo3G,54,54,8.45,60.31,60
B1R2,1,8/8/2019,4005.4,M3G,56,55.5,6.57,60.8,60
B1R2,2,8/8/2019,3744,M3G,56,54.5,6.69,60.8,60
B1R2,3,8/8/2019,3204.6,M3G,56,55,5.95,60.5,60
B1R3,1,8/8/2019,1775.5,M3G,34,52.5,4.94,42,60
B1R3,2,8/8/2019,2595.3,M3G,34,53,5.25,42,60
B1R3,3,8/8/2019,2842.4,M3G,34,54.5,5.1,42.3,60
B1R4,1,8/8/2019,3182.4,M3G,36,51.5,5.8,44.8,60
B1R4,2,8/8/2019,2510.3,M3G,36,50,5.66,44.7,60
B1R4,3,8/8/2019,2472.5,M3G,36,54,6.27,45,60
B2R1,1,8/8/2019,3627,M3G,50,50,6.32,54.9,60
B2R1,2,8/8/2019,3139.3,M3G,50,53,5.99,54.9,60
B2R1,3,8/8/2019,3294,M3G,50,52,5.92,55.1,60
B2R2,1,8/8/2019,3768.5,M3G,54,52.5,6.6,59.6,60
B2R2,2,8/8/2019,4096.9,M3G,54,52,7.08,59.2,60
B2R2,3,8/8/2019,4305.3,M3G,54,54,6.92,59.3,60
B2R3,1,8/8/2019,2549.1,M3G,44,52,5.74,47,60
B2R3,2,8/8/2019,2116.2,M3G,44,51,5.77,47,60
B2R3,3,8/8/2019,2072.1,M3G,44,51.5,6.3,46.9,60
B3R1,1,8/8/2019,3044.9,M3G,48,57,6.38,51.9,60
B3R1,2,8/8/2019,2625.8,M3G,48,56,6.52,51.9,60
B3R1,3,8/8/2019,2088.2,M3G,48,57,5.99,51.9,60
B3R2,1,8/8/2019,2900.4,M3G,44,56,6.03,49.4,60
B3R2,2,8/8/2019,2866,M3G,44,52.5,5.42,49.4,60
B3R2,3,8/8/2019,2356.7,M3G,45,54,6.38,49.7,60
B3R3,1,8/8/2019,2087.8,M3G,46,52.5,6.39,51.1,60
B3R3,2,8/8/2019,3021.9,M3G,46,53.5,6.05,51.4,60
B3R3,3,8/8/2019,3456.4,M3G,46,54,6.25,51.3,60
B1R2,1,8/15/2019,7519,M3G,62,53,8.27,67.75,60
B1R2,2,8/15/2019,8431.8,M3G,62,51,8.22,67.69,60
B1R2,3,8/15/2019,6267,M3G,62,53.5,7.73,67.53,60
B1R3,1,8/15/2019,6581.8,M3G,46,51.5,5.89,50.8,60
B1R3,2,8/15/2019,6602,M3G,46,50,5.83,50.69,60
B1R3,3,8/15/2019,6448.7,M3G,46,50.91,5.53,50.91,60
B1R4,1,8/15/2019,5874.3,M3G,44,53,6.44,49.34,60
B1R4,2,8/15/2019,4551.9,M3G,45,53,5.64,49.45,60
B1R4,3,8/15/2019,5008.3,M3G,44,51,4.67,49.23,60
B2R1,1,8/15/2019,6899.5,M3G,55,52,6.17,59.84,60
B2R1,2,8/15/2019,6190.8,M3G,55,54,6.91,59.99,60
B2R1,3,8/15/2019,6558.8,M3G,55,51,6.58,59.87,60
B2R2,1,8/15/2019,8691.3,M3G,59,49.5,6.98,65.26,60
B2R2,2,8/15/2019,6403.2,M3G,59,53,7.93,65.03,60
B2R2,3,8/15/2019,8394.1,M3G,59,51,7.75,65.07,60
B2R3,1,8/15/2019,5676.2,M3G,48,49,6.39,52.96,60
B2R3,2,8/15/2019,4372.1,M3G,48,52,6,53.1,60
B2R3,3,8/15/2019,5039.9,M3G,48,51,6.23,53.24,60
B3R1,1,8/15/2019,5921.9,M3G,54,51.5,6.38,58.98,60
B3R1,2,8/15/2019,5576.2,M3G,54,51,8.56,59.2,60
B3R1,3,8/15/2019,5338.8,M3G,54,51.5,6.22,59.22,60
B3R2,1,8/15/2019,5286.2,M3G,50,50.5,5.15,54.25,60
B3R2,2,8/15/2019,3484.7,M3G,50,55,6.95,54.51,60
B3R2,3,8/15/2019,4256.6,M3G,50,50.5,5.41,54.1,60
B3R3,1,8/15/2019,4419.3,M3G,48,52,7.31,52.78,60
B3R3,2,8/15/2019,4770.4,M3G,48,50,6.61,52.95,60
B3R3,3,8/15/2019,4663.2,M3G,48,50,6.21,52.85,60
B1R2,1,8/20/2019,7545.1,M3G,64,51,8.07,69.82,60
B1R2,2,8/20/2019,8073.3,M3G,64,51.5,8.92,69.55,60
B1R2,3,8/20/2019,7075.3,M3G,64,51.5,7.41,69.71,60
B1R3,1,8/20/2019,4789.4,M3G,45,50.5,5.78,49.24,60
B1R3,2,8/20/2019,4619.5,M3G,45,52.5,5.58,49.26,60
B1R3,3,8/20/2019,4360.8,M3G,45,53,6.35,49.23,60
B1R4,1,8/20/2019,4068.6,M3G,44,52.5,7.02,48.1,60
B1R4,2,8/20/2019,3175.2,M3G,44,58,5.85,47.95,60
B1R4,3,8/20/2019,3775.7,M3G,44,50.5,6.55,47.79,60
B2R1,1,8/20/2019,8105.6,M3G,59,52,7.33,64.78,60
B2R1,2,8/20/2019,8109.1,M3G,59,55.5,9.18,65.09,60
B2R1,3,8/20/2019,8900.5,M3G,59,51,8.31,65.02,60
B2R2,1,8/20/2019,8742.9,M3G,59,51.5,9.69,64.57,60
B2R2,2,8/20/2019,7712.1,M3G,58,50.5,8.69,64.03,60
B2R2,3,8/20/2019,7674.4,M3G,59,52,7.37,64.48,60
B2R3,1,8/20/2019,5723.5,M3G,52,52.5,7.74,57.54,60
B2R3,2,8/20/2019,5951.2,M3G,52,52,7.67,57.29,60
B2R3,3,8/20/2019,5880.2,M3G,52,50.5,6.23,57.14,60
B3R1,1,8/20/2019,5045.1,M3G,52,52,8.68,57.45,60
B3R1,2,8/20/2019,4915.2,M3G,52,55.5,8.47,57.16,60
B3R1,3,8/20/2019,5430.9,M3G,52,51,9.02,57.34,60
B3R2,1,8/20/2019,6073.5,M3G,56,52.5,6.99,61.17,60
B3R2,2,8/20/2019,4778.9,M3G,56,54,6.19,61,60
B3R2,3,8/20/2019,5045.2,M3G,56,54.5,7.97,61.05,60
B3R3,1,8/20/2019,5511.4,M3G,49,53,6.92,54.38,60
B3R3,2,8/20/2019,5767.5,M3G,49,51.5,6.89,54.31,60
B3R3,3,8/20/2019,4505.5,M3G,50,53.5,7.3,54.5,60
B1R2,1,9/3/2019,8523.3,M3G,66,51,9.76,73.14,60
B1R2,2,9/3/2019,10057.7,M3G,67,50,7.91,73.97,60
B1R2,3,9/3/2019,8867.6,M3G,67,52,9.47,73.34,60
B1R3,1,9/3/2019,5725,M3G,49,55,7.58,54.86,60
B1R3,2,9/3/2019,5689.8,M3G,49,52,6.73,54.64,60
B1R3,3,9/3/2109,,M3G,,,,,
B1R4,1,9/3/2019,5287.4,M3G,47,51.5,6.09,52.9,60
B1R4,2,9/3/2019,5564.8,M3G,47,50.5,5.8,52.58,60
B1R4,3,9/3/2019,4599.7,M3G,47,52,8.66,52.04,60
B2R1,1,9/3/2019,8871.8,M3G,62,51,10.66,69.09,60
B2R1,2,9/3/2019,6434.9,M3G,62,52.5,9.33,69.1,60
B2R1,3,9/3/2019,7600.6,M3G,62,53.5,10.6,69.07,60
B2R2,1,9/3/2019,7967.6,M3G,60,55,10.5,67.11,60
B2R2,2,9/3/2019,7512.5,M3G,60,58,11.08,67.33,60
B2R2,3,9/3/2019,8997,M3G,60,53,10.78,67.23,60
B2R3,1,9/3/2019,6915.4,M3G,54,50.5,9.45,60.4,60
B2R3,2,9/3/2019,6157.6,M3G,54,51,9.83,60.1,60
B2R3,3,9/3/2019,6815.9,M3G,54,50,8.16,60.11,60
B3R1,1,9/3/2019,6638.8,M3G,54,52.5,9.59,59.93,60
B3R1,2,9/3/2019,7934.8,M3G,54,50.5,9.21,59.81,60
B3R1,3,9/3/2019,6806.8,M3G,54,52,9.45,59.06,60
B3R2,1,9/3/2019,8742.9,M3G,54,52,9.23,61.06,60
B3R2,2,9/3/2019,8475.1,M3G,54,50,9.73,60.77,60
B3R2,3,9/3/2019,7824.4,M3G,54,51,9.12,60.82,60
B3R3,1,9/3/2019,7307.4,M3G,52,51,8.77,57.2,60
B3R3,2,9/3/2019,7179.1,M3G,52,52.5,10.8,56.84,60
B3R3,3,9/3/2019,7897.4,M3G,52,52,9.59,57.13,60
B1R2,1,9/12/2019,9518.1,M3G,69,54.5,10.67,75.33,60
B1R2,2,9/12/2019,7980.5,M3G,69,57,11.24,75.67,60
B1R2,3,9/12/2019,9460.5,M3G,69,51.5,10.58,75.98,60
B1R3,1,9/12/2019,6117.7,M3G,47,52,8.71,52.66,60
B1R3,2,9/12/2019,4539.7,M3G,47,57,8.71,52.89,60
B1R3,3,9/12/2019,5512.5,M3G,47,57,8.76,52.14,60
B1R4,1,9/12/2019,6211.9,M3G,47,53,8.05,51.76,60
B1R4,2,9/12/2019,5109.9,M3G,47,52,7.04,51.59,60
B1R4,3,9/12/2019,5668.7,M3G,47,54.5,8.19,51.77,60
B2R1,1,9/19/2019,9603.2,M3G,60,50.5,9.79,67.05,60
B2R1,2,9/19/2019,8587.1,M3G,60,53.5,10.54,67.21,60
B2R1,3,9/19/2019,9458.9,M3G,61,50.5,10.56,67.11,60
B2R2,1,9/19/2019,8283.4,M3G,58,51,10.42,64.16,60
B2R2,2,9/19/2019,9178.4,M3G,58,53,10.23,64.18,60
B2R2,3,9/19/2019,8869.4,M3G,58,54.5,10.71,64.23,60
B2R3,1,9/19/2019,6415.7,M3G,52,53.5,7.54,57.23,60
B2R3,2,9/19/2019,5787.3,M3G,52,59,7.01,56.82,60
B2R3,3,9/19/2019,6832,M3G,52,54,7.31,57.06,60
B3R1,1,9/19/2019,5402,M3G,56,57.5,8.93,62.67,60
B3R1,2,9/19/2019,6224.7,M3G,56,55.5,9.59,62.56,60
B3R1,3,9/19/2019,6530,M3G,56,52.5,8.9,62.95,60
B3R2,1,9/19/2019,6948,M3G,55,56.5,9.17,61.52,60
B3R2,2,9/19/2019,7651.6,M3G,55,52.5,9.66,61.82,60
B3R2,3,9/19/2019,6657.5,M3G,55,59,8.45,61.45,60
B3R3,1,9/19/2019,8254.3,M3G,54,54,8.69,60.68,60
B3R3,2,9/19/2019,8424.9,M3G,54,51,8.82,60.48,60
B3R3,3,9/19/2019,6809.3,M3G,54,54,8.45,60.31,60
B1R2,1,8/8/2019,188.5,D3Gac,56,55.5,6.57,60.8,60
B1R2,2,8/8/2019,168.1,D3Gac,56,54.5,6.69,60.8,60
B1R2,3,8/8/2019,133,D3Gac,56,55,5.95,60.5,60
B1R3,1,8/8/2019,206.3,D3Gac,34,52.5,4.94,42,60
B1R3,2,8/8/2019,247,D3Gac,34,53,5.25,42,60
B1R3,3,8/8/2019,237.5,D3Gac,34,54.5,5.1,42.3,60
B1R4,1,8/8/2019,296.4,D3Gac,36,51.5,5.8,44.8,60
B1R4,2,8/8/2019,264.8,D3Gac,36,50,5.66,44.7,60
B1R4,3,8/8/2019,236.2,D3Gac,36,54,6.27,45,60
B2R1,1,8/8/2019,218.8,D3Gac,50,50,6.32,54.9,60
B2R1,2,8/8/2019,199.8,D3Gac,50,53,5.99,54.9,60
B2R1,3,8/8/2019,224.2,D3Gac,50,52,5.92,55.1,60
B2R2,1,8/8/2019,355.6,D3Gac,54,52.5,6.6,59.6,60
B2R2,2,8/8/2019,368.7,D3Gac,54,52,7.08,59.2,60
B2R2,3,8/8/2019,305.4,D3Gac,54,54,6.92,59.3,60
B2R3,1,8/8/2019,198.3,D3Gac,44,52,5.74,47,60
B2R3,2,8/8/2019,140.7,D3Gac,44,51,5.77,47,60
B2R3,3,8/8/2019,127.5,D3Gac,44,51.5,6.3,46.9,60
B3R1,1,8/8/2019,266.5,D3Gac,48,57,6.38,51.9,60
B3R1,2,8/8/2019,206.2,D3Gac,48,56,6.52,51.9,60
B3R1,3,8/8/2019,223.9,D3Gac,48,57,5.99,51.9,60
B3R2,1,8/8/2019,251.1,D3Gac,44,56,6.03,49.4,60
B3R2,2,8/8/2019,238.4,D3Gac,44,52.5,5.42,49.4,60
B3R2,3,8/8/2019,207.6,D3Gac,45,54,6.38,49.7,60
B3R3,1,8/8/2019,259.7,D3Gac,46,52.5,6.39,51.1,60
B3R3,2,8/8/2019,336.9,D3Gac,46,53.5,6.05,51.4,60
B3R3,3,8/8/2019,397.3,D3Gac,46,54,6.25,51.3,60
B1R2,1,8/15/2019,345.9,D3Gac,62,53,8.27,67.75,60
B1R2,2,8/15/2019,504.8,D3Gac,62,51,8.22,67.69,60
B1R2,3,8/15/2019,368,D3Gac,62,53.5,7.73,67.53,60
B1R3,1,8/15/2019,657.1,D3Gac,46,51.5,5.89,50.8,60
B1R3,2,8/15/2019,603.3,D3Gac,46,50,5.83,50.69,60
B1R3,3,8/15/2019,584.9,D3Gac,46,50.91,5.53,50.91,60
B1R4,1,8/15/2019,561,D3Gac,44,53,6.44,49.34,60
B1R4,2,8/15/2019,501,D3Gac,45,53,5.64,49.45,60
B1R4,3,8/15/2019,506.9,D3Gac,44,51,4.67,49.23,60
B2R1,1,8/15/2019,602.4,D3Gac,55,52,6.17,59.84,60
B2R1,2,8/15/2019,474.8,D3Gac,55,54,6.91,59.99,60
B2R1,3,8/15/2019,605.7,D3Gac,55,51,6.58,59.87,60
B2R2,1,8/15/2019,737.1,D3Gac,59,49.5,6.98,65.26,60
B2R2,2,8/15/2019,584,D3Gac,59,53,7.93,65.03,60
B2R2,3,8/15/2019,745.6,D3Gac,59,51,7.75,65.07,60
B2R3,1,8/15/2019,438.6,D3Gac,48,49,6.39,52.96,60
B2R3,2,8/15/2019,342.8,D3Gac,48,52,6,53.1,60
B2R3,3,8/15/2019,432.3,D3Gac,48,51,6.23,53.24,60
B3R1,1,8/15/2019,505,D3Gac,54,51.5,6.38,58.98,60
B3R1,2,8/15/2019,402.2,D3Gac,54,51,8.56,59.2,60
B3R1,3,8/15/2019,445.8,D3Gac,54,51.5,6.22,59.22,60
B3R2,1,8/15/2019,524.7,D3Gac,50,50.5,5.15,54.25,60
B3R2,2,8/15/2019,340.1,D3Gac,50,55,6.95,54.51,60
B3R2,3,8/15/2019,371.9,D3Gac,50,50.5,5.41,54.1,60
B3R3,1,8/15/2019,520.1,D3Gac,48,52,7.31,52.78,60
B3R3,2,8/15/2019,525.1,D3Gac,48,50,6.61,52.95,60
B3R3,3,8/15/2019,477.6,D3Gac,48,50,6.21,52.85,60
B1R2,1,8/20/2019,390.1,D3Gac,64,51,8.07,69.82,60
B1R2,2,8/20/2019,433.3,D3Gac,64,51.5,8.92,69.55,60
