Sample,Rep,Date,mAU,short_name_antho,Extract_ini_vol,Extract_final_vol,Skin_weight_aft,Berry_weight,Berry_numb
B1R2,3,8/20/2019,338.9,D3Gac,64,51.5,7.41,69.71,60
B1R3,1,8/20/2019,408.6,D3Gac,45,50.5,5.78,49.24,60
B1R3,2,8/20/2019,415,D3Gac,45,52.5,5.58,49.26,60
B1R3,3,8/20/2019,377.3,D3Gac,45,53,6.35,49.23,60
B1R4,1,8/20/2019,378.1,D3Gac,44,52.5,7.02,48.1,60
B1R4,2,8/20/2019,288.7,D3Gac,44,58,5.85,47.95,60
B1R4,3,8/20/2019,292.7,D3Gac,44,50.5,6.55,47.79,60
B2R1,1,8/20/2019,564.9,D3Gac,59,52,7.33,64.78,60
B2R1,2,8/20/2019,506.7,D3Gac,59,55.5,9.18,65.09,60
B2R1,3,8/20/2019,585,D3Gac,59,51,8.31,65.02,60
B2R2,1,8/20/2019,675.2,D3Gac,59,51.5,9.69,64.57,60
B2R2,2,8/20/2019,548.4,D3Gac,58,50.5,8.69,64.03,60
B2R2,3,8/20/2019,501.6,D3Gac,59,52,7.37,64.48,60
B2R3,1,8/20/2019,363.3,D3Gac,52,52.5,7.74,57.54,60
B2R3,2,8/20/2019,389.8,D3Gac,52,52,7.67,57.29,60
B2R3,3,8/20/2019,351.2,D3Gac,52,50.5,6.23,57.14,60
B3R1,1,8/20/2019,355.3,D3Gac,52,52,8.68,57.45,60
B3R1,2,8/20/2019,329.3,D3Gac,52,55.5,8.47,57.16,60
B3R1,3,8/20/2019,362.1,D3Gac,52,51,9.02,57.34,60
B3R2,1,8/20/2019,422.4,D3Gac,56,52.5,6.99,61.17,60
B3R2,2,8/20/2019,325.2,D3Gac,56,54,6.19,61,60
B3R2,3,8/20/2019,339.4,D3Gac,56,54.5,7.97,61.05,60
B3R3,1,8/20/2019,456.2,D3Gac,49,53,6.92,54.38,60
B3R3,2,8/20/2019,544.9,D3Gac,49,51.5,6.89,54.31,60
B3R3,3,8/20/2019,376.6,D3Gac,50,53.5,7.3,54.5,60
B1R2,1,9/3/2019,276.5,D3Gac,66,51,9.76,73.14,60
B1R2,2,9/3/2019,381.6,D3Gac,67,50,7.91,73.97,60
B1R2,3,9/3/2019,291.6,D3Gac,67,52,9.47,73.34,60
B1R3,1,9/3/2019,302.9,D3Gac,49,55,7.58,54.86,60
B1R3,2,9/3/2019,290.9,D3Gac,49,52,6.73,54.64,60
B1R3,3,9/3/2109,,D3Gac,,,,,
B1R4,1,9/3/2019,296.4,D3Gac,47,51.5,6.09,52.9,60
B1R4,2,9/3/2019,299.5,D3Gac,47,50.5,5.8,52.58,60
B1R4,3,9/3/2019,219.8,D3Gac,47,52,8.66,52.04,60
B2R1,1,9/3/2019,430.5,D3Gac,62,51,10.66,69.09,60
B2R1,2,9/3/2019,257.6,D3Gac,62,52.5,9.33,69.1,60
B2R1,3,9/3/2019,304.1,D3Gac,62,53.5,10.6,69.07,60
B2R2,1,9/3/2019,368.9,D3Gac,60,55,10.5,67.11,60
B2R2,2,9/3/2019,355.4,D3Gac,60,58,11.08,67.33,60
B2R2,3,9/3/2019,441.8,D3Gac,60,53,10.78,67.23,60
B2R3,1,9/3/2019,286,D3Gac,54,50.5,9.45,60.4,60
B2R3,2,9/3/2019,247.7,D3Gac,54,51,9.83,60.1,60
B2R3,3,9/3/2019,296.2,D3Gac,54,50,8.16,60.11,60
B3R1,1,9/3/2019,290.5,D3Gac,54,52.5,9.59,59.93,60
B3R1,2,9/3/2019,397.3,D3Gac,54,50.5,9.21,59.81,60
B3R1,3,9/3/2019,306.4,D3Gac,54,52,9.45,59.06,60
B3R2,1,9/3/2019,468.3,D3Gac,54,52,9.23,61.06,60
B3R2,2,9/3/2019,424.2,D3Gac,54,50,9.73,60.77,60
B3R2,3,9/3/2019,378.2,D3Gac,54,51,9.12,60.82,60
B3R3,1,9/3/2019,397.8,D3Gac,52,51,8.77,57.2,60
B3R3,2,9/3/2019,416.4,D3Gac,52,52.5,10.8,56.84,60
B3R3,3,9/3/2019,400,D3Gac,52,52,9.59,57.13,60
B1R2,1,9/12/2019,272.4,D3Gac,69,54.5,10.67,75.33,60
B1R2,2,9/12/2019,212.7,D3Gac,69,57,11.24,75.67,60
B1R2,3,9/12/2019,280.5,D3Gac,69,51.5,10.58,75.98,60
B1R3,1,9/12/2019,310.4,D3Gac,47,52,8.71,52.66,60
B1R3,2,9/12/2019,208.4,D3Gac,47,57,8.71,52.89,60
B1R3,3,9/12/2019,237.3,D3Gac,47,57,8.76,52.14,60
B1R4,1,9/12/2019,291.8,D3Gac,47,53,8.05,51.76,60
B1R4,2,9/12/2019,229.9,D3Gac,47,52,7.04,51.59,60
B1R4,3,9/12/2019,262.5,D3Gac,47,54.5,8.19,51.77,60
B2R1,1,9/19/2019,343.8,D3Gac,60,50.5,9.79,67.05,60
B2R1,2,9/19/2019,296.5,D3Gac,60,53.5,10.54,67.21,60
B2R1,3,9/19/2019,362.9,D3Gac,61,50.5,10.56,67.11,60
B2R2,1,9/19/2019,355.2,D3Gac,58,51,10.42,64.16,60
B2R2,2,9/19/2019,377.1,D3Gac,58,53,10.23,64.18,60
B2R2,3,9/19/2019,374.3,D3Gac,58,54.5,10.71,64.23,60
B2R3,1,9/19/2019,212.9,D3Gac,52,53.5,7.54,57.23,60
B2R3,2,9/19/2019,218.6,D3Gac,52,59,7.01,56.82,60
B2R3,3,9/19/2019,232.6,D3Gac,52,54,7.31,57.06,60
B3R1,1,9/19/2019,206.8,D3Gac,56,57.5,8.93,62.67,60
B3R1,2,9/19/2019,225.3,D3Gac,56,55.5,9.59,62.56,60
B3R1,3,9/19/2019,238.2,D3Gac,56,52.5,8.9,62.95,60
B3R2,1,9/19/2019,284.9,D3Gac,55,56.5,9.17,61.52,60
B3R2,2,9/19/2019,334.4,D3Gac,55,52.5,9.66,61.82,60
B3R2,3,9/19/2019,254.4,D3Gac,55,59,8.45,61.45,60
B3R3,1,9/19/2019,401.2,D3Gac,54,54,8.69,60.68,60
B3R3,2,9/19/2019,386.4,D3Gac,54,51,8.82,60.48,60
B3R3,3,9/19/2019,303.8,D3Gac,54,54,8.45,60.31,60
B1R2,1,8/8/2019,49.4,C3Gac,56,55.5,6.57,60.8,60
B1R2,2,8/8/2019,43.5,C3Gac,56,54.5,6.69,60.8,60
B1R2,3,8/8/2019,33.4,C3Gac,56,55,5.95,60.5,60
B1R3,1,8/8/2019,42.9,C3Gac,34,52.5,4.94,42,60
B1R3,2,8/8/2019,56.5,C3Gac,34,53,5.25,42,60
B1R3,3,8/8/2019,53.1,C3Gac,34,54.5,5.1,42.3,60
B1R4,1,8/8/2019,72.5,C3Gac,36,51.5,5.8,44.8,60
B1R4,2,8/8/2019,63.2,C3Gac,36,50,5.66,44.7,60
B1R4,3,8/8/2019,57.3,C3Gac,36,54,6.27,45,60
B2R1,1,8/8/2019,51,C3Gac,50,50,6.32,54.9,60
B2R1,2,8/8/2019,38.3,C3Gac,50,53,5.99,54.9,60
B2R1,3,8/8/2019,48.1,C3Gac,50,52,5.92,55.1,60
B2R2,1,8/8/2019,94.2,C3Gac,54,52.5,6.6,59.6,60
B2R2,2,8/8/2019,87.1,C3Gac,54,52,7.08,59.2,60
B2R2,3,8/8/2019,70.5,C3Gac,54,54,6.92,59.3,60
B2R3,1,8/8/2019,44.6,C3Gac,44,52,5.74,47,60
B2R3,2,8/8/2019,34.1,C3Gac,44,51,5.77,47,60
B2R3,3,8/8/2019,31.7,C3Gac,44,51.5,6.3,46.9,60
B3R1,1,8/8/2019,73.5,C3Gac,48,57,6.38,51.9,60
B3R1,2,8/8/2019,66.3,C3Gac,48,56,6.52,51.9,60
B3R1,3,8/8/2019,62.6,C3Gac,48,57,5.99,51.9,60
B3R2,1,8/8/2019,69.4,C3Gac,44,56,6.03,49.4,60
B3R2,2,8/8/2019,70.3,C3Gac,44,52.5,5.42,49.4,60
B3R2,3,8/8/2019,65.9,C3Gac,45,54,6.38,49.7,60
B3R3,1,8/8/2019,106.7,C3Gac,46,52.5,6.39,51.1,60
B3R3,2,8/8/2019,118.4,C3Gac,46,53.5,6.05,51.4,60
B3R3,3,8/8/2019,142.9,C3Gac,46,54,6.25,51.3,60
B1R2,1,8/15/2019,57.6,C3Gac,62,53,8.27,67.75,60
B1R2,2,8/15/2019,96.3,C3Gac,62,51,8.22,67.69,60
B1R2,3,8/15/2019,71.1,C3Gac,62,53.5,7.73,67.53,60
B1R3,1,8/15/2019,130.2,C3Gac,46,51.5,5.89,50.8,60
B1R3,2,8/15/2019,112,C3Gac,46,50,5.83,50.69,60
B1R3,3,8/15/2019,104.3,C3Gac,46,50.91,5.53,50.91,60
B1R4,1,8/15/2019,117.9,C3Gac,44,53,6.44,49.34,60
B1R4,2,8/15/2019,109.3,C3Gac,45,53,5.64,49.45,60
B1R4,3,8/15/2019,112.6,C3Gac,44,51,4.67,49.23,60
B2R1,1,8/15/2019,112.2,C3Gac,55,52,6.17,59.84,60
B2R1,2,8/15/2019,94.6,C3Gac,55,54,6.91,59.99,60
B2R1,3,8/15/2019,114.2,C3Gac,55,51,6.58,59.87,60
B2R2,1,8/15/2019,137.8,C3Gac,59,49.5,6.98,65.26,60
B2R2,2,8/15/2019,144.4,C3Gac,59,53,7.93,65.03,60
B2R2,3,8/15/2019,150.7,C3Gac,59,51,7.75,65.07,60
B2R3,1,8/15/2019,87.4,C3Gac,48,49,6.39,52.96,60
B2R3,2,8/15/2019,69.3,C3Gac,48,52,6,53.1,60
B2R3,3,8/15/2019,84.4,C3Gac,48,51,6.23,53.24,60
B3R1,1,8/15/2019,127.3,C3Gac,54,51.5,6.38,58.98,60
B3R1,2,8/15/2019,117.4,C3Gac,54,51,8.56,59.2,60
B3R1,3,8/15/2019,111.8,C3Gac,54,51.5,6.22,59.22,60
B3R2,1,8/15/2019,121.4,C3Gac,50,50.5,5.15,54.25,60
B3R2,2,8/15/2019,90.3,C3Gac,50,55,6.95,54.51,60
B3R2,3,8/15/2019,98,C3Gac,50,50.5,5.41,54.1,60
B3R3,1,8/15/2019,153.9,C3Gac,48,52,7.31,52.78,60
B3R3,2,8/15/2019,149.1,C3Gac,48,50,6.61,52.95,60
B3R3,3,8/15/2019,128.7,C3Gac,48,50,6.21,52.85,60
B1R2,1,8/20/2019,62.1,C3Gac,64,51,8.07,69.82,60
B1R2,2,8/20/2019,73.8,C3Gac,64,51.5,8.92,69.55,60
B1R2,3,8/20/2019,53.2,C3Gac,64,51.5,7.41,69.71,60
B1R3,1,8/20/2019,68.6,C3Gac,45,50.5,5.78,49.24,60
B1R3,2,8/20/2019,66,C3Gac,45,52.5,5.58,49.26,60
B1R3,3,8/20/2019,67.7,C3Gac,45,53,6.35,49.23,60
B1R4,1,8/20/2019,63.5,C3Gac,44,52.5,7.02,48.1,60
B1R4,2,8/20/2019,57.4,C3Gac,44,58,5.85,47.95,60
B1R4,3,8/20/2019,52.4,C3Gac,44,50.5,6.55,47.79,60
B2R1,1,8/20/2019,111.9,C3Gac,59,52,7.33,64.78,60
B2R1,2,8/20/2019,91.4,C3Gac,59,55.5,9.18,65.09,60
B2R1,3,8/20/2019,111.9,C3Gac,59,51,8.31,65.02,60
B2R2,1,8/20/2019,145.9,C3Gac,59,51.5,9.69,64.57,60
B2R2,2,8/20/2019,124.9,C3Gac,58,50.5,8.69,64.03,60
B2R2,3,8/20/2019,104.8,C3Gac,59,52,7.37,64.48,60
B2R3,1,8/20/2019,69.5,C3Gac,52,52.5,7.74,57.54,60
B2R3,2,8/20/2019,73.2,C3Gac,52,52,7.67,57.29,60
B2R3,3,8/20/2019,71,C3Gac,52,50.5,6.23,57.14,60
B3R1,1,8/20/2019,90.2,C3Gac,52,52,8.68,57.45,60
B3R1,2,8/20/2019,78.4,C3Gac,52,55.5,8.47,57.16,60
B3R1,3,8/20/2019,88.3,C3Gac,52,51,9.02,57.34,60
B3R2,1,8/20/2019,96.3,C3Gac,56,52.5,6.99,61.17,60
B3R2,2,8/20/2019,71.1,C3Gac,56,54,6.19,61,60
B3R2,3,8/20/2019,89.4,C3Gac,56,54.5,7.97,61.05,60
B3R3,1,8/20/2019,135,C3Gac,49,53,6.92,54.38,60
B3R3,2,8/20/2019,141.7,C3Gac,49,51.5,6.89,54.31,60
B3R3,3,8/20/2019,106.9,C3Gac,50,53.5,7.3,54.5,60
B1R2,1,9/3/2019,80,C3Gac,66,51,9.76,73.14,60
B1R2,2,9/3/2019,87.9,C3Gac,67,50,7.91,73.97,60
B1R2,3,9/3/2019,69.3,C3Gac,67,52,9.47,73.34,60
B1R3,1,9/3/2019,68.5,C3Gac,49,55,7.58,54.86,60
B1R3,2,9/3/2019,86.2,C3Gac,49,52,6.73,54.64,60
B1R3,3,9/3/2109,,C3Gac,,,,,
B1R4,1,9/3/2019,66.3,C3Gac,47,51.5,6.09,52.9,60
B1R4,2,9/3/2019,65,C3Gac,47,50.5,5.8,52.58,60
B1R4,3,9/3/2019,47.8,C3Gac,47,52,8.66,52.04,60
B2R1,1,9/3/2019,95.3,C3Gac,62,51,10.66,69.09,60
B2R1,2,9/3/2019,45.3,C3Gac,62,52.5,9.33,69.1,60
B2R1,3,9/3/2019,63.8,C3Gac,62,53.5,10.6,69.07,60
B2R2,1,9/3/2019,81.5,C3Gac,60,55,10.5,67.11,60
B2R2,2,9/3/2019,77.9,C3Gac,60,58,11.08,67.33,60
B2R2,3,9/3/2019,95.7,C3Gac,60,53,10.78,67.23,60
B2R3,1,9/3/2019,69.8,C3Gac,54,50.5,9.45,60.4,60
B2R3,2,9/3/2019,63,C3Gac,54,51,9.83,60.1,60
B2R3,3,9/3/2019,74.3,C3Gac,54,50,8.16,60.11,60
B3R1,1,9/3/2019,94.9,C3Gac,54,52.5,9.59,59.93,60
B3R1,2,9/3/2019,111.2,C3Gac,54,50.5,9.21,59.81,60
B3R1,3,9/3/2019,85.1,C3Gac,54,52,9.45,59.06,60
B3R2,1,9/3/2019,113.3,C3Gac,54,52,9.23,61.06,60
B3R2,2,9/3/2019,99.3,C3Gac,54,50,9.73,60.77,60
B3R2,3,9/3/2019,87,C3Gac,54,51,9.12,60.82,60
B3R3,1,9/3/2019,103.9,C3Gac,52,51,8.77,57.2,60
B3R3,2,9/3/2019,105.3,C3Gac,52,52.5,10.8,56.84,60
B3R3,3,9/3/2019,98.9,C3Gac,52,52,9.59,57.13,60
B1R2,1,9/12/2019,88,C3Gac,69,54.5,10.67,75.33,60
B1R2,2,9/12/2019,55.3,C3Gac,69,57,11.24,75.67,60
B1R2,3,9/12/2019,76.5,C3Gac,69,51.5,10.58,75.98,60
B1R3,1,9/12/2019,64.4,C3Gac,47,52,8.71,52.66,60
B1R3,2,9/12/2019,69.5,C3Gac,47,57,8.71,52.89,60
B1R3,3,9/12/2019,47.5,C3Gac,47,57,8.76,52.14,60
B1R4,1,9/12/2019,66.5,C3Gac,47,53,8.05,51.76,60
B1R4,2,9/12/2019,79.1,C3Gac,47,52,7.04,51.59,60
B1R4,3,9/12/2019,75.9,C3Gac,47,54.5,8.19,51.77,60
B2R1,1,9/19/2019,99.6,C3Gac,60,50.5,9.79,67.05,60
B2R1,2,9/19/2019,92,C3Gac,60,53.5,10.54,67.21,60
B2R1,3,9/19/2019,95.3,C3Gac,61,50.5,10.56,67.11,60
B2R2,1,9/19/2019,108.8,C3Gac,58,51,10.42,64.16,60
B2R2,2,9/19/2019,96.5,C3Gac,58,53,10.23,64.18,60
B2R2,3,9/19/2019,92.5,C3Gac,58,54.5,10.71,64.23,60
B2R3,1,9/19/2019,100.4,C3Gac,52,53.5,7.54,57.23,60
B2R3,2,9/19/2019,88.1,C3Gac,52,59,7.01,56.82,60
B2R3,3,9/19/2019,58,C3Gac,52,54,7.31,57.06,60
B3R1,1,9/19/2019,89.3,C3Gac,56,57.5,8.93,62.67,60
B3R1,2,9/19/2019,65.9,C3Gac,56,55.5,9.59,62.56,60
B3R1,3,9/19/2019,71.4,C3Gac,56,52.5,8.9,62.95,60
B3R2,1,9/19/2019,81.1,C3Gac,55,56.5,9.17,61.52,60
B3R2,2,9/19/2019,86.4,C3Gac,55,52.5,9.66,61.82,60
B3R2,3,9/19/2019,71.6,C3Gac,55,59,8.45,61.45,60
B3R3,1,9/19/2019,119.2,C3Gac,54,54,8.69,60.68,60
B3R3,2,9/19/2019,107.4,C3Gac,54,51,8.82,60.48,60
B3R3,3,9/19/2019,95.1,C3Gac,54,54,8.45,60.31,60
B1R2,1,8/8/2019,242.1,Pet3Gac,56,55.5,6.57,60.8,60
B1R2,2,8/8/2019,231.4,Pet3Gac,56,54.5,6.69,60.8,60
B1R2,3,8/8/2019,185.7,Pet3Gac,56,55,5.95,60.5,60
B1R3,1,8/8/2019,260.1,Pet3Gac,34,52.5,4.94,42,60
B1R3,2,8/8/2019,282.8,Pet3Gac,34,53,5.25,42,60
B1R3,3,8/8/2019,275.9,Pet3Gac,34,54.5,5.1,42.3,60
B1R4,1,8/8/2019,335.8,Pet3Gac,36,51.5,5.8,44.8,60
B1R4,2,8/8/2019,323.8,Pet3Gac,36,50,5.66,44.7,60
B1R4,3,8/8/2019,271.4,Pet3Gac,36,54,6.27,45,60
B2R1,1,8/8/2019,269.3,Pet3Gac,50,50,6.32,54.9,60
B2R1,2,8/8/2019,247.9,Pet3Gac,50,53,5.99,54.9,60
B2R1,3,8/8/2019,276.4,Pet3Gac,50,52,5.92,55.1,60
B2R2,1,8/8/2019,436.7,Pet3Gac,54,52.5,6.6,59.6,60
B2R2,2,8/8/2019,409.9,Pet3Gac,54,52,7.08,59.2,60
B2R2,3,8/8/2019,367.5,Pet3Gac,54,54,6.92,59.3,60
B2R3,1,8/8/2019,243.1,Pet3Gac,44,52,5.74,47,60
B2R3,2,8/8/2019,185.5,Pet3Gac,44,51,5.77,47,60
B2R3,3,8/8/2019,167.2,Pet3Gac,44,51.5,6.3,46.9,60
B3R1,1,8/8/2019,292.3,Pet3Gac,48,57,6.38,51.9,60
B3R1,2,8/8/2019,241.8,Pet3Gac,48,56,6.52,51.9,60
B3R1,3,8/8/2019,263.1,Pet3Gac,48,57,5.99,51.9,60
B3R2,1,8/8/2019,295,Pet3Gac,44,56,6.03,49.4,60
B3R2,2,8/8/2019,274.1,Pet3Gac,44,52.5,5.42,49.4,60
B3R2,3,8/8/2019,262.7,Pet3Gac,45,54,6.38,49.7,60
B3R3,1,8/8/2019,298.7,Pet3Gac,46,52.5,6.39,51.1,60
B3R3,2,8/8/2019,351.9,Pet3Gac,46,53.5,6.05,51.4,60
B3R3,3,8/8/2019,397.3,Pet3Gac,46,54,6.25,51.3,60
B1R2,1,8/15/2019,415.2,Pet3Gac,62,53,8.27,67.75,60
B1R2,2,8/15/2019,565,Pet3Gac,62,51,8.22,67.69,60
B1R2,3,8/15/2019,424.2,Pet3Gac,62,53.5,7.73,67.53,60
B1R3,1,8/15/2019,698.8,Pet3Gac,46,51.5,5.89,50.8,60
B1R3,2,8/15/2019,656.9,Pet3Gac,46,50,5.83,50.69,60
B1R3,3,8/15/2019,637.6,Pet3Gac,46,50.91,5.53,50.91,60
B1R4,1,8/15/2019,582.8,Pet3Gac,44,53,6.44,49.34,60
B1R4,2,8/15/2019,506,Pet3Gac,45,53,5.64,49.45,60
B1R4,3,8/15/2019,550.2,Pet3Gac,44,51,4.67,49.23,60
B2R1,1,8/15/2019,628.2,Pet3Gac,55,52,6.17,59.84,60
B2R1,2,8/15/2019,517.7,Pet3Gac,55,54,6.91,59.99,60
B2R1,3,8/15/2019,603.6,Pet3Gac,55,51,6.58,59.87,60
B2R2,1,8/15/2019,761.8,Pet3Gac,59,49.5,6.98,65.26,60
B2R2,2,8/15/2019,637,Pet3Gac,59,53,7.93,65.03,60
B2R2,3,8/15/2019,764.6,Pet3Gac,59,51,7.75,65.07,60
B2R3,1,8/15/2019,487.6,Pet3Gac,48,49,6.39,52.96,60
B2R3,2,8/15/2019,378.5,Pet3Gac,48,52,6,53.1,60
B2R3,3,8/15/2019,454.7,Pet3Gac,48,51,6.23,53.24,60
B3R1,1,8/15/2019,507,Pet3Gac,54,51.5,6.38,58.98,60
B3R1,2,8/15/2019,450.7,Pet3Gac,54,51,8.56,59.2,60
B3R1,3,8/15/2019,477.1,Pet3Gac,54,51.5,6.22,59.22,60
B3R2,1,8/15/2019,569.4,Pet3Gac,50,50.5,5.15,54.25,60
B3R2,2,8/15/2019,386.2,Pet3Gac,50,55,6.95,54.51,60
B3R2,3,8/15/2019,452.6,Pet3Gac,50,50.5,5.41,54.1,60
B3R3,1,8/15/2019,494.4,Pet3Gac,48,52,7.31,52.78,60
B3R3,2,8/15/2019,554.7,Pet3Gac,48,50,6.61,52.95,60
B3R3,3,8/15/2019,550.9,Pet3Gac,48,50,6.21,52.85,60
B1R2,1,8/20/2019,445.5,Pet3Gac,64,51,8.07,69.82,60
B1R2,2,8/20/2019,501.7,Pet3Gac,64,51.5,8.92,69.55,60
B1R2,3,8/20/2019,412.4,Pet3Gac,64,51.5,7.41,69.71,60
B1R3,1,8/20/2019,470,Pet3Gac,45,50.5,5.78,49.24,60
B1R3,2,8/20/2019,452.6,Pet3Gac,45,52.5,5.58,49.26,60
B1R3,3,8/20/2019,414.1,Pet3Gac,45,53,6.35,49.23,60
B1R4,1,8/20/2019,394.3,Pet3Gac,44,52.5,7.02,48.1,60
B1R4,2,8/20/2019,302.9,Pet3Gac,44,58,5.85,47.95,60
B1R4,3,8/20/2019,321.4,Pet3Gac,44,50.5,6.55,47.79,60
B2R1,1,8/20/2019,614.2,Pet3Gac,59,52,7.33,64.78,60
B2R1,2,8/20/2019,543.6,Pet3Gac,59,55.5,9.18,65.09,60
B2R1,3,8/20/2019,643.3,Pet3Gac,59,51,8.31,65.02,60
B2R2,1,8/20/2019,708.1,Pet3Gac,59,51.5,9.69,64.57,60
B2R2,2,8/20/2019,578.4,Pet3Gac,58,50.5,8.69,64.03,60
B2R2,3,8/20/2019,545.3,Pet3Gac,59,52,7.37,64.48,60
B2R3,1,8/20/2019,416.1,Pet3Gac,52,52.5,7.74,57.54,60
B2R3,2,8/20/2019,447,Pet3Gac,52,52,7.67,57.29,60
B2R3,3,8/20/2019,408.5,Pet3Gac,52,50.5,6.23,57.14,60
B3R1,1,8/20/2019,381.9,Pet3Gac,52,52,8.68,57.45,60
B3R1,2,8/20/2019,361.9,Pet3Gac,52,55.5,8.47,57.16,60
B3R1,3,8/20/2019,398.4,Pet3Gac,52,51,9.02,57.34,60
B3R2,1,8/20/2019,467.8,Pet3Gac,56,52.5,6.99,61.17,60
B3R2,2,8/20/2019,367.4,Pet3Gac,56,54,6.19,61,60
B3R2,3,8/20/2019,385.8,Pet3Gac,56,54.5,7.97,61.05,60
B3R3,1,8/20/2019,471.9,Pet3Gac,49,53,6.92,54.38,60
B3R3,2,8/20/2019,548.1,Pet3Gac,49,51.5,6.89,54.31,60
B3R3,3,8/20/2019,395.6,Pet3Gac,50,53.5,7.3,54.5,60
B1R2,1,9/3/2019,378.2,Pet3Gac,66,51,9.76,73.14,60
B1R2,2,9/3/2019,464.4,Pet3Gac,67,50,7.91,73.97,60
B1R2,3,9/3/2019,398,Pet3Gac,67,52,9.47,73.34,60
B1R3,1,9/3/2019,352.3,Pet3Gac,49,55,7.58,54.86,60
B1R3,2,9/3/2019,358.2,Pet3Gac,49,52,6.73,54.64,60
B1R3,3,9/3/2109,,Pet3Gac,,,,,
B1R4,1,9/3/2019,345.8,Pet3Gac,47,51.5,6.09,52.9,60
B1R4,2,9/3/2019,358.7,Pet3Gac,47,50.5,5.8,52.58,60
B1R4,3,9/3/2019,282.1,Pet3Gac,47,52,8.66,52.04,60
B2R1,1,9/3/2019,496.3,Pet3Gac,62,51,10.66,69.09,60
B2R1,2,9/3/2019,325.1,Pet3Gac,62,52.5,9.33,69.1,60
B2R1,3,9/3/2019,374.6,Pet3Gac,62,53.5,10.6,69.07,60
B2R2,1,9/3/2019,437,Pet3Gac,60,55,10.5,67.11,60
B2R2,2,9/3/2019,418.8,Pet3Gac,60,58,11.08,67.33,60
B2R2,3,9/3/2019,513.2,Pet3Gac,60,53,10.78,67.23,60
B2R3,1,9/3/2019,352.8,Pet3Gac,54,50.5,9.45,60.4,60
B2R3,2,9/3/2019,315.6,Pet3Gac,54,51,9.83,60.1,60
B2R3,3,9/3/2019,361.9,Pet3Gac,54,50,8.16,60.11,60
B3R1,1,9/3/2019,352.4,Pet3Gac,54,52.5,9.59,59.93,60
B3R1,2,9/3/2019,456.2,Pet3Gac,54,50.5,9.21,59.81,60
B3R1,3,9/3/2019,354.8,Pet3Gac,54,52,9.45,59.06,60
B3R2,1,9/3/2019,511.8,Pet3Gac,54,52,9.23,61.06,60
B3R2,2,9/3/2019,485.1,Pet3Gac,54,50,9.73,60.77,60
B3R2,3,9/3/2019,426.3,Pet3Gac,54,51,9.12,60.82,60
B3R3,1,9/3/2019,440.2,Pet3Gac,52,51,8.77,57.2,60
B3R3,2,9/3/2019,452.7,Pet3Gac,52,52.5,10.8,56.84,60
B3R3,3,9/3/2019,442.5,Pet3Gac,52,52,9.59,57.13,60
B1R2,1,9/12/2019,356.1,Pet3Gac,69,54.5,10.67,75.33,60
B1R2,2,9/12/2019,281.1,Pet3Gac,69,57,11.24,75.67,60
B1R2,3,9/12/2019,374.9,Pet3Gac,69,51.5,10.58,75.98,60
B1R3,1,9/12/2019,362.3,Pet3Gac,47,52,8.71,52.66,60
B1R3,2,9/12/2019,261.8,Pet3Gac,47,57,8.71,52.89,60
B1R3,3,9/12/2019,297.5,Pet3Gac,47,57,8.76,52.14,60
B1R4,1,9/12/2019,347.4,Pet3Gac,47,53,8.05,51.76,60
B1R4,2,9/12/2019,282.3,Pet3Gac,47,52,7.04,51.59,60
B1R4,3,9/12/2019,318.3,Pet3Gac,47,54.5,8.19,51.77,60
B2R1,1,9/19/2019,425.5,Pet3Gac,60,50.5,9.79,67.05,60
B2R1,2,9/19/2019,374.1,Pet3Gac,60,53.5,10.54,67.21,60
B2R1,3,9/19/2019,452.1,Pet3Gac,61,50.5,10.56,67.11,60
B2R2,1,9/19/2019,421.4,Pet3Gac,58,51,10.42,64.16,60
B2R2,2,9/19/2019,446.6,Pet3Gac,58,53,10.23,64.18,60
B2R2,3,9/19/2019,447.3,Pet3Gac,58,54.5,10.71,64.23,60
B2R3,1,9/19/2019,293.7,Pet3Gac,52,53.5,7.54,57.23,60
B2R3,2,9/19/2019,270.6,Pet3Gac,52,59,7.01,56.82,60
B2R3,3,9/19/2019,293.8,Pet3Gac,52,54,7.31,57.06,60
B3R1,1,9/19/2019,258.1,Pet3Gac,56,57.5,8.93,62.67,60
B3R1,2,9/19/2019,288.6,Pet3Gac,56,55.5,9.59,62.56,60
B3R1,3,9/19/2019,304.1,Pet3Gac,56,52.5,8.9,62.95,60
B3R2,1,9/19/2019,334,Pet3Gac,55,56.5,9.17,61.52,60
B3R2,2,9/19/2019,389.4,Pet3Gac,55,52.5,9.66,61.82,60
B3R2,3,9/19/2019,316,Pet3Gac,55,59,8.45,61.45,60
B3R3,1,9/19/2019,430.6,Pet3Gac,54,54,8.69,60.68,60
B3R3,2,9/19/2019,446.5,Pet3Gac,54,51,8.82,60.48,60
B3R3,3,9/19/2019,348.6,Pet3Gac,54,54,8.45,60.31,60
B1R2,1,8/8/2019,375,Peo3Gac,56,55.5,6.57,60.8,60
B1R2,2,8/8/2019,385.1,Peo3Gac,56,54.5,6.69,60.8,60
B1R2,3,8/8/2019,322.1,Peo3Gac,56,55,5.95,60.5,60
B1R3,1,8/8/2019,242.9,Peo3Gac,34,52.5,4.94,42,60
B1R3,2,8/8/2019,316.5,Peo3Gac,34,53,5.25,42,60
