SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1594578315,3489,20200712 11:25:15,11:25:15,B3R3,_NW,_5.5,_1,1594578307,0.002748974,6.812377437,390.5544,177.5031239,17.89856823,39.38164253,0.05755457,2.94111339,0.056936114,0.035640083,297.3747455,43.19495557,41.92961667,8.212905263,43.64390977,3.630311273,8.318024879,4.582593991,-121.2297608,38.30048324,3.254946303,217.7004143,0,0,1,0,50663.86748,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-592-20200712-11_25_12,1362.962692,1593.16,0.144491016,0.5,1517.346819,6.812377437,109.621492,0.477208818,0.005481786,0.887443822,DARK-593-20200712-11_25_14,832.89,760.27,0.302783626,0.650307482,0.236992709,0.59276364,1799.954667,1517.346819,0.842991686,0.195983372,6,0.5,0: Broadleaf,2,1594578307,390.5544,400.0174667,36.00241,32.82245,386.8657333,35.66537,500.0071333,100.6352667,0.199962767,42.17116667,41.92961667,999.9,0,0,10002.52467,0,926.9257333,1799.954667,0.8999999,0.100000207,0,1366.071333,4.99938,25500.09333,14365.22333,52.6954,53.8393,52.937,53.812,54.812,1615.459,179.4966667,0,279.0999999,0,1362.962692,-1037.432819,-18307.3675,25446.38846,15,1594578239,11:23:59,1594578231,1594578239,24,-0.018,-0.028,3.689,0.337,400,33,0.19,0.21,6.791858802,1.428328857,0.119081642,0,-9.463145667,-1.973067764,0.156080257,0,3.179953333,1.496037197,0.109238876,0,0,3,0/3,100,100,3.688,0.337,3.6887,0,0,0,0.337035,0,0,0,-1,-1,-1,-1,1.4,1.3,2,503.657,498.243,41.1109,40.7515,30.0005,40.1844,40.2119,21.0948,0,100,-999.9,400,34.8277,99.7981,99.311
26,1594578428,3602.1,20200712 11:27:08,11:27:08,B3R3,_NW,_5.5,_2,1594578420,0.0045978,9.882640117,385.9864333,204.4839435,20.61843087,38.91960639,0.100698082,2.938013784,0.098819265,0.061927925,297.3750723,42.94661243,41.95075,8.222056086,45.27192654,3.810552615,8.417032157,4.411503471,-202.7629994,70.56725561,6.010490871,171.1898194,21,4,1,0,50542.04629,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-594-20200712-11_27_05,1444.989615,1728.15,0.16385174,0.5,1517.34951,9.882640117,124.3101787,0.426427104,0.007505214,0.740010994,DARK-595-20200712-11_27_07,991.22,736.93,0.384243259,0.634419431,0.255948795,0.536168011,1799.958,1517.34951,0.84299162,0.195983239,6,0.5,0: Broadleaf,2,1594578420,385.9864333,399.9749667,37.79127667,32.48252333,382.2977667,37.45425333,500.0093333,100.6315333,0.2000064,42.39626667,41.95075,999.9,0,0,9985.268667,0,1123.546733,1799.958,0.900001867,0.099998227,0,1447.847333,4.99938,27063.25333,14365.25,52.78306667,53.75,52.979,53.8708,54.8582,1615.465667,179.493,0,112.3,0,1444.989615,-596.6786329,-11496.8342,27008.59231,15,1594578239,11:23:59,1594578231,1594578239,24,-0.018,-0.028,3.689,0.337,400,33,0.19,0.21,9.872676849,0.801241718,0.066635434,0,-13.97674194,-2.264293548,0.176510509,0,5.290796452,3.453965806,0.26144884,0,0,3,0/3,100,100,3.689,0.337,3.6887,0,0,0,0.337035,0,0,0,-1,-1,-1,-1,3.3,3.2,2,468.871,497.356,41.2621,40.873,30.0003,40.3403,40.3621,21.0994,0,100,-999.9,400,34.8277,99.7925,99.3165
27,1594578521,3694.6,20200712 11:28:40,11:28:40,B3R3,_NW,_5.5,_3,1594578513,0.004496833,9.166018168,386.9388,207.9124904,20.96292983,39.01338922,0.095318127,2.940034091,0.09363403,0.0586701,297.3745671,43.01311766,42.16380333,8.314803317,44.60605778,3.762596996,8.435170431,4.552206321,-198.3103145,43.34320594,3.69363568,146.1010942,35,7,1,0,50591.12884,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-596-20200712-11_28_38,1415.4684,1643.87,0.1389414,0.5,1517.345969,9.166018168,105.411087,0.438848571,0.007032945,0.829220072,DARK-597-20200712-11_28_40,922.46,721.41,0.316604427,0.653923647,0.223476942,0.57150307,1799.953667,1517.345969,0.842991682,0.195983364,6,0.5,0: Broadleaf,2,1594578513,386.9388,400.0259333,37.31782333,32.12303333,383.2502333,36.98077667,500.0033333,100.6257,0.2000358,42.43725667,42.16380333,999.9,0,0,9997.335,0,1435.289067,1799.953667,0.899999633,0.10000036,0,1424.835,4.99938,26833.25,14365.20667,52.875,53.9769,53.062,53.937,54.9412,1615.458333,179.4963333,0,91.79999995,0,1415.4684,-934.2338462,-17120.59231,26661.9,15,1594578239,11:23:59,1594578231,1594578239,24,-0.018,-0.028,3.689,0.337,400,33,0.19,0.21,9.146065208,0.925964426,0.095434741,0,-13.05821613,-1.54113871,0.143547502,0,5.178292258,1.23009,0.092826931,0,0,3,0/3,100,100,3.689,0.3371,3.6887,0,0,0,0.337035,0,0,0,-1,-1,-1,-1,4.8,4.7,2,452.099,497.319,41.3754,40.9206,30.0002,40.4211,40.4487,21.0888,0,100,-999.9,400,34.8277,99.7989,99.313
28,1594579106,4279.6,20200712 11:38:25,11:38:25,B1R4,_SW,_5.7,_1,1594579098,0.003811224,8.320155499,388.2425484,204.5463513,20.62591611,39.1493575,0.083417848,2.939444602,0.082124684,0.051442443,297.3830596,42.18743081,41.00838065,7.822480835,42.53484304,3.403324993,8.001263786,4.419155842,-168.074979,67.61665247,5.704379404,202.6291125,40,8,1,0,50736.29039,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-598-20200712-11_38_23,884.9678846,1139.86,0.223617037,0.5,1517.387665,8.320155499,169.6568666,0.389495201,0.006475306,1.638043268,DARK-599-20200712-11_38_25,695.89,443.97,0.574120133,0.807897504,0.492044512,0.782813263,1800.002903,1517.387665,0.842991788,0.195983575,6,0.5,0: Broadleaf,2,1594579098,388.2425484,400.0020968,33.75063226,29.33161613,384.4509677,33.49526452,500.0107742,100.6373871,0.199982903,41.43506129,41.00838065,999.9,0,0,9992.821613,0,445.3074516,1800.002903,0.899997,0.100003,0,885.4553548,4.99938,16631.65484,14365.57742,52.139,52.875,52.35467742,52.812,54.183,1615.497742,179.5077419,0,583.9000001,0,884.9678846,-118.6981538,-2131.282051,16622.7,15,1594578993,11:36:33,1594578992,1594578993,26,-0.008,-0.016,3.792,0.255,400,30,0.35,0.38,8.330147759,-0.721268358,0.055053172,0,-11.7639,0.7269,0.056033746,1,4.415626774,0.381478548,0.028843761,1,2,3,2/3,100,100,3.791,0.2553,3.79155,0,0,0,0.25537,0,0,0,-1,-1,-1,-1,1.9,1.9,2,446.052,494.264,40.4628,40.4638,29.9992,40.1062,40.1408,21.1039,0,100,-999.9,400,34.8277,99.8537,99.374
29,1594579211,4384.6,20200712 11:40:10,11:40:10,B1R4,_SW,_5.7,_2,1594579203,0.003448644,7.562892237,389.3083226,212.4187618,21.4189389,39.25534216,0.078783402,2.940242145,0.077629171,0.048620526,297.3819678,42.29539041,40.28726129,7.528186234,41.07271926,3.288970682,8.007676972,4.239215552,-152.0852082,184.344501,15.49544193,345.1367026,37,7,1,0,50755.85551,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-600-20200712-11_40_08,673.4244231,855.39,0.212728202,0.5,1517.383918,7.562892237,161.3951765,0.338675926,0.005976263,2.515355569,DARK-601-20200712-11_40_10,565.69,289.7,0.628117283,0.881334202,0.779107184,0.902079568,1799.99871,1517.383918,0.84299167,0.19598334,6,0.5,0: Broadleaf,2,1594579203,389.3083226,399.9942903,32.61781935,28.61465806,385.5166452,32.36244839,500.0283548,100.6335161,0.200038871,41.4502129,40.28726129,999.9,0,0,9997.741935,0,1830.617419,1799.99871,0.899999516,0.100000484,0,673.4670645,4.99938,13078.12258,14365.57742,51.94106452,53.02,52.19512903,52.758,54.006,1615.49871,179.5,0,103.9000001,0,673.4244231,-11.78013674,-223.4290599,13077.18846,15,1594578993,11:36:33,1594578992,1594578993,26,-0.008,-0.016,3.792,0.255,400,30,0.35,0.38,7.557336812,0.135339513,0.029492956,1,-10.67923871,-0.490345161,0.050399768,1,3.995648065,0.893777419,0.067269109,1,3,3,3/3,100,100,3.792,0.2554,3.79155,0,0,0,0.25537,0,0,0,-1,-1,-1,-1,3.6,3.6,2,448.899,493.695,40.3634,40.3317,29.9997,39.9848,40.0245,21.0989,0,100,-999.9,400,34.8277,99.8784,99.3944
30,1594579287,4461.1,20200712 11:41:27,11:41:27,B1R4,_SW,_5.7,_3,1594579279,0.003181252,7.163988843,389.9232333,208.1896253,20.99228091,39.3169354,0.072283278,2.939990644,0.071310302,0.044655266,297.3743262,42.26819662,40.14230333,7.470200454,40.29229493,3.21015531,7.967169196,4.260045144,-140.2931941,192.107695,16.13079831,365.3196254,79,16,1,0,50764.34709,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-602-20200712-11_41_25,1212.0912,1436.9,0.156454033,0.5,1517.345841,7.163988843,118.6974381,0.421128819,0.005713518,1.092699562,DARK-603-20200712-11_41_26,831.78,605.12,0.371511105,0.721812047,0.2758165,0.658276885,1799.953667,1517.345841,0.842991611,0.195983222,6,0.5,0: Broadleaf,2,1594579279,389.9232333,400.0084,31.83651333,28.14060333,386.1316333,31.58114333,500.0075667,100.6325,0.2000025,41.35433333,40.14230333,999.9,0,0,9996.412333,0,1958.861667,1799.953667,0.900001667,0.099998393,0,1218.947667,4.99938,22974.65667,14365.21667,51.833,53.2248,52.1374,52.7458,53.9664,1615.462,179.492,0,75.5999999,0,1212.0912,-816.9500013,-14891.30772,22850.428,15,1594578993,11:36:33,1594578992,1594578993,26,-0.008,-0.016,3.792,0.255,400,30,0.35,0.38,7.02189443,10.08047937,0.792499696,0,-10.01270677,-12.03508161,0.946246018,0,3.683647742,2.338812097,0.177204162,0,0,3,0/3,100,100,3.792,0.2553,3.79155,0,0,0,0.25537,0,0,0,-1,-1,-1,-1,4.9,4.9,2,397.082,494.087,40.3296,40.2502,29.9996,39.9123,39.9441,21.0947,0,100,-999.9,400,34.8277,99.8976,99.4198
31,1594579984,5158.1,20200712 11:53:04,11:53:04,B2R3,_SW,_5.14,_1,1594579976,0.004474349,9.81545662,386.1647742,197.9415696,19.9654259,38.95060649,0.096012122,2.939243024,0.094303198,0.059090505,297.3776409,41.25901759,40.32039677,7.541495659,39.11132961,3.006022297,7.685809525,4.535473363,-197.3187689,56.42317287,4.727586417,161.2096313,0,0,1,0,50853.96615,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-604-20200712-11_53_02,1496.894615,1721.48,0.130460641,0.5,1517.360668,9.81545662,98.97792284,0.492558729,0.007460883,0.746752794,DARK-605-20200712-11_53_03,873.55,847.93,0.264863119,0.602554548,0.204234158,0.538964462,1799.970968,1517.360668,0.842991746,0.195983491,6,0.5,0: Broadleaf,2,1594579976,386.1647742,400.0164516,29.80235806,24.59325806,382.4142258,29.59875484,500.009871,100.6652258,0.200024194,40.67646774,40.32039677,999.9,0,0,9988.912258,0,1838.13129,1799.970968,0.899997774,0.100002258,0,1505.052581,4.99938,28324.83548,14365.33548,51.21341935,51.97764516,51.433,51.764,53.22154839,1615.470645,179.5019355,0,696.1000001,0,1496.894615,-1073.980172,-19205.61027,28179.85769,15,1594579354,11:42:33,1594579350,1594579354,27,-0.041,-0.052,3.751,0.204,400,28,0.7,0.34,9.806199601,3.374319306,0.25078508,0,-13.85172581,-5.308645161,0.406782573,0,5.209106452,3.530734355,0.267737112,0,0,3,0/3,100,100,3.751,0.2036,3.7506,0,0,0,0.203605,0,0,0,-1,-1,-1,-1,10.6,10.5,2,510.676,491.271,39.5768,39.9849,29.9997,39.6052,39.6449,21.0561,0,100,-999.9,400,34.8277,99.8942,99.4128
32,1594580091,5265,20200712 11:54:51,11:54:51,B2R3,_SW,_5.14,_2,1594580083,0.006656491,14.39834827,379.6772581,210.4615411,21.22774996,38.29532872,0.158678698,2.939258385,0.154068667,0.096695953,297.3831554,40.81883653,39.85199677,7.355235544,41.70736422,3.226067213,7.735006209,4.129168332,-293.5512564,149.6718077,12.51977467,166.0234813,20,4,1,0,50834.88634,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-606-20200712-11_54_49,1077.721154,1499.23,0.281150221,0.5,1517.389178,14.39834827,213.3071515,0.520573895,0.01048099,1.005696257,DARK-607-20200712-11_54_50,718.77,780.46,0.540077449,0.658924147,0.480408604,0.632144538,1800.004839,1517.389178,0.842991721,0.195983443,6,0.5,0: Broadleaf,2,1594580083,379.6772581,399.9876452,31.98469355,24.25254839,375.9266774,31.7810871,500.0101613,100.6628387,0.200007065,40.79652903,39.85199677,999.9,0,0,9989.236452,0,1946.396129,1800.004839,0.899998097,0.100002071,0,1080.656452,4.99938,20229.21613,14365.59677,51.25,52.49987097,51.49390323,52.07216129,53.25,1615.502581,179.503871,0,106.3,0,1077.721154,-268.0625643,-4596.601713,20178.38462,15,1594579354,11:42:33,1594579350,1594579354,27,-0.041,-0.052,3.751,0.204,400,28,0.7,0.34,14.40114193,0.226432219,0.069071662,1,-20.31217,-0.857643604,0.110637005,1,7.725278333,2.097412325,0.153698708,0,2,3,2/3,100,100,3.751,0.2036,3.7506,0,0,0,0.203605,0,0,0,-1,-1,-1,-1,12.4,12.3,2,470.422,491.424,39.7156,39.984,30.0002,39.6195,39.6644,21.0519,0,100,-999.9,400,34.8277,99.8986,99.4175
33,1594580160,5334,20200712 11:56:00,11:56:00,B2R3,_SW,_5.14,_3,1594580152,0.004925543,9.623353,386.1912581,211.3484521,21.31623164,38.95056827,0.103221531,2.944765422,0.101252796,0.063456753,297.3722787,41.37753923,40.57882903,7.646000905,38.5296253,2.998559544,7.782477824,4.647441361,-217.2164379,52.85469958,4.430736127,137.4412764,3,1,1,0,50969.00782,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-608-20200712-11_55_58,1611.721538,1804.49,0.106827115,0.5,1517.333701,9.623353,81.04619121,0.509096753,0.007334409,0.666398816,DARK-609-20200712-11_55_59,885.83,918.66,0.209836568,0.566908829,0.162996149,0.504161861,1799.939032,1517.333701,0.84299172,0.19598344,6,0.5,0: Broadleaf,2,1594580152,386.1912581,400.0216452,29.73043871,23.99562903,382.4406774,29.52683226,500.0100645,100.6583226,0.199911419,40.91175484,40.57882903,999.9,0,0,10021.02419,0,1707.091613,1799.939032,0.899998032,0.100001868,0,1625.935484,4.99938,30291.99355,14365.0871,51.375,52.70732258,51.57825806,52.37093548,53.375,1615.442258,179.4970968,0,68.29999995,0,1611.721538,-1318.871112,-23594.95044,30037.44231,15,1594579354,11:42:33,1594579350,1594579354,27,-0.041,-0.052,3.751,0.204,400,28,0.7,0.34,9.564333258,3.337071289,0.267939701,0,-13.81602333,-4.917813571,0.372234615,0,5.721926333,3.888942113,0.284955502,0,0,3,0/3,100,100,3.751,0.2036,3.7506,0,0,0,0.203605,0,0,0,-1,-1,-1,-1,13.5,13.4,2,490.982,490.582,39.7892,40.0037,30.0002,39.6254,39.6721,21.0429,0,100,-999.9,400,34.8277,99.8967,99.4158
34,1594580267,5441,20200712 11:57:47,11:57:47,B2R3,_SW,_5.3,_1,1594580259,0.00397449,8.014500173,388.5661333,198.2793015,19.99978091,39.19338768,0.07816921,2.942503101,0.077033625,0.048246669,297.3776554,41.82356365,40.89668333,7.776254237,36.18165553,2.846141849,7.866256553,4.930112388,-175.2750097,34.4156007,2.894409836,159.4126562,14,3,1,0,50873.64076,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-610-20200712-11_57_45,1513.8356,1784.61,0.151727492,0.5,1517.363721,8.014500173,115.1128961,0.475341951,0.006273969,0.68496198,DARK-611-20200712-11_57_47,936.31,848.3,0.319196511,0.590329793,0.23286882,0.512496708,1799.975,1517.363721,0.842991553,0.195983106,6,0.5,0: Broadleaf,2,1594580259,388.5661333,400.0363333,28.21686,23.58222,384.5910667,28.09936333,500.0184333,100.6667,0.2000105,41.11363,40.89668333,999.9,0,0,10007.30867,0,1914.891333,1799.975,0.900003533,0.099996563,0,1519.583333,4.99938,28147.32,14365.38667,51.562,52.9601,51.78926667,52.63533333,53.6187,1615.484667,179.4906667,0,106.0999999,0,1513.8356,-680.3192318,-12437.69233,28043.276,15,1594580205,11:56:45,1594580205,1594580200,28,0.224,-0.086,3.975,0.117,400,24,0.64,0.03,7.979583557,1.954895464,0.159308066,0,-11.44568,-2.730495217,0.216557373,0,4.622158,1.462982336,0.107186062,0,0,3,0/3,100,100,3.975,0.1175,3.975095238,0,0,0,0.117485,0,0,0,-1,-1,-1,-1,1,1.1,2,477.271,490.32,39.941,40.053,30.0005,39.6643,39.7112,21.0261,0,100,-999.9,400,34.8277,99.8921,99.411
35,1594580401,5575,20200712 12:00:01,12:00:01,B2R3,_SW,_5.3,_2,1594580393,0.003840801,7.697769144,388.9778667,188.2835891,18.99093856,39.23366238,0.071012095,2.943141651,0.070073792,0.04387939,297.3818437,42.32688191,41.48809,8.023728597,34.61914859,2.791720995,8.0640949,5.232007602,-169.3793435,15.06789408,1.27339141,144.3437857,37,7,1,0,50815.35344,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-612-20200712-11_59_59,1401.9628,1675.89,0.163451778,0.5,1517.382561,7.697769144,124.0094386,0.491816289,0.006065156,0.794270507,DARK-613-20200712-12_00_01,851.66,824.23,0.332343157,0.617587016,0.259879039,0.558078431,1799.997,1517.382561,0.842991717,0.195983433,6,0.5,0: Broadleaf,2,1594580393,388.9778667,400.0083333,27.67821333,23.19667333,385.0028333,27.56073,499.9837,100.6635667,0.199916167,41.58305333,41.48809,999.9,0,0,10011.255,0,473.5723033,1799.997,0.899998033,0.100002023,0,1410.707,4.99938,26140.49667,14365.54,52.1187,53.53513333,52.30166667,53.3936,54.15186667,1615.494667,179.5026667,0,133.3000002,0,1401.9628,-644.2053836,-11761.85383,25983.92,15,1594580205,11:56:45,1594580205,1594580200,28,0.224,-0.086,3.975,0.117,400,24,0.64,0.03,7.691730834,0.396943367,0.033513694,1,-11.02212,-0.986226474,0.074490704,1,4.471035333,1.249571346,0.091969711,0,2,3,2/3,100,100,3.975,0.1175,3.975095238,0,0,0,0.117485,0,0,0,-1,-1,-1,-1,3.3,3.4,2,448.766,489.599,40.306,40.2475,30.0009,39.8335,39.8802,21.0031,0,100,-999.9,400,34.8277,99.8619,99.3844
36,1594580496,5669.5,20200712 12:01:35,12:01:35,B2R3,_SW,_5.3,_3,1594580488,0.004604731,9.522937541,386.4658,189.731309,19.13733503,38.9810492,0.089513054,2.941321312,0.088026755,0.055148204,297.3815273,42.08949313,41.07039667,7.848249165,35.4423861,2.851780473,8.046242893,4.996468692,-203.0686433,74.64166833,6.298067414,175.2526198,5,1,1,0,50771.73505,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-614-20200712-12_01_33,808.6234615,1097.53,0.263233386,0.5,1517.385162,9.522937541,199.7132172,0.426229807,0.007267984,1.739788434,DARK-615-20200712-12_01_35,629.73,467.8,0.617585589,0.80321966,0.607333699,0.800560451,1800.000667,1517.385162,0.842991444,0.195982889,6,0.5,0: Broadleaf,2,1594580488,386.4658,400.0284333,28.27311333,22.90381333,382.4906667,28.15563333,500.0139,100.6654667,0.199989467,41.54110667,41.07039667,999.9,0,0,10000.70667,0,1986.318667,1800.000667,0.900007333,0.0999925,0,809.0258333,4.99938,15408.56,14365.61,52.2059,53.6103,52.437,53.375,54.28513333,1615.514,179.4866667,0,93.60000014,0,808.6234615,-145.8383591,-2607.076925,15401.30769,15,1594580205,11:56:45,1594580205,1594580200,28,0.224,-0.086,3.975,0.117,400,24,0.64,0.03,9.525799294,-0.367132111,0.032533806,1,-13.56266667,0.201108788,0.024462098,1,5.369306667,0.707801379,0.05129774,1,3,3,3/3,100,100,3.976,0.1175,3.975095238,0,0,0,0.117485,0,0,0,-1,-1,-1,-1,4.8,4.9,2,488.68,487.966,40.3914,40.3649,30.0004,39.9268,39.9701,20.9995,0,100,-999.9,400,34.8277,99.8356,99.3638
37,1594580682,5855.5,20200712 12:04:41,12:04:41,B3R1,_SE,_5.8,_1,1594580674,0.00657797,13.55641575,380.7421,203.0786607,20.477053,38.39141017,0.142588755,2.940008628,0.138855314,0.087111864,297.3753207,41.50996286,40.44050333,7.589909547,38.2475031,3.065549058,8.015030551,4.524360489,-290.0884609,162.7923874,13.69607351,183.7753208,54,11,1,0,50746.57655,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-616-20200712-12_04_39,1070.9824,1490.02,0.281229514,0.5,1517.349642,13.55641575,213.3617509,0.522409095,0.009926393,1.018093717,DARK-617-20200712-12_04_41,711.62,778.4,0.538331963,0.660884037,0.482658486,0.636005904,1799.958,1517.349642,0.842991693,0.195983386,6,0.5,0: Broadleaf,2,1594580674,380.7421,400.0143333,30.40220667,22.74897333,376.6719,30.31372667,500.0227667,100.6330667,0.200043633,41.46757333,40.44050333,999.9,0,0,9996.458333,0,1724.158,1799.958,0.899998967,0.10000108,0,1074.259333,4.99938,20035.68667,14365.22667,52.25,53.27893333,52.43286667,53.187,54.2164,1615.460667,179.4973333,0,185,0,1070.9824,-491.4038454,-8645.399987,19977.804,15,1594580554,12:02:33,1594580554,1594580550,29,0.095,-0.029,4.07,0.088,400,23,0.09,0.36,13.54730093,0.439042685,0.04826174,1,-19.27222,-1.155288988,0.093477785,0,7.653214333,2.010590523,0.146510039,0,1,3,1/3,100,100,4.07,0.0885,4.0702,0,0,0,0.088461905,0,0,0,-1,-1,-1,-1,2.1,2.2,2,427.772,486.173,40.407,40.4682,30.0005,40.0493,40.0789,20.9845,0,100,-999.9,400,34.8277,99.8146,99.3418
38,1594580811,5984.5,20200712 12:06:50,12:06:50,B3R1,_SE,_5.8,_2,1594580803,0.004675584,9.093081503,386.9366333,187.6170153,18.91700447,39.01395622,0.084925896,2.937841517,0.083585239,0.052359464,297.377675,42.38507762,41.66364667,8.098490754,33.76546809,2.762156813,8.180419136,5.336333941,-206.1932525,30.21667348,2.563682022,123.964778,50,10,1,0,50624.18479,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-618-20200712-12_06_48,1004.891038,1280.96,0.215517238,0.5,1517.362221,9.093081503,163.5088576,0.456493567,0.006984802,1.347458156,DARK-619-20200712-12_06_50,696.21,584.75,0.472114513,0.746948013,0.41884061,0.723655968,1799.973,1517.362221,0.842991656,0.195983313,6,0.5,0: Broadleaf,2,1594580803,386.9366333,400.0187333,27.39480333,21.93805,382.8664333,27.30633333,500.0223,100.6277333,0.2000324,41.85442667,41.66364667,999.9,0,0,9984.666667,0,1929.357333,1799.973,0.9000006,0.09999956,0,1004.642167,4.99938,19013.44667,14365.37,52.437,53.88946667,52.687,53.62913333,54.50413333,1615.476667,179.4966667,0,127.9000001,0,1004.891038,-495.2517948,-8820.998289,19017.86154,15,1594580554,12:02:33,1594580554,1594580550,29,0.095,-0.029,4.07,0.088,400,23,0.09,0.36,9.095971998,0.008434881,0.034216643,1,-13.08212,-0.230031591,0.048486991,1,5.456755,0.56163871,0.041810341,1,3,3,3/3,100,100,4.071,0.0884,4.0702,0,0,0,0.088461905,0,0,0,-1,-1,-1,-1,4.3,4.3,2,433.296,485.446,40.6855,40.6109,30.0006,40.1744,40.2131,20.9664,0,100,-999.9,400,34.8277,99.7999,99.3298
39,1594580902,6075.5,20200712 12:08:21,12:08:21,B3R1,_SE,_5.8,_3,1594580894,0.003436735,6.372946304,390.7753667,191.7358661,19.33184178,39.40007529,0.059848862,2.943554322,0.059180973,0.037047494,297.3776006,42.91174622,41.71604333,8.120920838,31.14796414,2.576433648,8.271595653,5.544487191,-151.560021,55.346265,4.69251824,205.8563628,6,1,1,0,50748.27791,RECT-455-20200712-07_58_56,621.8334615,3007,2385.166538,0.793204702,-1.505393286,RECT-620-20200712-12_08_19,1005.21476,1207.39,0.167448165,0.5,1517.361678,6.372946304,127.0397143,0.383596021,0.00519213,1.490496029,DARK-621-20200712-12_08_21,744.24,463.15,0.436522163,0.795316339,0.345270229,0.754500774,1799.972333,1517.361678,0.842991667,0.195983334,6,0.5,0: Broadleaf,2,1594580894,390.7753667,400.0342667,25.55342333,21.53482333,386.7052333,25.46497667,500.0121667,100.6254333,0.199947833,42.06480667,41.71604333,999.9,0,0,10017.39933,0,1980.899,1799.972333,0.9000002,0.09999972,0,1008.786,4.99938,19250.98333,14365.35333,52.62913333,54.2332,52.875,53.92046667,54.687,1615.476333,179.4973333,0,90.0999999,0,1005.21476,-425.8224622,-7686.776935,19186.456,15,1594580554,12:02:33,1594580554,1594580550,29,0.095,-0.029,4.07,0.088,400,23,0.09,0.36,6.360791486,0.54982443,0.05355501,0,-9.258944667,-1.482667675,0.115330337,0,4.018607333,2.205991368,0.161672655,0,0,3,0/3,100,100,4.07,0.0884,4.0702,0,0,0,0.088461905,0,0,0,-1,-1,-1,-1,5.8,5.9,2,487.109,484.346,40.8421,40.7027,30.0005,40.2502,40.293,20.9556,0,100,-999.9,400,34.8277,99.7842,99.3176
