SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1597342311,1866.4,20200813 11:11:50,11:11:50,B3R2,_SE,_5.7,_1,1597342303,0.008399231,14.43759799,378.8647419,268.1698675,27.115056,38.30758017,0.258270433,2.9449295,0.246314462,0.154974606,280.8572443,39.27821623,38.64486129,6.893483292,49.42398267,3.62495666,7.334408244,3.268526633,-370.4060807,183.236625,15.13701544,108.8248041,0,0,1,0,51160.18402,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2623-20200813-11_11_57,920.2082,1163.55,0.209137381,0.5,1433.070959,14.43759799,149.8543538,0.997034936,0.010347932,2.175600533,DARK-2624-20200813-11_11_59,3.45,1160.1,0.209759331,0.685739208,0.480308561,0.833236671,1699.982903,1433.070959,0.842991395,0.19598279,6,0.5,0: Broadleaf,2,1597342303,378.8647419,400.0080968,35.85108387,26.13352258,377.3308065,35.37058387,500.0087419,100.9115161,0.199978097,39.79898387,38.64486129,999.9,0,0,9996.813226,0,1686.169677,1699.982903,0.899992903,0.100007065,0,924.0103871,4.99975,16160.32581,14796.80645,50.562,51.921,51.10874194,51.27,52.312,1525.472258,169.5106452,0,167,0,920.2082,-330.503538,-5505.730761,16096.628,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,14.43383401,1.344987831,0.098651353,0,-21.15088667,-1.854097442,0.136143331,0,9.721183333,0.737572058,0.053526312,1,1,3,1/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,90.1,89.9,2,529.19,400.703,38.8688,38.8597,30.0001,38.6767,38.6284,21.0043,0,100,-999.9,400,27.4871,100.214,99.6365
17,1597342430,1986,20200813 11:13:50,11:13:50,B3R2,_SE,_5.7,_2,1597342422,0.009791695,18.47242054,373.4712333,261.7649244,26.46743051,37.76221714,0.325306282,2.945515657,0.30658349,0.193206993,280.8566322,38.8675282,38.52361333,6.848524814,51.81048517,3.789089494,7.313364238,3.05943532,-431.8137664,194.000064,16.00952773,59.05245749,0,0,1,0,51185.32311,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2625-20200813-11_13_56,899.69984,1241.78,0.275475656,0.5,1433.068693,18.47242054,197.3877691,0.997479425,0.013163461,1.975543172,DARK-2626-20200813-11_13_58,3.13,1238.65,0.276171768,0.664489794,0.584885984,0.807486655,1699.980333,1433.068693,0.842991336,0.195982672,6,0.5,0: Broadleaf,2,1597342422,373.4712333,400.0239667,37.47438667,26.16573,371.9372667,36.99388667,500.0465333,100.9114667,0.1999812,39.74528667,38.52361333,999.9,0,0,10000.14967,0,1675.88,1699.980333,0.899994967,0.100004907,0,903.7690333,4.99975,16073.35667,14796.79667,50.50413333,51.875,51.03306667,51.11653333,52.24153333,1525.472667,169.507,0,119,0,899.69984,-300.1327688,-5485.199992,16000.632,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,18.47666646,-0.082334585,0.020024596,1,-26.55367,-0.134349277,0.023726893,1,11.30379667,0.585549277,0.042624864,1,3,3,3/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,92.1,91.9,2,530.192,398.118,38.8865,38.8935,30.0003,38.7177,38.6729,21.0036,0,100,-999.9,400,31.2833,100.213,99.6293
18,1597342519,2074.5,20200813 11:15:18,11:15:18,B3R2,_SE,_5.7,_3,1597342511,0.009636955,16.55768834,375.7589,280.1035141,28.32176541,37.99365193,0.348286805,2.945688535,0.326919727,0.206135248,280.8588332,38.98604412,37.81204333,6.589767866,51.22059122,3.761761384,7.344236556,2.828006482,-424.9897277,319.5173812,26.28615485,201.6726416,0,0,1,0,51177.27044,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2627-20200813-11_15_25,925.8769615,1218.71,0.240281148,0.5,1433.082701,16.55768834,172.1713786,0.997234781,0.011827239,2.031869764,DARK-2628-20200813-11_15_27,3.37,1215.34,0.240947421,0.670782317,0.521244064,0.815080326,1699.997333,1433.082701,0.842991146,0.195982293,6,0.5,0: Broadleaf,2,1597342511,375.7589,399.9724667,37.20398667,26.07037,374.2249667,36.72348667,500.022,100.9117667,0.2000152,39.82401667,37.81204333,999.9,0,0,10001.10267,0,1754.780667,1699.997333,0.9000004,0.099999347,0,926.3613667,4.99975,16260.06333,14796.97667,50.562,51.93286667,51.062,51.187,52.2624,1525.499333,169.498,0,87.5,0,925.8769615,-368.2781881,-6321.589744,16252.11154,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,16.55189679,0.421943439,0.043237634,1,-24.21365333,-0.786025362,0.066034994,1,11.13361667,0.822276307,0.059970254,1,3,3,3/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,93.5,93.4,2,530.531,397.833,38.9435,38.9773,30.0005,38.8006,38.7625,21.012,0,100,-999.9,400,33.2272,100.209,99.6218
19,1597342660,2215.5,20200813 11:17:39,11:17:39,B1R3,_SE,_5.6,_1,1597342652,0.008310488,17.56248555,375.1921,251.5131063,25.42377647,37.92565813,0.272323751,2.945684183,0.259070356,0.163055973,280.8598383,39.21507958,38.11290667,6.698120189,49.59871172,3.621068549,7.300731053,3.07705164,-366.4925223,254.1050657,20.92384093,189.3962226,6,1,1,0,51194.72913,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2629-20200813-11_17_46,655.9828846,1063.79,0.383353026,0.5,1433.092801,17.56248555,274.6902308,2.002359488,0.012528294,2.473401705,DARK-2630-20200813-11_17_48,-1066.3,2130.09,0.19145065,0.552621464,1.002287465,0.866073454,1700.01,1433.092801,0.842990806,0.195981613,6,0.5,0: Broadleaf,2,1597342652,375.1921,400.008,35.82261667,26.20755333,373.6581333,35.34211667,500.0144667,100.8833333,0.1999734,39.71298667,38.11290667,999.9,0,0,10003.89667,0,1461.255333,1700.01,0.900011,0.0999893,0,656.0517333,4.99975,11430.46667,14797.12,50.75,52.0124,51.2374,51.3372,52.40393333,1525.53,169.48,0,139.8999999,0,655.9828846,-43.88276924,-595.3094012,11429.66154,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,17.56659415,-0.311599481,0.032212928,1,-24.81597667,-0.023297887,0.026024907,1,9.615073333,0.798551279,0.058232858,1,3,3,3/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,95.9,95.7,2,479.18,398.017,38.9926,39.0836,29.9999,38.9198,38.8704,21.0191,0,100,-999.9,400,33.0909,100.188,99.6005
20,1597342774,2329.5,20200813 11:19:33,11:19:33,B1R3,_SE,_5.6,_2,1597342766,0.010006505,16.29846258,375.9334194,283.0466107,28.61164395,38.00106673,0.356913049,2.944738532,0.334504218,0.21096113,280.8567786,38.73826894,37.96793226,6.645717964,51.86000377,3.777736007,7.284488492,2.867981957,-441.2868764,270.4349433,22.25568651,132.2605319,0,0,1,0,51175.17477,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2631-20200813-11_19_40,968.0552,1243.39,0.221438808,0.5,1433.070955,16.29846258,158.6687623,0.489412011,0.011646447,1.971690298,DARK-2632-20200813-11_19_42,634.86,608.53,0.452458876,0.801141135,0.46947294,0.806956711,1699.983226,1433.070955,0.842991233,0.195982465,6,0.5,0: Broadleaf,2,1597342766,375.9334194,400.0049677,37.37203548,25.81334194,374.3994516,36.89154194,500.0154194,100.8845806,0.199985871,39.6713871,37.96793226,999.9,0,0,9998.396774,0,1049.075,1699.983226,0.899998097,0.100001977,0,971.4390323,4.99975,17059.30968,14796.82903,50.641,51.937,51.181,51.25,52.34858065,1525.482903,169.5016129,0,112.9000001,0,968.0552,-354.2187687,-6086.892299,17001.712,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,16.29552917,0.594952294,0.050591973,0,-24.07890333,-0.904960178,0.07138451,1,11.56217333,0.689005562,0.050052485,1,2,3,2/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,97.8,97.6,2,531.236,397.821,38.9269,39.0202,29.9999,38.8814,38.8368,21.0276,0,100,-999.9,400,31.7145,100.205,99.6184
21,1597342852,2408,20200813 11:20:52,11:20:52,B1R3,_SE,_5.6,_3,1597342844,0.008747077,16.61408655,376.1130323,262.7873711,26.56376298,38.01924499,0.286657252,2.945909027,0.272013337,0.17126167,280.8563289,38.88654377,38.0808871,6.686515701,49.90442739,3.601370972,7.216536007,3.085144729,-385.7460856,224.8233268,18.48913176,138.4227018,0,0,1,0,51236.50596,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2633-20200813-11_20_58,906.3168846,1205.14,0.24795718,0.5,1433.068036,16.61408655,177.6697542,0.997834277,0.011866715,2.066008928,DARK-2634-20200813-11_21_00,2.61,1202.53,0.248495352,0.674319405,0.545072465,0.819546997,1699.979677,1433.068036,0.842991275,0.195982551,6,0.5,0: Broadleaf,2,1597342844,376.1130323,399.9967419,35.6272871,25.50520645,374.5790645,35.1467871,500.0222258,100.8846452,0.19998029,39.49647419,38.0808871,999.9,0,0,10005.04516,0,1611.16,1699.979677,0.899996548,0.10000341,0,908.9530323,4.99975,15958.39677,14796.79032,50.625,51.893,51.149,51.165,52.294,1525.476129,169.5035484,0,77.60000014,0,906.3168846,-365.1090259,-6144.78291,15914.38846,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,16.61477757,-0.194440685,0.048761619,1,-23.88247,-0.310331479,0.056673975,1,10.11739367,1.406042002,0.10272366,0,2,3,2/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,99.1,98.9,2,527.061,396.515,38.8088,38.9668,29.9997,38.8407,38.7994,21.0244,0,100,-999.9,400,35.4402,100.218,99.6273
22,1597342955,2510.5,20200813 11:22:34,11:22:34,B1R3,_SE,_5.10,_1,1597342947,0.009116961,17.24767242,375.1920667,264.9324641,26.78007518,37.92540784,0.307089447,2.944707545,0.290342603,0.182892619,280.8586006,38.85138857,37.87936333,6.613879339,49.72791595,3.600177809,7.239752038,3.013701531,-402.0579633,266.2370204,21.88899188,166.9266495,0,0,1,0,51193.09816,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2635-20200813-11_22_41,729.7554231,1043.55,0.30069913,0.5,1433.081067,17.24767242,215.4631149,0.998897992,0.012308721,2.540769489,DARK-2636-20200813-11_22_43,1.15,1042.4,0.301030868,0.717798918,0.811601228,0.872735608,1699.995333,1433.081067,0.842991177,0.195982354,6,0.5,0: Broadleaf,2,1597342947,375.1920667,399.9932333,35.61618,25.06581,373.6581333,35.13568,500.0156,100.8826667,0.199981967,39.55639333,37.87936333,999.9,0,0,9998.410333,0,1537.014,1699.995333,0.899999933,0.100000063,0,729.7468667,4.99975,12743.82333,14796.94667,50.5725,51.89153333,51.0809,51.125,52.25,1525.497,169.4996667,0,101.5,0,729.7554231,-81.12188023,-1306.242733,12744.14615,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,17.25162009,-0.507092025,0.052732974,0,-24.80119667,0.335340601,0.049967793,1,10.55037667,0.870361735,0.062998295,1,2,3,2/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,100.8,100.6,2,529.928,397.195,38.7292,38.8871,29.9998,38.7774,38.7402,21.0294,0,100,-999.9,400,35.6471,100.227,99.6454
23,1597343059,2614.5,20200813 11:24:18,11:24:18,B1R3,_SE,_5.10,_2,1597343051,0.008705239,16.87951746,375.8199,253.0675676,25.58073337,37.98886103,0.26666931,2.945217981,0.253944855,0.159808168,280.8587996,38.9694814,38.38537667,6.797577464,48.43801526,3.509118277,7.244554218,3.288459187,-383.9010537,187.9017313,15.48439139,100.3438685,0,0,1,0,51205.32013,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2637-20200813-11_24_25,850.43188,1223.33,0.304822182,0.5,1433.080921,16.87951746,218.4174267,0.998700269,0.012051825,2.020419674,DARK-2638-20200813-11_24_27,1.59,1221.74,0.305218885,0.669208151,0.658346263,0.813559617,1699.995,1433.080921,0.842991256,0.195982513,6,0.5,0: Broadleaf,2,1597343051,375.8199,400.0002667,34.71534667,24.63211333,374.286,34.23484667,500.0202,100.8826333,0.199989033,39.56876667,38.38537667,999.9,0,0,10001.31533,0,1673.536333,1699.995,0.899997033,0.10000273,0,852.8973667,4.99975,14878.72333,14796.92333,50.51026667,51.92046667,51.05786667,51.1124,52.2311,1525.491,169.504,0,103.3000002,0,850.43188,-210.8387689,-3503.723071,14837.344,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,16.88264039,-0.476233924,0.04628459,1,-24.18039667,0.436759956,0.047466911,1,10.08323333,0.482317241,0.035107771,1,3,3,3/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,102.5,102.4,2,516.63,396.745,38.6965,38.8446,30.0003,38.7384,38.7064,21.0299,0,100,-999.9,400,35.343,100.235,99.6568
24,1597343146,2702,20200813 11:25:46,11:25:46,B1R3,_SE,_5.10,_3,1597343138,0.006437313,11.57922055,383.1255667,255.6261229,25.83790957,38.72516484,0.175960069,2.945491436,0.170322006,0.106942763,280.8529434,39.7135199,38.50792,6.842724393,43.9602842,3.212544628,7.307834075,3.630179765,-283.8854919,194.2461926,16.02767349,207.2413176,0,0,1,0,51186.2443,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2639-20200813-11_25_52,918.88584,1236.92,0.257117809,0.5,1433.053391,11.57922055,184.2317738,0.99878731,0.008353452,1.987234421,DARK-2640-20200813-11_25_54,1.5,1235.42,0.257429991,0.665512377,0.548328708,0.809086362,1699.962667,1433.053391,0.842991096,0.195982191,6,0.5,0: Broadleaf,2,1597343138,383.1255667,399.9791667,31.78315667,24.30435333,381.5916,31.30265667,500.0303667,100.8769667,0.1999862,39.73115333,38.50792,999.9,0,0,10003.432,0,1644.573,1699.962667,0.900002267,0.099997507,0,924.8342333,4.99975,16624.07,14796.66667,50.6187,52.062,51.1208,51.2353,52.29133333,1525.471,169.4916667,0,86.9000001,0,918.88584,-442.0022301,-7679.453834,16519.8,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,11.57724206,-0.18149306,0.029240455,1,-16.84898667,-0.153941713,0.034398883,1,7.47092,0.952263404,0.069221194,1,3,3,3/3,100,100,1.533,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,104,103.8,2,518.913,396.683,38.714,38.8713,30.0003,38.7475,38.7175,21.029,0,100,-999.9,400,35.343,100.234,99.6469
25,1597343321,2877,20200813 11:28:41,11:28:41,B3R3,_SE,_5.3,_1,1597343313,0.009265886,16.31096588,376.2626333,262.5996615,26.53713609,38.0234028,0.283657784,2.944131146,0.269302291,0.169543153,280.8578569,39.26408644,38.41351667,6.80792177,47.3050788,3.508381328,7.416500335,3.299540442,-408.6255931,252.9536745,20.89968656,146.0856248,0,0,1,0,51102.74233,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2641-20200813-11_28_47,879.7992308,1158.97,0.24087834,0.5,1433.077651,16.31096588,172.5986825,0.997264813,0.011655118,2.188149823,DARK-2642-20200813-11_28_49,3.17,1155.8,0.241538994,0.686927786,0.556054597,0.834744213,1699.991333,1433.077651,0.842991151,0.195982302,6,0.5,0: Broadleaf,2,1597343313,376.2626333,400.0179333,34.71737667,23.98503667,374.7286667,34.23687667,500.0325667,100.8555,0.199984733,40.00718667,38.41351667,999.9,0,0,9997.826667,0,1849.725,1699.991333,0.9000009,0.09999912,0,879.6861,4.99975,15486.42333,14796.90333,50.9706,52.3204,51.437,51.687,52.6746,1525.493667,169.4976667,0,173.9000001,0,879.7992308,-408.1807174,-6727.165803,15491.42308,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,16.31663876,-0.400846794,0.045245199,1,-23.7565,0.253107898,0.045451857,1,10.72636667,0.703731257,0.05092731,1,3,3,3/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,106.9,106.8,2,524.314,395.161,38.9654,38.9841,30,38.8297,38.7901,21.0335,0,100,-999.9,400,35.343,100.218,99.6336
26,1597343451,3007,20200813 11:30:51,11:30:51,B3R3,_SE,_5.3,_2,1597343443,0.009161263,17.23879727,375.1986452,251.3404208,25.39949996,37.91613757,0.271102812,2.944601013,0.257960331,0.1623529,280.8562014,39.47600836,38.59459032,6.874811956,46.32222007,3.469566003,7.490068476,3.405245953,-404.0117057,253.6005181,20.98664454,151.4316583,0,0,1,0,51085.67512,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2643-20200813-11_30_57,771.3271923,1147.37,0.32774328,0.5,1433.067968,17.23879727,234.8391986,0.995938538,0.012302641,2.220382266,DARK-2644-20200813-11_30_59,4.66,1142.71,0.329079826,0.690348507,0.766720156,0.838562444,1699.979677,1433.067968,0.842991235,0.195982471,6,0.5,0: Broadleaf,2,1597343443,375.1986452,400.0088065,34.33304516,23.71746129,373.6647097,33.85254516,500.023129,100.8561613,0.200007387,40.19208065,38.59459032,999.9,0,0,10000.43226,0,1418.498387,1699.979677,0.899998161,0.100001839,0,771.8445484,4.99975,13669.36452,14796.79677,51.125,52.5,51.625,51.83435484,52.85874194,1525.478387,169.5012903,0,129,0,771.3271923,-69.45001715,-1189.008548,13657.99615,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,17.24687332,-0.271985622,0.034545357,1,-24.81285333,0.091322803,0.034776714,1,10.61308,0.658630478,0.047849315,1,3,3,3/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,109.1,108.9,2,530.594,393.546,39.1862,39.0506,30.0006,38.8956,38.8574,21.0398,0,100,-999.9,400,35.343,100.201,99.6147
27,1597343532,3087.5,20200813 11:32:11,11:32:11,B3R3,_SE,_5.3,_3,1597343524,0.009992514,16.43701879,375.7874667,257.6677444,26.0383131,37.97476374,0.277375976,2.944614422,0.263634857,0.165949627,280.8586999,39.33443419,39.39099667,7.175824898,47.2003072,3.548843861,7.518688059,3.626981038,-440.6698644,138.5231793,11.5111832,-9.776801907,0,0,1,0,51074.34001,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2645-20200813-11_32_18,665.8079615,941.14,0.292551627,0.5,1433.085651,16.43701879,209.6257696,3.459272797,0.011743012,2.92605776,DARK-2646-20200813-11_32_19,-2314.52,3255.66,0.084570268,0.458246873,0.968706772,0.90644466,1700.001333,1433.085651,0.842990898,0.195981796,6,0.5,0: Broadleaf,2,1597343524,375.7874667,400.0168,35.11835,23.54899333,374.2535333,34.63785,500.024,100.8538333,0.199999233,40.26358333,39.39099667,999.9,0,0,10000.73933,0,1668.767,1700.001333,0.900009733,0.099990007,0,666.3255667,4.99975,11851.75667,14797.04333,51.25,52.51653333,51.75,51.8246,52.90393333,1525.517,169.4843333,0,79.80000019,0,665.8079615,-83.61329916,-1386.324786,11842.99231,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,16.4459815,-0.79434435,0.069082061,0,-24.22935333,0.55992881,0.059289548,1,11.56935,0.942585984,0.068185354,1,2,3,2/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,110.4,110.3,2,525.198,393.84,39.2712,39.1326,30.0006,38.9571,38.9141,21.0381,0,100,-999.9,400,35.343,100.185,99.6044
28,1597343815,3371,20200813 11:36:55,11:36:55,B1R4,_NW,_5.14,_1,1597343807,0.007059454,12.24531597,382.0655484,250.2371445,25.28793149,38.60996508,0.180830757,2.944472995,0.174879938,0.109818305,280.8632912,40.26860234,39.00618065,7.028981317,41.55913546,3.155169526,7.591999908,3.87381179,-311.3219189,228.5087011,18.97144197,217.0215153,0,0,1,0,51040.7751,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2647-20200813-11_37_01,991.1268462,1241.54,0.201695599,0.5,1433.104624,12.24531597,144.5254477,0.998493806,0.008817946,1.976118369,DARK-2648-20200813-11_37_03,1.87,1239.67,0.20199985,0.664328071,0.428330219,0.807565653,1700.023226,1433.104624,0.842991203,0.195982405,6,0.5,0: Broadleaf,2,1597343807,382.0655484,399.9957742,31.22203226,23.01552903,380.5316129,30.74153548,500.0212581,100.855871,0.199995613,40.44567419,39.00618065,999.9,0,0,9999.733226,0,1698.580645,1700.023226,0.89999929,0.10000071,0,994.4377742,4.99975,17462.63548,14797.17742,51.5,52.534,52,51.96951613,53.143,1525.520323,169.503871,0,282.7,0,991.1268462,-431.8120344,-7412.358979,17406.12692,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,12.24842321,-0.176638031,0.03293131,1,-17.93096333,-0.030751502,0.036019212,1,8.203808333,0.700971123,0.050741422,1,3,3,3/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,115.1,115,2,523.051,392.602,39.4304,39.3768,30.0002,39.1778,39.1292,21.0397,0,100,-999.9,400,35.343,100.152,99.5628
29,1597343946,3501.4,20200813 11:39:05,11:39:05,B1R4,_NW,_5.14,_2,1597343938,0.007096416,12.8045993,381.4284333,246.5502584,24.91534553,38.54557392,0.183606406,2.943577356,0.177473036,0.111454638,280.8534827,40.23854317,38.82973333,6.962526178,41.1851013,3.12336578,7.583727323,3.839160398,-312.9519241,253.1917434,21.00726541,242.1005674,0,0,1,0,51019.18109,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2649-20200813-11_39_12,937.6595385,1172.62,0.200372211,0.5,1433.054181,12.8045993,143.572117,0.997552489,0.00920853,2.151037847,DARK-2650-20200813-11_39_13,2.87,1169.75,0.200863827,0.683174887,0.45560897,0.830251209,1699.963333,1433.054181,0.84299123,0.195982459,6,0.5,0: Broadleaf,2,1597343938,381.4284333,400.0419667,30.90732333,22.65487333,379.8944667,30.42682333,500.0031,100.8558333,0.200015033,40.42520333,38.82973333,999.9,0,0,9994.646,0,1766.092333,1699.963333,0.8999979,0.100002183,0,937.5040333,4.99975,16489.91667,14796.65333,51.5704,52.77686667,52.0704,52.0538,53.2458,1525.464,169.4993333,0,129.5,0,937.6595385,-463.957196,-7858.892297,16492.26923,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,12.81065994,-0.590657955,0.066856377,0,-18.6143,0.456232258,0.069827594,1,8.24392,0.637488871,0.047777148,1,2,3,2/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,117.3,117.2,2,515.062,390.444,39.5224,39.4189,30.0002,39.2374,39.1912,21.0228,0,100,-999.9,400,35.343,100.16,99.5643
30,1597344036,3591.9,20200813 11:40:36,11:40:36,B1R4,_NW,_5.14,_3,1597344028,0.007907858,14.08022698,379.4999,244.1656457,24.67411975,38.35030088,0.201985047,2.944621662,0.194591475,0.122261407,280.8549415,40.08777798,39.15705667,7.086241151,41.91377079,3.188318873,7.606852864,3.897922278,-348.7365464,210.3956663,17.48247058,159.996532,0,0,1,0,51038.91457,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2651-20200813-11_40_42,847.5856154,1119.11,0.242625287,0.5,1433.061753,14.08022698,173.8485093,0.998766877,0.010098623,2.301704033,DARK-2652-20200813-11_40_44,1.38,1117.73,0.242924843,0.697386553,0.587465382,0.847864444,1699.972333,1433.061753,0.842991221,0.195982442,6,0.5,0: Broadleaf,2,1597344028,379.4999,399.9965,31.55038333,22.36075667,377.9659667,31.06988333,500.0222,100.8548333,0.200004567,40.48238,39.15705667,999.9,0,0,10000.68133,0,1681.232667,1699.972333,0.8999985,0.1000014,0,847.5093,4.99975,15046.49,14796.72667,51.625,52.91426667,52.125,52.156,53.25826667,1525.472,169.4996667,0,89.4000001,0,847.5856154,-353.8544953,-6121.070077,15048.21923,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,14.08527513,-0.236293931,0.031805588,1,-20.49743226,-0.005666129,0.030707805,1,9.186522903,0.639879194,0.048062613,1,3,3,3/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,118.8,118.7,2,524.54,390.499,39.5111,39.4367,30.0003,39.2717,39.2343,21.0206,0,100,-999.9,400,35.343,100.153,99.5629
31,1597344199,3754.4,20200813 11:43:18,11:43:18,B2R3,_NW,_5.14,_1,1597344191,0.009287272,14.3508703,378.557129,257.8949425,26.07147859,38.26963022,0.238291678,2.944828908,0.228074235,0.143427884,280.8585504,39.70767834,39.48806452,7.213282798,43.58802155,3.310995965,7.596114362,3.902286833,-409.5687077,153.6469314,12.78475305,37.72152715,0,0,1,0,51049.80035,RECT-2506-20200813-06_02_23,656.9136,3694.97,3038.0564,0.822214091,-0.391722806,RECT-2653-20200813-11_43_25,772.4179615,1540.81,0.498693569,0.5,1433.081885,14.3508703,357.33436,0.998747412,0.010287335,1.398069846,DARK-2654-20200813-11_43_26,1.93,1538.88,0.49931901,0.583302645,0.869323643,0.709058594,1699.996452,1433.081885,0.842991103,0.195982207,6,0.5,0: Broadleaf,2,1597344191,378.557129,399.9956452,32.75184839,21.97285806,377.0231935,32.27135161,500.0336774,100.8933871,0.20002071,40.45584839,39.48806452,999.9,0,0,9998.037742,0,1951.437742,1699.996452,0.900001935,0.0999984,0,773.3369032,4.99975,13748.64839,14796.95806,51.75,53.062,52.25,52.34045161,53.379,1525.500968,169.4954839,0,161.5,0,772.4179615,-244.4626663,-4287.699139,13733.72308,15,1597336916,09:41:56,1597336907,1597336916,11,0,0.055,1.534,0.481,400,33,0.33,0.11,14.35877984,-0.476701292,0.068067807,1,-21.44087419,0.40188871,0.074271303,1,10.77481935,0.522464516,0.039687541,1,3,3,3/3,100,100,1.534,0.4805,1.53395,0,0,0,0.4805,0,0,0,-1,-1,-1,-1,121.5,121.4,2,528.617,390.029,39.5899,39.5879,30.0005,39.4178,39.381,21.0136,0,100,-999.9,400,35.343,100.121,99.5263
