Sample,Rep,Date,mAU,short_name_antho,Extract_ini_vol,Extract_final_vol,Skin_weight_aft,Berry_weight,Berry_numb
B2R1,2,8/27/20,211.9,C3G,55,51.5,6.93,60.94,60
B2R1,3,8/27/20,204.6,C3G,56,55,6.72,60.7,60
B2R2,1,8/27/20,323.3,C3G,56,58,6.32,60.94,60
B2R2,2,8/27/20,298.4,C3G,55,58,6.63,60.87,60
B2R2,3,8/27/20,343,C3G,55,52,6.45,60.69,60
B2R3,1,8/27/20,208.7,C3G,54,53,6.31,60.2,60
B2R3,2,8/27/20,208.2,C3G,53,53,5.74,60.29,60
B2R3,3,8/27/20,197.9,C3G,55,55,5.49,60.41,60
B3R1,1,8/27/20,222.5,C3G,55,55,6.72,62.49,60
B3R1,2,8/27/20,227.9,C3G,56,53,7.27,62.23,60
B3R1,3,8/27/20,247.4,C3G,56,53,5.87,62.15,60
B3R2,1,8/27/20,269.5,C3G,57,54,7.12,63.63,60
B3R2,2,8/27/20,254.5,C3G,58,57,7.3,63.66,60
B3R2,3,8/27/20,271.6,C3G,58,54,6.47,63.73,60
B3R3,1,8/27/20,277.6,C3G,52,53,6.05,57.28,60
B3R3,2,8/27/20,294.4,C3G,52,53,5.61,57.38,60
B3R3,3,8/27/20,274,C3G,52,54.5,5.62,57.26,60
B1R1,1,9/4/20,137.8,C3G,53,51,5.64,57.61,60
B1R1,2,9/4/20,130.8,C3G,52,56,5.75,57.86,60
B1R1,3,9/4/20,151.7,C3G,54,52,8.23,58.9,60
B1R3,1,9/4/20,154.2,C3G,53,51.5,6.12,58.25,60
B1R3,2,9/4/20,152.1,C3G,53,56,9.41,58.25,60
B1R3,3,9/4/20,154.8,C3G,52,51,6.37,58.14,60
B1R4,1,9/4/20,155.7,C3G,54,55.5,8.5,59.21,60
B1R4,2,9/4/20,194.7,C3G,54,54,6.01,58.81,60
B1R4,3,9/4/20,155.9,C3G,53,52,6.62,59.02,59
B2R1,1,9/4/20,168.5,C3G,55,55,9.05,59.84,60
B2R1,2,9/4/20,183.7,C3G,54,51.5,6.37,59.88,60
B2R1,3,9/4/20,181.6,C3G,54,52.5,7.07,60.06,60
B2R2,1,9/4/20,250.9,C3G,56,54.5,6.08,61.18,60
B2R2,2,9/4/20,229.7,C3G,55,56,6.14,61.2,60
B2R2,3,9/4/20,254,C3G,56,56,8.32,61.35,60
B2R3,1,9/4/20,151.6,C3G,54,51.5,7.05,60.32,60
B2R3,2,9/4/20,157.7,C3G,55,53,5.74,60.5,60
B2R3,3,9/4/20,164.4,C3G,55,51.5,6.15,60.44,60
B3R1,1,9/4/20,205.1,C3G,58,52,8.82,64.39,60
B3R1,2,9/4/20,173.9,C3G,58,55,7.4,64.36,60
B3R1,3,9/4/20,180.7,C3G,58,52,6.62,64.11,60
B3R2,1,9/4/20,256.5,C3G,56,51.5,8.41,61.37,60
B3R2,2,9/4/20,243.7,C3G,56,52,6.48,61.55,60
B3R2,3,9/4/20,253.8,C3G,56,52.5,8.34,61.24,60
B3R3,1,9/4/20,223.1,C3G,50,53,6.05,55.2,60
B3R3,2,9/4/20,22.5,C3G,50,51,6.26,55.34,60
B3R3,3,9/4/20,212.9,C3G,50,50.5,6.52,55.28,60
B1R1,1,9/8/20,88.6,C3G,48,64.5,5.89,54.34,60
B1R1,2,9/8/20,119.6,C3G,49,54,5.75,54.5,60
B1R1,3,9/8/20,140.9,C3G,49,50,6.12,54.48,60
B1R3,1,9/8/20,134.4,C3G,54,48,6.83,58.5,60
B1R3,2,9/8/20,135.6,C3G,53,52,6.76,58.5,60
B1R3,3,9/8/20,133,C3G,52,54,7.11,58.38,60
B1R4,1,9/8/20,95.5,C3G,52,57,6.21,57.77,60
B1R4,2,9/8/20,116.4,C3G,52,58,7.45,58.03,60
B1R4,3,9/8/20,116.3,C3G,51,55,7.66,57.92,60
B2R1,1,9/8/20,161,C3G,50,52,5.52,55.48,60
B2R1,2,9/8/20,171.8,C3G,50,53,6.71,56.16,60
B2R1,3,9/8/20,183.1,C3G,50,53,5.96,56.15,60
B2R2,1,9/8/20,208.3,C3G,55,55,6.39,61.72,60
B2R2,2,9/8/20,211.5,C3G,55,54,6.7,61.49,60
B2R2,3,9/8/20,224.9,C3G,56,55.5,6.44,61.57,60
B2R3,1,9/8/20,148.8,C3G,54,54,6.97,60.13,60
B2R3,2,9/8/20,168,C3G,53,51,6.63,59.06,60
B2R3,3,9/8/20,166.6,C3G,53,52,6.73,59.12,60
B3R1,1,9/8/20,183.7,C3G,53,53,7.08,58.32,60
B3R1,2,9/8/20,181.3,C3G,52,51.5,6.79,58.32,60
B3R1,3,9/8/20,170.5,C3G,52,52,7.58,58.27,60
B3R2,1,9/8/20,212.3,C3G,54,54,7.91,60.74,60
B3R2,2,9/8/20,207.4,C3G,53,52.5,6.71,60.57,60
B3R2,3,9/8/20,194.7,C3G,54,52,7.79,60.63,60
B3R3,1,9/8/20,220.2,C3G,50,51.5,6.79,55.67,60
B3R3,2,9/8/20,201.1,C3G,51,51,5.85,55.85,60
B3R3,3,9/8/20,159.8,C3G,51,52,6.52,55.78,60
B1R1,1,9/12/20,103.6,C3G,51,47,6.32,56.63,60
B1R1,2,9/12/20,87.8,C3G,51,48.5,8.01,56.69,60
B1R1,3,9/12/20,96.8,C3G,51,47,7.61,56.5,60
B1R3,1,9/12/20,90.5,C3G,53,48,6.06,58.85,60
B1R3,2,9/12/20,95.3,C3G,53,51,8.01,58.83,60
B1R3,3,9/12/20,77.8,C3G,53,50,7.39,58.77,60
B1R4,1,9/12/20,81.7,C3G,54,49.5,5.95,59.62,60
B1R4,2,9/12/20,74.1,C3G,53,48,7.39,59.73,60
B1R4,3,9/12/20,72.4,C3G,54,52.5,7.8,59.5,60
B2R1,1,9/12/20,102.6,C3G,55,51,6.41,60.91,60
B2R1,2,9/12/20,133.9,C3G,55,48,7.05,60.99,60
B2R1,3,9/12/20,135.4,C3G,54,50,7.98,60.64,60
B2R2,1,9/12/20,167.6,C3G,56,50.5,6.9,62.53,60
B2R2,2,9/12/20,159.8,C3G,56,53,8.62,62.48,60
B2R2,3,9/12/20,177.6,C3G,56,52.5,6.53,62.52,60
B2R3,1,9/12/20,99.8,C3G,58,52,6.47,64.27,60
B2R3,2,9/12/20,125.7,C3G,58,49.5,9.14,64.42,60
B2R3,3,9/12/20,115.6,C3G,56,51.5,5.54,64.17,60
B3R1,1,9/12/20,92.4,C3G,55,50.5,5.11,61.64,60
B3R1,2,9/12/20,144.2,C3G,55,51,6.84,61.62,60
B3R1,3,9/12/20,168.1,C3G,54,53,6.49,61.45,60
B3R2,1,9/12/20,176.2,C3G,59,53,7.49,66.5,60
B3R2,2,9/12/20,170.7,C3G,59,53.5,12,66.45,60
B3R2,3,9/12/20,120.3,C3G,59,52,9.76,66.52,60
B3R3,1,9/12/20,160.8,C3G,52,50,6.09,57.3,60
B3R3,2,9/12/20,180.4,C3G,52,51.5,6.27,57.37,60
B3R3,3,9/12/20,183.3,C3G,52,51,5.96,57.29,60
B1R1,1,7/21/20,22,Pet3G,32,40,3.89,33.44,60
B1R1,2,7/21/20,14.1,Pet3G,32,41.5,3.55,33.22,60
B1R1,3,7/21/20,12.7,Pet3G,32,42.5,3.75,33.1,60
B1R3,1,7/21/20,10,Pet3G,30,44.5,3.38,31.44,59
B1R3,2,7/21/20,22.6,Pet3G,30,45.5,3.21,31.4,60
B1R3,3,7/21/20,45.4,Pet3G,30,41.5,3.33,31.56,60
B1R4,1,7/21/20,16.4,Pet3G,31,47,3.52,32.93,60
B1R4,2,7/21/20,5.4,Pet3G,31,42.5,2.91,32.86,60
B1R4,3,7/21/20,9.7,Pet3G,31,41,3.6,33.08,59
B2R1,1,7/21/20,13.5,Pet3G,33,45,3.71,34.67,60
B2R1,2,7/21/20,5.1,Pet3G,33,43,3.61,34.49,60
B2R1,3,7/21/20,14.6,Pet3G,33,43,3.79,34.33,60
B2R2,1,7/21/20,34.8,Pet3G,35,44,3.53,36.8,60
B2R2,2,7/21/20,12.7,Pet3G,35,43.5,3.9,36.76,60
B2R2,3,7/21/20,11.1,Pet3G,35,45,3.6,36.93,60
B2R3,1,7/21/20,7.9,Pet3G,32,43,3.96,33.21,60
B2R3,2,7/21/20,7.2,Pet3G,32,44,2.95,33.16,60
B2R3,3,7/21/20,12.2,Pet3G,32,43.5,3.1,33.27,60
B3R1,1,7/21/20,19.5,Pet3G,34,43,3.46,35.15,60
B3R1,2,7/21/20,52,Pet3G,33,47,3.55,34.98,60
B3R1,3,7/21/20,23.6,Pet3G,33,45,3.93,35.25,60
B3R2,1,7/21/20,19,Pet3G,35,46,3.49,37.22,60
B3R2,2,7/21/20,20.3,Pet3G,35,43,3.98,37.39,60
B3R2,3,7/21/20,27.3,Pet3G,37,45,3.89,37.1,59
B3R3,1,7/21/20,7.3,Pet3G,31,45,2.96,31.8,60
B3R3,2,7/21/20,7.4,Pet3G,30,48,3.69,31.89,60
B3R3,3,7/21/20,0,Pet3G,31,47,3.26,31.85,60
B1R1,1,8/3/20,752.2,Pet3G,46,48,4.85,49.65,60
B1R1,2,8/3/20,185.4,Pet3G,45,52,3.75,49.58,60
B1R1,3,8/3/20,435.6,Pet3G,45,52,4.25,49.49,59
B1R3,1,8/3/20,532.4,Pet3G,44,56,4.37,47.24,60
B1R3,2,8/3/20,609.6,Pet3G,44,53,3.99,47.25,60
B1R3,3,8/3/20,490.8,Pet3G,44,55,3.85,47.09,60
B1R4,1,8/3/20,489.8,Pet3G,46,53,3.53,48.77,60
B1R4,2,8/3/20,620.2,Pet3G,45,56,3.95,48.72,60
B1R4,3,8/3/20,513.3,Pet3G,46,54.5,4.31,48.79,60
B2R1,1,8/3/20,867.8,Pet3G,46,53,5.25,50.01,60
B2R1,2,8/3/20,810.3,Pet3G,46,52,3.85,49.96,60
B2R1,3,8/3/20,708.5,Pet3G,46,58,4.67,49.98,60
B2R2,1,8/3/20,918.9,Pet3G,49,54,4.65,53.73,60
B2R2,2,8/3/20,1013.6,Pet3G,49,55.5,3.76,53.77,60
B2R2,3,8/3/20,990.8,Pet3G,50,51,3.95,53.59,60
B2R3,1,8/3/20,684,Pet3G,46,56,4.01,50.3,60
B2R3,2,8/3/20,573.5,Pet3G,46,58,4.42,50.38,60
B2R3,3,8/3/20,704.4,Pet3G,46,54.5,3.43,50.37,60
B3R1,1,8/3/20,1116.2,Pet3G,51,54,4.15,54.99,60
B3R1,2,8/3/20,1070.4,Pet3G,52,56.5,3.94,54.87,60
B3R1,3,8/3/20,850.6,Pet3G,49,55,4.29,54.86,60
B3R2,1,8/3/20,824.2,Pet3G,48,55,4.91,51.74,60
B3R2,2,8/3/20,797.7,Pet3G,48,53,3.76,51.64,60
B3R2,3,8/3/20,840.4,Pet3G,48,57.5,3.89,51.75,60
B3R3,1,8/3/20,801.8,Pet3G,44,56,4.13,47.9,60
B3R3,2,8/3/20,747.8,Pet3G,44,53,3.87,47.99,60
B3R3,3,8/3/20,847.3,Pet3G,44,55,4.3,47.91,60
B1R1,1,8/13/20,1389.9,Pet3G,56,52,5.27,61.59,60
B1R1,2,8/13/20,1914.5,Pet3G,56,47,5.53,61.59,60
B1R1,3,8/13/20,1801.2,Pet3G,56,46.5,5.87,61.66,60
B1R3,1,8/13/20,1022.8,Pet3G,57,54,5.67,62.36,60
B1R3,2,8/13/20,1798.6,Pet3G,57,45,5.72,62.31,60
B1R3,3,8/13/20,1563.9,Pet3G,57,46.5,6.73,62.39,60
B1R4,1,8/13/20,1542.6,Pet3G,56,48,5.62,63.11,60
B1R4,2,8/13/20,1417.7,Pet3G,57,56.5,5.85,63.16,60
B1R4,3,8/13/20,1620.9,Pet3G,58,50.5,6.14,63.08,60
B2R1,1,8/13/20,1587.9,Pet3G,57,47.5,5.92,63.06,60
B2R1,2,8/13/20,1586.9,Pet3G,58,49,6.5,63.04,60
B2R1,3,8/13/20,NA,Pet3G,57,49,6.83,63.09,60
B2R2,1,8/13/20,1910.3,Pet3G,59,52,6.01,65.13,60
B2R2,2,8/13/20,1956.6,Pet3G,59,48,6.83,65.12,60
B2R2,3,8/13/20,1973,Pet3G,60,52,6.59,65.13,60
B2R3,1,8/13/20,1278.9,Pet3G,58,53,5.51,63.58,60
B2R3,2,8/13/20,1395,Pet3G,58,51.5,5.69,63.64,60
B2R3,3,8/13/20,1450.2,Pet3G,58,47.5,5.88,63.59,60
B3R1,1,8/13/20,1586,Pet3G,60,53,5.68,65.6,60
B3R1,2,8/13/20,1712.1,Pet3G,60,47,5.7,65.66,60
B3R1,3,8/13/20,144.2,Pet3G,60,50,5.64,65.73,60
B3R2,1,8/13/20,1713.1,Pet3G,58,49.5,5.85,64.13,60
B3R2,2,8/13/20,1729.2,Pet3G,59,48,6.35,64.18,60
B3R2,3,8/13/20,1456.4,Pet3G,59,53,6.52,64.14,60
B3R3,1,8/13/20,1719.3,Pet3G,52,49,5.58,57.53,60
B3R3,2,8/13/20,1466.9,Pet3G,52,48,5.38,57.58,60
B3R3,3,8/13/20,1309.4,Pet3G,52,49,6.25,57.49,60
B1R1,1,8/16/20,416.4,Pet3G,55,49,3.37,60.69,60
B1R1,2,8/16/20,1225.9,Pet3G,54,54,4.93,60.41,60
B1R1,3,8/16/20,1294.8,Pet3G,55,53,7.19,60.49,60
B1R3,1,8/16/20,1284.3,Pet3G,56,51.5,4.78,62.62,60
B1R3,2,8/16/20,1297.7,Pet3G,56,52.5,5.21,62.44,60
B1R3,3,8/16/20,1247.2,Pet3G,56,52,6.07,62.21,60
B1R4,1,8/16/20,1439.8,Pet3G,56,49.5,5.17,61.96,60
B1R4,2,8/16/20,1436.1,Pet3G,56,49,6,61.83,60
B1R4,3,8/16/20,1442.7,Pet3G,56,50,5.09,61.92,60
B2R1,1,8/16/20,1957.7,Pet3G,56,50.5,7.67,61.9,60
B2R1,2,8/16/20,1773.5,Pet3G,56,52,4.94,62.1,60
B2R1,3,8/16/20,1874.8,Pet3G,56,50,6.18,62.1,60
B2R2,1,8/16/20,2141.8,Pet3G,58,51.5,5.58,65.7,60
B2R2,2,8/16/20,2051,Pet3G,59,52,7.64,65.9,60
B2R2,3,8/16/20,2126,Pet3G,60,51.5,5.84,65.7,60
B2R3,1,8/16/20,NA,Pet3G,NA,NA,NA,NA,NA
B2R3,2,8/16/20,1708.5,Pet3G,60,50,7.97,65.88,60
B2R3,3,8/16/20,1668.2,Pet3G,60,51,5.11,66.01,60
B3R1,1,8/16/20,1582.3,Pet3G,55,57,5.23,60.84,60
B3R1,2,8/16/20,1661.3,Pet3G,56,52.5,5.17,60.96,60
B3R1,3,8/16/20,2097,Pet3G,56,49,5.08,60.84,60
B3R2,1,8/16/20,1581.9,Pet3G,59,52.5,6.12,64.49,60
B3R2,2,8/16/20,1564.7,Pet3G,59,52,5.07,64.14,60
B3R2,3,8/16/20,1734.4,Pet3G,59,50,5.56,64.52,60
B3R3,1,8/16/20,1769.7,Pet3G,57,50,5.86,61.9,60
B3R3,2,8/16/20,1791.9,Pet3G,56,54,5.33,61.82,60
B3R3,3,8/16/20,1836.5,Pet3G,56,50.5,5.34,61.76,60
B1R1,1,8/22/20,1159.4,Pet3G,54,54,7.09,59.22,60
B1R1,2,8/22/20,1744.5,Pet3G,54,52,7.42,59.12,60
B1R1,3,8/22/20,1214.6,Pet3G,54,50.5,6.95,59.1,60
B1R3,1,8/22/20,1458.7,Pet3G,52,52,7.01,57.19,60
B1R3,2,8/22/20,1268.6,Pet3G,52,54,4.8,57.11,60
B1R3,3,8/22/20,1295.8,Pet3G,52,50,5.59,57.23,60
B1R4,1,8/22/20,1204.2,Pet3G,54,51,6.39,59.98,60
B1R4,2,8/22/20,687.6,Pet3G,54,54,5.64,60.02,60
B1R4,3,8/22/20,1249.4,Pet3G,54,50,7.4,59.97,60
B2R1,1,8/22/20,1517.9,Pet3G,53,52,5.21,57.73,60
B2R1,2,8/22/20,1741.5,Pet3G,53,51,5.2,57.78,60
B2R1,3,8/22/20,1504.3,Pet3G,53,53,5.02,57.77,60
B2R2,1,8/22/20,1684.6,Pet3G,54,54,5.73,63.52,61
B2R2,2,8/22/20,1742.1,Pet3G,54,51.5,4.92,63.6,60
B2R2,3,8/22/20,1681.3,Pet3G,54,51.5,6.86,63.73,60
B2R3,1,8/22/20,1316.8,Pet3G,57,56,4.58,67.08,60
B2R3,2,8/22/20,1332.4,Pet3G,57,52,7.32,67.16,60
B2R3,3,8/22/20,1295.9,Pet3G,57,52,7.32,67.23,60
B3R1,1,8/22/20,1246.3,Pet3G,56,59,5.83,62.19,60
B3R1,2,8/22/20,1712,Pet3G,56,50.5,5.29,62.01,60
B3R1,3,8/22/20,1471.5,Pet3G,56,53,5.1,62.1,60
B3R2,1,8/22/20,1504,Pet3G,57,51.5,5.79,62.48,60
B3R2,2,8/22/20,1294,Pet3G,57,50,6.62,62.59,60
B3R2,3,8/22/20,1452.8,Pet3G,57,52.5,7.29,62.52,60
B3R3,1,8/22/20,1603.8,Pet3G,53,49.5,5.63,58.54,60
B3R3,2,8/22/20,1655.7,Pet3G,53,50.5,7.11,58.46,60
B3R3,3,8/22/20,1326.9,Pet3G,53,50,5.53,58.49,60
B1R1,1,8/27/20,1511.4,Pet3G,53,55,6.43,58.55,60
B1R1,2,8/27/20,1502.5,Pet3G,54,54.5,6.88,58.75,60
B1R1,3,8/27/20,1381.8,Pet3G,53,56,6.65,58.78,60
B1R3,1,8/27/20,1707.9,Pet3G,53,51,5.34,58.77,60
B1R3,2,8/27/20,1829.3,Pet3G,52,52,5.58,58.62,60
B1R3,3,8/27/20,1388.7,Pet3G,53,55,5.82,58.74,60
B1R4,1,8/27/20,1405.7,Pet3G,52,57.5,6.1,57.54,60
B1R4,2,8/27/20,1722.8,Pet3G,53,55,6.13,57.39,60
B1R4,3,8/27/20,1585.6,Pet3G,52,55,5.67,57.26,60
B2R1,1,8/27/20,2058.6,Pet3G,56,54,6.32,60.87,60
B2R1,2,8/27/20,1818.1,Pet3G,55,51.5,6.93,60.94,60
B2R1,3,8/27/20,1817.9,Pet3G,56,55,6.72,60.7,60
B2R2,1,8/27/20,1983.6,Pet3G,56,58,6.32,60.94,60
B2R2,2,8/27/20,1888.9,Pet3G,55,58,6.63,60.87,60
B2R2,3,8/27/20,2223.9,Pet3G,55,52,6.45,60.69,60
B2R3,1,8/27/20,1541,Pet3G,54,53,6.31,60.2,60
B2R3,2,8/27/20,1635.6,Pet3G,53,53,5.74,60.29,60
B2R3,3,8/27/20,1550.6,Pet3G,55,55,5.49,60.41,60
B3R1,1,8/27/20,1579.7,Pet3G,55,55,6.72,62.49,60
B3R1,2,8/27/20,1752.7,Pet3G,56,53,7.27,62.23,60
B3R1,3,8/27/20,1704.7,Pet3G,56,53,5.87,62.15,60
B3R2,1,8/27/20,1755.1,Pet3G,57,54,7.12,63.63,60
B3R2,2,8/27/20,1684,Pet3G,58,57,7.3,63.66,60
B3R2,3,8/27/20,1813,Pet3G,58,54,6.47,63.73,60
B3R3,1,8/27/20,1912.1,Pet3G,52,53,6.05,57.28,60
B3R3,2,8/27/20,1838.2,Pet3G,52,53,5.61,57.38,60
B3R3,3,8/27/20,1804.2,Pet3G,52,54.5,5.62,57.26,60
B1R1,1,9/4/20,1144.3,Pet3G,53,51,5.64,57.61,60
B1R1,2,9/4/20,1199.5,Pet3G,52,56,5.75,57.86,60
B1R1,3,9/4/20,1339.1,Pet3G,54,52,8.23,58.9,60
B1R3,1,9/4/20,1507.4,Pet3G,53,51.5,6.12,58.25,60
B1R3,2,9/4/20,1400,Pet3G,53,56,9.41,58.25,60
B1R3,3,9/4/20,1581.2,Pet3G,52,51,6.37,58.14,60
B1R4,1,9/4/20,1399.5,Pet3G,54,55.5,8.5,59.21,60
B1R4,2,9/4/20,1538,Pet3G,54,54,6.01,58.81,60
B1R4,3,9/4/20,1386.7,Pet3G,53,52,6.62,59.02,59
B2R1,1,9/4/20,1552.7,Pet3G,55,55,9.05,59.84,60
B2R1,2,9/4/20,1522.1,Pet3G,54,51.5,6.37,59.88,60
B2R1,3,9/4/20,1504.8,Pet3G,54,52.5,7.07,60.06,60
B2R2,1,9/4/20,1821.1,Pet3G,56,54.5,6.08,61.18,60
B2R2,2,9/4/20,1727.3,Pet3G,55,56,6.14,61.2,60
B2R2,3,9/4/20,1660,Pet3G,56,56,8.32,61.35,60
B2R3,1,9/4/20,1297.9,Pet3G,54,51.5,7.05,60.32,60
B2R3,2,9/4/20,1299.4,Pet3G,55,53,5.74,60.5,60
B2R3,3,9/4/20,1394.4,Pet3G,55,51.5,6.15,60.44,60
B3R1,1,9/4/20,1497.2,Pet3G,58,52,8.82,64.39,60
B3R1,2,9/4/20,1400.3,Pet3G,58,55,7.4,64.36,60
B3R1,3,9/4/20,1428.1,Pet3G,58,52,6.62,64.11,60
B3R2,1,9/4/20,1635.7,Pet3G,56,51.5,8.41,61.37,60
B3R2,2,9/4/20,1658.4,Pet3G,56,52,6.48,61.55,60
B3R2,3,9/4/20,1696.7,Pet3G,56,52.5,8.34,61.24,60
B3R3,1,9/4/20,1509.7,Pet3G,50,53,6.05,55.2,60
B3R3,2,9/4/20,1541.6,Pet3G,50,51,6.26,55.34,60
B3R3,3,9/4/20,1493.8,Pet3G,50,50.5,6.52,55.28,60
B1R1,1,9/8/20,747.1,Pet3G,48,64.5,5.89,54.34,60
B1R1,2,9/8/20,1119.9,Pet3G,49,54,5.75,54.5,60
B1R1,3,9/8/20,1402.5,Pet3G,49,50,6.12,54.48,60
B1R3,1,9/8/20,1389.7,Pet3G,54,48,6.83,58.5,60
B1R3,2,9/8/20,1392.2,Pet3G,53,52,6.76,58.5,60
B1R3,3,9/8/20,1374,Pet3G,52,54,7.11,58.38,60
B1R4,1,9/8/20,1000.8,Pet3G,52,57,6.21,57.77,60
B1R4,2,9/8/20,1200.9,Pet3G,52,58,7.45,58.03,60
B1R4,3,9/8/20,1169.6,Pet3G,51,55,7.66,57.92,60
B2R1,1,9/8/20,1569.3,Pet3G,50,52,5.52,55.48,60
B2R1,2,9/8/20,1566.3,Pet3G,50,53,6.71,56.16,60
B2R1,3,9/8/20,1560.6,Pet3G,50,53,5.96,56.15,60
B2R2,1,9/8/20,1622.9,Pet3G,55,55,6.39,61.72,60
B2R2,2,9/8/20,1662.1,Pet3G,55,54,6.7,61.49,60
B2R2,3,9/8/20,1736.6,Pet3G,56,55.5,6.44,61.57,60
B2R3,1,9/8/20,1367.7,Pet3G,54,54,6.97,60.13,60
B2R3,2,9/8/20,1467.4,Pet3G,53,51,6.63,59.06,60
B2R3,3,9/8/20,1406.9,Pet3G,53,52,6.73,59.12,60
B3R1,1,9/8/20,1394.7,Pet3G,53,53,7.08,58.32,60
B3R1,2,9/8/20,1396,Pet3G,52,51.5,6.79,58.32,60
B3R1,3,9/8/20,1288,Pet3G,52,52,7.58,58.27,60
B3R2,1,9/8/20,1496.8,Pet3G,54,54,7.91,60.74,60
B3R2,2,9/8/20,1510.4,Pet3G,53,52.5,6.71,60.57,60
B3R2,3,9/8/20,1519.1,Pet3G,54,52,7.79,60.63,60
B3R3,1,9/8/20,1620.2,Pet3G,50,51.5,6.79,55.67,60
B3R3,2,9/8/20,1470,Pet3G,51,51,5.85,55.85,60
B3R3,3,9/8/20,1277.5,Pet3G,51,52,6.52,55.78,60
B1R1,1,9/12/20,953.5,Pet3G,51,47,6.32,56.63,60
B1R1,2,9/12/20,709.6,Pet3G,51,48.5,8.01,56.69,60
B1R1,3,9/12/20,919.9,Pet3G,51,47,7.61,56.5,60
B1R3,1,9/12/20,1033.6,Pet3G,53,48,6.06,58.85,60
B1R3,2,9/12/20,1007.4,Pet3G,53,51,8.01,58.83,60
B1R3,3,9/12/20,875,Pet3G,53,50,7.39,58.77,60
B1R4,1,9/12/20,823.6,Pet3G,54,49.5,5.95,59.62,60
B1R4,2,9/12/20,824.8,Pet3G,53,48,7.39,59.73,60
B1R4,3,9/12/20,791.6,Pet3G,54,52.5,7.8,59.5,60
B2R1,1,9/12/20,939.3,Pet3G,55,51,6.41,60.91,60
B2R1,2,9/12/20,1282.2,Pet3G,55,48,7.05,60.99,60
B2R1,3,9/12/20,1270.7,Pet3G,54,50,7.98,60.64,60
B2R2,1,9/12/20,1399,Pet3G,56,50.5,6.9,62.53,60
B2R2,2,9/12/20,1315.4,Pet3G,56,53,8.62,62.48,60
B2R2,3,9/12/20,1352.8,Pet3G,56,52.5,6.53,62.52,60
B2R3,1,9/12/20,1099.9,Pet3G,58,52,6.47,64.27,60
B2R3,2,9/12/20,1186.7,Pet3G,58,49.5,9.14,64.42,60
B2R3,3,9/12/20,1067.9,Pet3G,56,51.5,5.54,64.17,60
B3R1,1,9/12/20,745.3,Pet3G,55,50.5,5.11,61.64,60
B3R1,2,9/12/20,1206.5,Pet3G,55,51,6.84,61.62,60
B3R1,3,9/12/20,1320.8,Pet3G,54,53,6.49,61.45,60
B3R2,1,9/12/20,1350,Pet3G,59,53,7.49,66.5,60
B3R2,2,9/12/20,1324.9,Pet3G,59,53.5,12,66.45,60
B3R2,3,9/12/20,1005.3,Pet3G,59,52,9.76,66.52,60
B3R3,1,9/12/20,1382,Pet3G,52,50,6.09,57.3,60
B3R3,2,9/12/20,1415.4,Pet3G,52,51.5,6.27,57.37,60
B3R3,3,9/12/20,1340.9,Pet3G,52,51,5.96,57.29,60
B1R1,1,7/21/20,20.5,Peo3G,32,40,3.89,33.44,60
B1R1,2,7/21/20,11.5,Peo3G,32,41.5,3.55,33.22,60
B1R1,3,7/21/20,15.4,Peo3G,32,42.5,3.75,33.1,60
B1R3,1,7/21/20,6.9,Peo3G,30,44.5,3.38,31.44,59
B1R3,2,7/21/20,12.7,Peo3G,30,45.5,3.21,31.4,60
B1R3,3,7/21/20,28.3,Peo3G,30,41.5,3.33,31.56,60
B1R4,1,7/21/20,18.7,Peo3G,31,47,3.52,32.93,60
B1R4,2,7/21/20,6.4,Peo3G,31,42.5,2.91,32.86,60
B1R4,3,7/21/20,11,Peo3G,31,41,3.6,33.08,59
B2R1,1,7/21/20,14.5,Peo3G,33,45,3.71,34.67,60
B2R1,2,7/21/20,9.1,Peo3G,33,43,3.61,34.49,60
B2R1,3,7/21/20,17.5,Peo3G,33,43,3.79,34.33,60
B2R2,1,7/21/20,32.6,Peo3G,35,44,3.53,36.8,60
B2R2,2,7/21/20,16.2,Peo3G,35,43.5,3.9,36.76,60
B2R2,3,7/21/20,11.8,Peo3G,35,45,3.6,36.93,60
B2R3,1,7/21/20,5.7,Peo3G,32,43,3.96,33.21,60
B2R3,2,7/21/20,7.3,Peo3G,32,44,2.95,33.16,60
B2R3,3,7/21/20,NA,Peo3G,32,43.5,3.1,33.27,60
B3R1,1,7/21/20,22.3,Peo3G,34,43,3.46,35.15,60
B3R1,2,7/21/20,72.9,Peo3G,33,47,3.55,34.98,60
B3R1,3,7/21/20,20.9,Peo3G,33,45,3.93,35.25,60
B3R2,1,7/21/20,19.3,Peo3G,35,46,3.49,37.22,60
B3R2,2,7/21/20,28.7,Peo3G,35,43,3.98,37.39,60
B3R2,3,7/21/20,38.9,Peo3G,37,45,3.89,37.1,59
B3R3,1,7/21/20,9.8,Peo3G,31,45,2.96,31.8,60
B3R3,2,7/21/20,8.4,Peo3G,30,48,3.69,31.89,60
B3R3,3,7/21/20,0,Peo3G,31,47,3.26,31.85,60
B1R1,1,8/3/20,703.5,Peo3G,46,48,4.85,49.65,60
B1R1,2,8/3/20,183.7,Peo3G,45,52,3.75,49.58,60
B1R1,3,8/3/20,425.6,Peo3G,45,52,4.25,49.49,59
B1R3,1,8/3/20,476.4,Peo3G,44,56,4.37,47.24,60
B1R3,2,8/3/20,536.1,Peo3G,44,53,3.99,47.25,60
