SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1594425174,2579.5,20200710 16:52:53,16:52:53,B3R2,_NE,_5.14,_2,1594425166,0.004049226,5.964112437,390.9602333,188.9608255,19.07570072,39.46765361,0.057061583,2.943597866,0.056454124,0.035337866,280.8589302,44.16608936,43.39908,8.870604092,22.57137289,2.020413694,8.951221993,6.850190397,-178.5708529,27.54579219,2.371106145,132.2049756,61,12,1,0,50510.34336,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-387-20200710-16_52_56,730.0983846,919.69,0.206147305,0.5,1433.081242,5.964112437,147.7129183,1.816449021,0.004222516,2.671378399,DARK-388-20200710-16_52_58,-750.88,1670.57,0.113489178,0.595249806,0.775462425,0.909493249,1699.995333,1433.081242,0.84299128,0.19598256,6,0.5,0: Broadleaf,2,1594425166,390.9602333,400.0167667,20.01389333,15.25212667,387.4513,19.99192333,500.0058,100.7505667,0.199991067,43.57265667,43.39908,999.9,0,0,10005.20533,0,11.074559,1699.995333,0.899997,0.100003,0,731.0721667,4.99938,13091.49333,13565.21333,53.7416,54.42666667,53.88946667,54.6229,55.8561,1525.493,169.5056667,0,133.9000001,0,730.0983846,-120.1354528,-1760.779485,13076.4,15,1594424407,16:40:07,1594424391,1594424407,20,-0.013,-0.111,3.509,0.022,400,21,0.43,2.29,5.95769482,-0.211495614,0.066272287,1,-9.053118065,0.297096774,0.077206516,1,4.761311935,0.055210161,0.004792467,1,3,3,3/3,100,100,3.509,0.022,3.5089,0,0,0,0.021971429,0,0,0,-1,-1,-1,-1,13,12.8,2,424.741,468.708,42.4129,41.7672,29.9993,41.3944,41.4295,20.7868,0,100,-999.9,400,50.8655,99.6294,98.9975
18,1594425298,2704,20200710 16:54:58,16:54:58,B3R2,_NE,_5.14,_3,1594425290,0.004828383,7.156489174,389.1352667,189.3214152,19.11343346,39.28615798,0.069253174,2.944853557,0.068360974,0.042804812,280.8545602,43.94154293,43.30500667,8.827174671,23.28663149,2.081722247,8.939559367,6.745452424,-212.9316721,38.51959492,3.312432787,109.7549158,47,9,1,0,50549.07596,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-389-20200710-16_55_01,975.20176,1143.79,0.147394399,0.5,1433.061802,7.156489174,105.6126417,0.999746457,0.005054622,1.952054136,DARK-390-20200710-16_55_03,0.29,1143.5,0.14743178,0.661309623,0.359778897,0.826534067,1699.972667,1433.061802,0.842991084,0.195982169,6,0.5,0: Broadleaf,2,1594425290,389.1352667,399.9775667,20.61977,14.94526667,385.6264,20.5978,500.0073667,100.7576,0.199988133,43.54763,43.30500667,999.9,0,0,10011.652,0,155.3842333,1699.972667,0.900002633,0.099997223,0,980.8909,4.99938,17846.93333,13565.05,53.625,54.354,53.75,54.5,55.7332,1525.480667,169.492,0,123.8000002,0,975.20176,-560.616153,-10353.02306,17740.768,15,1594424407,16:40:07,1594424391,1594424407,20,-0.013,-0.111,3.509,0.022,400,21,0.43,2.29,7.160872869,-0.696010527,0.05607815,0,-10.8456129,0.666827419,0.059877772,1,5.671255484,0.245445,0.018722665,1,2,3,2/3,100,100,3.509,0.022,3.5089,0,0,0,0.021971429,0,0,0,-1,-1,-1,-1,15.1,14.8,2,442.003,469.68,42.3341,41.5755,29.9997,41.2196,41.2626,20.7884,0,100,-999.9,400,50.8655,99.6648,99.0275
19,1594425580,2985.5,20200710 16:59:39,16:59:39,B1R3,_NE,_5.14,_1,1594425572,0.005649214,8.283807255,387.3909667,199.2898076,20.11243425,39.09570409,0.085729221,2.941850238,0.08436513,0.052848956,280.8535776,43.39552224,42.68147,8.543938894,24.407594,2.143989848,8.784109766,6.399949046,-249.1303495,84.03581309,7.201046019,122.9600872,35,7,1,0,50519.26487,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-391-20200710-16_59_42,901.71316,1142.32,0.210629981,0.5,1433.05549,8.283807255,150.9222254,0.970980111,0.005841298,1.955853001,DARK-392-20200710-16_59_44,33.15,1109.17,0.216925124,0.668248898,0.515087413,0.827078244,1699.965,1433.05549,0.842991173,0.195982347,6,0.5,0: Broadleaf,2,1594425572,387.3909667,399.9572,21.24433667,14.60955,383.6271,21.30603333,500.0191333,100.7205333,0.2000029,43.21132667,42.68147,999.9,0,0,9998.246667,0,213.7168333,1699.965,0.900000567,0.09999946,0,906.7142667,4.99938,16096.03333,13564.98333,53.375,54.125,53.5662,54.30786667,55.4958,1525.469333,169.4963333,0,280.8999999,0,901.71316,-362.9977698,-6351.30001,16012.036,15,1594425343,16:55:42,1594425343,1594425343,21,0.255,-0.084,3.764,-0.062,400,15,0.58,0.25,8.287558807,-0.183534331,0.035907169,1,-12.56702581,0.283504839,0.047297623,1,6.634702903,-0.050892097,0.006049773,1,3,3,3/3,100,100,3.764,-0.0617,3.763809524,0,0,0,-0.061690476,0,0,0,-1,-1,-1,-1,4,4,2,457.532,467.523,42.1569,41.7252,29.9995,41.2763,41.3047,20.8014,0,100,-999.9,400,50.8655,99.609,98.9858
20,1594425728,3133.5,20200710 17:02:07,17:02:07,B1R3,_NE,_5.14,_2,1594425720,0.002773982,4.309078762,393.5216774,186.462089,18.81989353,39.71872304,0.039767252,2.942435254,0.039471066,0.024695843,280.8624323,43.56069242,42.62959032,8.520731578,20.9924113,1.789682715,8.525379428,6.731048863,-122.33262,1.649778722,0.140923879,160.3205149,52,10,1,0,50627.08998,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-393-20200710-17_02_10,697.5308462,848.26,0.177692163,0.5,1433.100757,4.309078762,127.3253863,0.280562563,0.003067597,2.980536628,DARK-394-20200710-17_02_12,610.27,237.99,0.633342383,0.913966872,0.870972459,0.935935795,1700.01871,1433.100757,0.842991167,0.195982335,6,0.5,0: Broadleaf,2,1594425720,393.5216774,400.0022581,17.73166129,14.46203871,389.7579355,17.79334194,500.0200968,100.7315484,0.199925839,42.63999032,42.62959032,999.9,0,0,10000.48032,0,65.95159032,1700.01871,0.900001323,0.099998623,0,698.1024516,4.99938,12348.02903,13565.42581,52.93912903,53.55606452,53.125,53.74390323,55.024,1525.517419,169.5012903,0,147.0999999,0,697.5308462,-138.7831111,-2361.00171,12338.20385,15,1594425343,16:55:42,1594425343,1594425343,21,0.255,-0.084,3.764,-0.062,400,15,0.58,0.25,4.312623572,-0.286384445,0.044305167,1,-6.480409032,0.463012258,0.059788114,1,3.269619032,-0.139269194,0.010532487,1,3,3,3/3,100,100,3.764,-0.0617,3.763809524,0,0,0,-0.061690476,0,0,0,-1,-1,-1,-1,6.4,6.4,2,435.382,469.963,41.6458,41.3765,29.999,41.0028,41.0342,20.8032,0,100,-999.9,400,50.8655,99.6837,99.0652
21,1594425853,3259,20200710 17:04:13,17:04:13,B1R3,_NE,_5.14,_3,1594425845,0.004202486,6.467489658,390.2571935,193.8062202,19.56138997,39.38972208,0.063311141,2.941817555,0.062563826,0.039168799,280.8568996,43.14956696,42.32695806,8.386439564,22.97387791,1.95395793,8.505128902,6.432481634,-185.3296256,42.45446599,3.621221868,141.6029619,19,4,1,0,50617.32872,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-395-20200710-17_04_16,704.95584,868.04,0.187876319,0.5,1433.072237,6.467489658,134.6201685,0.27398507,0.0045738,2.889832266,DARK-396-20200710-17_04_17,630.21,237.83,0.685717361,0.913400478,0.84570349,0.928613471,1699.984839,1433.072237,0.842991187,0.195982374,6,0.5,0: Broadleaf,2,1594425845,390.2571935,399.9859032,19.3590129,14.41382903,386.4933226,19.42070968,500.0173871,100.7327097,0.200015548,42.59464194,42.32695806,999.9,0,0,9996.852258,0,109.3055806,1699.984839,0.899999,0.100000984,0,708.2025161,4.99938,12723.13548,13565.13871,52.669,53.258,52.812,53.437,54.754,1525.485806,169.4990323,0,125,0,704.95584,-187.1205382,-3302.746149,12666.472,15,1594425343,16:55:42,1594425343,1594425343,21,0.255,-0.084,3.764,-0.062,400,15,0.58,0.25,6.484827605,0.503160475,0.142761404,0,-9.739499032,-0.608595,0.170175256,1,4.945073871,-0.005170161,0.002490039,1,2,3,2/3,100,100,3.764,-0.0617,3.763809524,0,0,0,-0.061690476,0,0,0,-1,-1,-1,-1,8.5,8.5,2,476.717,471.242,41.4794,41.0592,29.9992,40.7366,40.787,20.8064,0,100,-999.9,400,50.8655,99.7382,99.1192
22,1594426057,3462.5,20200710 17:07:36,17:07:36,B3R3,_NE,_5.9,_1,1594426049,0.003939314,5.779778959,391.2265,201.8434743,20.36915625,39.48085878,0.059261708,2.94077718,0.058606171,0.03668715,280.856144,43.43453143,42.31839667,8.382667279,22.62802944,1.946601463,8.602611501,6.436065815,-173.7237653,78.27171067,6.685311844,192.0894013,41,8,1,0,50553.41998,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-397-20200710-17_07_39,932.2782,1090.57,0.145145933,0.5,1433.06793,5.779778959,104.0019908,0.998028554,0.004093927,2.096114876,DARK-398-20200710-17_07_41,2.15,1088.42,0.145432645,0.677445931,0.381087672,0.846235485,1699.979667,1433.06793,0.842991218,0.195982436,6,0.5,0: Broadleaf,2,1594426049,391.2265,400.0115,19.2894,14.65347667,387.4627333,19.35109333,500.0075,100.7156333,0.199971267,42.81209,42.31839667,999.9,0,0,9992.631667,0,825.8739,1699.979667,0.899998667,0.100001323,0,937.0841333,4.99938,17312.60667,13565.1,52.8603,53.7562,53,53.8351,54.93493333,1525.48,169.5003333,0,202.8000002,0,932.2782,-407.4180763,-7797.930759,17215.064,15,1594425343,16:55:42,1594425343,1594425343,21,0.255,-0.084,3.764,-0.062,400,15,0.58,0.25,5.778576392,-0.301339502,0.039033944,1,-8.783690645,0.134595,0.038901332,1,4.63302,0.598787903,0.045111094,1,3,3,3/3,100,100,3.764,-0.0617,3.763809524,0,0,0,-0.061690476,0,0,0,-1,-1,-1,-1,11.9,11.9,2,449.196,471.519,41.4936,40.9904,30.0002,40.6265,40.6758,20.8072,0,100,-999.9,400,50.8655,99.7361,99.1177
23,1594426188,3594,20200710 17:09:48,17:09:48,B3R3,_NE,_5.9,_2,1594426180,0.003145335,4.015400471,393.7356333,211.9145206,21.38440549,39.73206939,0.044027663,2.942695378,0.043664958,0.027322937,280.8587012,43.93127016,43.18893333,8.773842464,21.6228001,1.888953532,8.735933936,6.884888931,-138.7092791,-13.14810083,-1.12849118,127.8728301,28,6,1,0,50559.1875,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-401-20200710-17_09_51,660.47484,779.18,0.152346261,0.5,1433.078603,4.015400471,109.1620838,0.999217126,0.002862716,3.333440283,DARK-402-20200710-17_09_53,0.61,778.57,0.152465623,0.769375459,1.141632202,0.961508397,1699.992,1433.078603,0.84299138,0.195982761,6,0.5,0: Broadleaf,2,1594426180,393.7356333,400.0402667,18.71909333,15.01532333,389.9475667,18.76470333,499.9971333,100.7105667,0.199958133,43.10605667,43.18893333,999.9,0,0,10004.04367,0,312.5971333,1699.992,0.899992733,0.100007233,0,660.6687667,4.99938,11752.23333,13565.18,53.312,54.29753333,53.406,54.38946667,55.38946667,1525.481,169.5106667,0,56.70000005,0,660.47484,-20.62153843,-326.5230764,11749.048,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,4.008753956,-0.085200762,0.049934181,1,-6.298613226,0.142620968,0.056788586,1,3.702213226,0.120086129,0.009277564,1,3,3,3/3,100,100,3.788,-0.0457,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,1.2,1.2,2,465.887,470.558,41.7644,41.1444,30.0003,40.716,40.765,20.8035,0,100,-999.9,400,50.8655,99.7159,99.0957
24,1594426326,3731.6,20200710 17:12:05,17:12:05,B3R3,_NE,_5.9,_3,1594426318,0.00409983,5.460993554,391.5561,229.3513505,23.14336948,39.5111146,0.067143394,2.941291801,0.066303369,0.041514203,280.8543858,43.583104,41.30853,7.947880655,23.20721651,2.016365419,8.688527629,5.931515236,-180.802482,268.5314019,22.84256987,391.4258756,26,5,1,0,50537.07312,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-403-20200710-17_12_08,953.4412308,1086.02,0.12207765,0.5,1433.059192,5.460993554,87.47224908,0.999539603,0.003871501,2.109086389,DARK-404-20200710-17_12_10,0.5,1085.52,0.12213388,0.678462573,0.322718625,0.847919841,1699.969333,1433.059192,0.842991202,0.195982404,6,0.5,0: Broadleaf,2,1594426318,391.5561,400.0359667,19.98223,15.16057333,387.7681,20.02788667,499.9824,100.7078333,0.2000943,43.00197667,41.30853,999.9,0,0,9996.331667,0,92.37745667,1699.969333,0.899998967,0.100000983,0,954.7288667,4.99938,17271.18,13565.01,53.25,54.0558,53.43286667,54.30166667,55.3372,1525.471,169.4983333,0,136.7,0,953.4412308,-559.0251628,-9248.037614,17245.25,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,5.467759719,-0.13735172,0.039172715,1,-8.479894333,0.265933615,0.056071983,1,4.821664,-0.013317197,0.026973393,1,3,3,3/3,100,100,3.788,-0.0456,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,3.5,3.5,2,467.547,471.311,41.7896,41.1287,29.9999,40.716,40.7568,20.7929,0,100,-999.9,400,50.8655,99.7206,99.1097
25,1594426409,3815.1,20200710 17:13:29,17:13:29,B3R3,_NE,_5.12,_1,1594426401,0.003525936,5.528913636,391.7051333,186.7590969,18.84547547,39.52615753,0.051551252,2.942641199,0.051054739,0.031953423,280.8592347,43.6940471,42.70847,8.556038424,22.48463027,1.94992886,8.672274511,6.606109564,-155.4937561,40.88406079,3.498793835,169.7483332,37,7,1,0,50580.02094,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-405-20200710-17_13_32,860.28444,1045.55,0.177194357,0.5,1433.086942,5.528913636,126.9674596,1.262292573,0.00391882,2.229429487,DARK-406-20200710-17_13_34,-274.24,1319.79,0.140375029,0.638489962,0.500246604,0.862901359,1700.002667,1433.086942,0.842990996,0.195981993,6,0.5,0: Broadleaf,2,1594426401,391.7051333,399.9971667,19.32384,15.17448667,387.9171,19.36946333,500.0009333,100.7079333,0.200005233,42.96618,42.70847,999.9,0,0,10003.997,0,366.2069,1700.002667,0.900006,0.099993937,0,862.8353,4.99938,15481.78,13565.31,53.312,54,53.437,54.25,55.375,1525.512667,169.49,0,82.89999986,0,860.28444,-186.3641541,-3244.176929,15438.376,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,5.530364457,-0.011350015,0.020303152,1,-8.291646,-0.176500645,0.025694404,1,4.146347333,0.361312925,0.026567724,1,3,3,3/3,100,100,3.788,-0.0456,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,4.8,4.9,2,453.92,471.683,41.7564,41.0827,29.9998,40.6822,40.7211,20.8001,0,100,-999.9,400,50.8655,99.7277,99.115
26,1594426562,3968.1,20200710 17:16:02,17:16:02,B3R3,_NE,_5.12,_2,1594426554,0.001652952,2.411949914,396.3105667,190.1534713,19.18721838,39.98926413,0.022563104,2.941413819,0.02246739,0.014050684,280.8552811,44.15256187,43.15782,8.759594294,19.87338941,1.721536486,8.662520771,7.038057808,-72.89516579,-33.80079451,-2.899709917,171.2596109,64,13,1,0,50549.52445,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-407-20200710-17_16_05,798.55336,925.09,0.136783059,0.5,1433.063192,2.411949914,98.00938352,1.000162146,0.001743849,2.649947573,DARK-408-20200710-17_16_07,-0.15,925.24,0.136760884,0.72599121,0.50637248,0.907494233,1699.974,1433.063192,0.842991241,0.195982482,6,0.5,0: Broadleaf,2,1594426554,396.3105667,399.9909667,17.06115667,15.11147667,392.5224667,17.10679667,500.0052333,100.7039,0.199955433,42.94467,43.15782,999.9,0,0,9997.416,0,466.0664333,1699.974,0.899998367,0.100001633,0,802.3823,4.99938,14560.88333,13565.04333,53.2332,54.02273333,53.38533333,54.1891,55.3162,1525.473,169.501,0,152.5,0,798.55336,-282.8063846,-5064.576922,14490.028,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,2.411245299,0.118183473,0.02247728,1,-3.677882667,-0.472675595,0.042338691,1,1.943213667,0.755798977,0.055513032,1,3,3,3/3,100,100,3.788,-0.0457,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,7.4,7.4,2,420.975,471.99,41.6884,40.9756,29.9997,40.5939,40.6347,20.7975,0,100,-999.9,400,50.8655,99.752,99.143
27,1594426668,4074.1,20200710 17:17:48,17:17:48,B3R3,_NE,_5.12,_3,1594426660,0.004087486,6.491376904,390.2836452,192.8043572,19.45471219,39.38114314,0.062881399,2.942130497,0.062144208,0.038905644,280.8532942,43.47592282,42.1252,8.297931486,23.14873364,1.999717784,8.638562332,6.298213701,-180.2581151,121.5864341,10.3745225,232.5561358,62,12,1,0,50577.76525,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-409-20200710-17_17_51,926.1308462,1111.56,0.166818844,0.5,1433.055948,6.491376904,119.5303681,0.999613156,0.004590521,2.037649789,DARK-410-20200710-17_17_53,0.43,1111.13,0.166883401,0.670883564,0.42494685,0.838465234,1699.965806,1433.055948,0.842991043,0.195982086,6,0.5,0: Broadleaf,2,1594426660,390.2836452,399.9865484,19.81804194,15.01080323,386.4956129,19.86366452,500.0558387,100.7039032,0.199999935,42.89174516,42.1252,999.9,0,0,10001.49194,0,689.602129,1699.965806,0.900004323,0.099995403,0,929.2511613,4.99938,16725.40968,13565.00323,53.187,54.038,53.35670968,54.125,55.258,1525.477419,169.4890323,0,105.1000001,0,926.1308462,-407.9937093,-6703.14188,16672.53462,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,6.508075392,-0.665845897,0.06431857,0,-9.706014333,0.46952356,0.052322543,1,4.805790667,0.406098687,0.029596081,1,2,3,2/3,100,100,3.788,-0.0456,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,9.2,9.2,2,423.543,471.619,41.6731,40.8919,29.9997,40.5151,40.5577,20.7924,0,100,-999.9,400,50.8655,99.7686,99.1597
28,1594426963,4369.1,20200710 17:22:43,17:22:43,B1R4,_SE,_5.10,_1,1594426955,0.001488933,2.30128993,396.5276333,194.1642705,19.59322041,40.01381561,0.021748478,2.939531348,0.02165948,0.01354514,280.854511,43.10308999,41.92265333,8.209892042,19.69115799,1.610564766,8.179126724,6.599327277,-65.66193148,-11.28718997,-0.958259908,202.9471296,55,11,1,0,50673.08888,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-411-20200710-17_22_46,798.76728,868.77,0.080576815,0.5,1433.059762,2.30128993,57.73569601,1.249835975,0.001666634,2.886563763,DARK-412-20200710-17_22_48,-217.05,1085.82,0.064469912,0.697844489,0.361643211,0.928343234,1699.97,1433.059762,0.842991207,0.195982414,6,0.5,0: Broadleaf,2,1594426955,396.5276333,399.9976333,15.96032333,14.20213667,392.7395667,16.00594,500.0045333,100.7104667,0.2000683,41.85143,41.92265333,999.9,0,0,9986.063333,0,151.1037333,1699.97,0.8999986,0.10000114,0,801.6310333,4.99938,14109.64,13565.02333,51.9832,52.562,52.2248,52.625,54,1525.471333,169.4986667,0,294.1000001,0,798.76728,-335.2683072,-5554.776914,14062.856,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,2.301486326,0.22074373,0.044702333,1,-3.469391,-0.29964307,0.055274715,1,1.756991,0.129863493,0.009611869,1,3,3,3/3,100,100,3.788,-0.0456,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,14.1,14.1,2,432.283,472.629,40.8579,40.6775,29.9993,40.307,40.3463,20.8077,0,100,-999.9,400,50.8655,99.7934,99.1911
29,1594427102,4508.1,20200710 17:25:02,17:25:02,B1R4,_SE,_5.10,_2,1594427094,0.001228735,1.912456959,397.1139677,193.1841184,19.49536532,40.07514666,0.01790189,2.939715265,0.017841545,0.01115637,280.8590831,43.03728954,41.82812581,8.169082046,19.13141183,1.55387339,8.122105172,6.615208656,-54.18721895,-17.32557955,-1.4692242,207.8770604,82,16,1,0,50699.64409,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-413-20200710-17_25_05,874.1352,958.79,0.08829337,0.5,1433.08704,1.912456959,63.26604196,0.999687106,0.001395277,2.521657506,DARK-414-20200710-17_25_07,0.3,958.49,0.088321005,0.716106426,0.29851285,0.89501889,1700.002903,1433.08704,0.842990937,0.195981874,6,0.5,0: Broadleaf,2,1594427094,397.1139677,399.9944194,15.39769355,13.94593226,393.3259032,15.44332903,500.0059355,100.7159032,0.200080387,41.71880645,41.82812581,999.9,0,0,9986.569355,0,162.9430968,1700.002903,0.900008129,0.099992052,0,876.9821613,4.99938,15551.12581,13565.31935,51.681,52.23983871,51.85670968,52.34858065,53.74187097,1525.517419,169.4867742,0,138.0999999,0,874.1352,-239.4519234,-4169.084621,15500.456,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,1.900152514,0.70327209,0.060848324,0,-2.877259,-0.829803337,0.070836616,1,1.451854,0.015038576,0.002104304,1,2,3,2/3,100,100,3.788,-0.0456,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,16.4,16.4,2,399.176,474.403,40.6354,40.4068,29.9992,40.0906,40.1347,20.8172,0,100,-999.9,400,50.8655,99.8432,99.2369
30,1594427264,4669.6,20200710 17:27:43,17:27:43,B1R4,_SE,_5.10,_3,1594427256,0.001906438,3.17701552,395.2738387,186.9251098,18.86365158,39.88927963,0.028792746,2.944384162,0.028637236,0.017912174,280.852816,42.54854571,41.44759677,8.006569332,20.1342362,1.608463766,7.988700192,6.398105566,-84.07393302,-6.706409218,-0.5659318,189.506542,48,10,1,0,50879.60941,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-415-20200710-17_27_46,1163.5152,1316.31,0.116078127,0.5,1433.050578,3.17701552,83.17291387,0.998450213,0.002277737,1.565148027,DARK-416-20200710-17_27_48,2.04,1314.27,0.116258303,0.610527813,0.238329096,0.762669194,1699.959032,1433.050578,0.842991243,0.195982487,6,0.5,0: Broadleaf,2,1594427256,395.2738387,399.9904516,15.93870968,13.6874871,391.4858065,15.98434194,500.0089032,100.7155161,0.200040935,41.40534839,41.44759677,999.9,0,0,10013.1629,0,238.1948387,1699.959032,0.899998,0.100002039,0,1172.984194,4.99938,20121.63548,13564.91613,51.31606452,51.895,51.48780645,52.062,53.387,1525.459677,169.4996774,0,160.8999999,0,1163.5152,-538.2053855,-9139.530783,19961.508,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,3.176612943,0.594035639,0.05058392,0,-4.722138,-0.617816596,0.055532971,1,2.252002333,0.056361023,0.006579148,1,2,3,2/3,100,100,3.788,-0.0456,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,19.1,19.1,2,440.564,475.39,40.3354,40.0424,29.9992,39.7704,39.8237,20.8131,0,100,-999.9,400,50.8655,99.9034,99.2928
31,1594427383,4789.1,20200710 17:29:43,17:29:43,B1R4,_SE,_5.6,_1,1594427375,0.001868733,2.953393705,395.5853,200.8752358,20.27215443,39.92212509,0.028983738,2.944152981,0.028826151,0.018030431,280.8591217,42.48299546,41.02498333,7.829372238,20.01299432,1.592413412,7.956897334,6.236958826,-82.41112852,48.40641678,4.075482012,250.929892,16,3,1,0,50885.47596,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-417-20200710-17_29_46,1028.630615,1167.49,0.118938393,0.5,1433.082099,2.953393705,85.22424104,1.013893053,0.002121644,1.892127556,DARK-418-20200710-17_29_48,-16.22,1183.71,0.117308618,0.651106035,0.282069143,0.817760606,1699.996333,1433.082099,0.842991288,0.195982576,6,0.5,0: Broadleaf,2,1594427375,395.5853,400.0163667,15.77910333,13.57205667,391.7972333,15.82473,500.0110333,100.7191667,0.1999653,41.32995333,41.02498333,999.9,0,0,10011.484,0,11.39686333,1699.996333,0.8999968,0.100003287,0,1030.3191,4.99938,17573.74667,13565.22,51.2206,51.75,51.31626667,52,53.30786667,1525.491333,169.506,0,118.7,0,1028.630615,-347.1857773,-5821.740163,17544.81154,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,2.946143801,0.57671263,0.043914168,0,-4.427062,-0.672521112,0.051676457,1,2.205917333,0.130291969,0.009438567,1,2,3,2/3,100,100,3.788,-0.0456,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,21.1,21.1,2,480.543,476.741,40.1887,39.8104,29.9994,39.5427,39.604,20.8098,0,100,-999.9,400,50.8655,99.9404,99.3342
32,1594427488,4894.1,20200710 17:31:28,17:31:28,B1R4,_SE,_5.6,_2,1594427480,0.003305893,5.896663116,391.3723548,185.4753626,18.71806047,39.49705934,0.053693491,2.94258483,0.053155078,0.033269848,280.855123,41.91924658,40.80322903,7.737759641,22.30526013,1.756482126,7.874743963,5.981277515,-145.789901,52.47013361,4.411163644,191.9465193,8,2,1,0,50873.70499,RECT-114-20200710-06_21_00,675.2015385,3376.53,2701.328462,0.800030938,-0.087096551,RECT-419-20200710-17_31_31,1226.929231,1443.71,0.150155342,0.5,1433.063498,5.896663116,107.59107,0.462371252,0.004175502,1.338786875,DARK-420-20200710-17_31_33,776.18,667.53,0.324750602,0.743292249,0.282079873,0.715507213,1699.974516,1433.063498,0.842991165,0.19598233,6,0.5,0: Broadleaf,2,1594427480,391.3723548,400.0007097,17.40480323,13.5068871,387.5843548,17.45043871,500.0140968,100.7194194,0.19997071,41.13397742,40.80322903,999.9,0,0,10002.53548,0,132.8055161,1699.974516,0.899999935,0.099999919,0,1232.401935,4.99938,21423.27742,13565.05161,51.062,51.625,51.145,51.81606452,53.125,1525.478065,169.4967742,0,104.2,0,1226.929231,-502.6311104,-8408.56751,21331.76154,15,1594426119,17:08:38,1594426119,1594426116,22,0.024,0.016,3.788,-0.046,400,15,0.51,0.21,5.897497194,-0.209855369,0.037707676,1,-8.630819667,0.402974416,0.043228756,1,3.897562667,0.163048365,0.01274096,1,3,3,3/3,100,100,3.788,-0.0456,3.78805,0,0,0,-0.04563,0,0,0,-1,-1,-1,-1,22.8,22.9,2,491.028,477.558,40.0482,39.6421,29.9993,39.3676,39.4259,20.8122,0,100,-999.9,400,50.8655,99.9685,99.357
