SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1594406751,4043,20200710 11:45:51,11:45:51,B1R4,_NW,_5.14,_1,1594406743,0.003026801,10.22188576,386.337129,188.9076685,19.1255987,39.11397006,0.091216883,2.94759938,0.089677216,0.056184428,247.7976566,38.43689838,37.65021613,6.532119331,49.8915958,3.280544368,6.575344635,3.251574963,-133.4819028,19.30050717,1.569933074,135.1861941,0,0,1,0,51571.67442,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-446-20200710-11_45_53,945.5535385,1324.27,0.285981304,0.5,1264.402623,10.22188576,180.7977555,1.372537322,0.007977376,1.772002688,DARK-447-20200710-11_45_55,-493.34,1817.61,0.208359583,0.563517297,0.64346979,0.799481841,1499.902258,1264.402623,0.842990012,0.195980024,6,0.5,0: Broadleaf,2,1594406743,386.337129,400.0061613,32.40264516,28.88829677,385.1495806,31.96185484,500.0171613,101.0431613,0.199942516,37.77167097,37.65021613,999.9,0,0,9998.95,0,1736.434839,1499.902258,0.899999516,0.100000484,0,946.6132581,4.99975,14936.90645,13050.17097,47.25,48.798,47.875,48.11483871,49.11280645,1345.412581,149.4909677,0,331.8999999,0,945.5535385,-259.7433163,-3637.846155,14920.88462,15,1594406490,11:41:29,1594406470,1594405997,9,0.068,0.254,1.187,0.441,399,31,0.37,0.01,10.23578144,-0.731354796,0.058414211,0,-13.67431,0.981194216,0.076989793,1,3.515262333,-0.24226465,0.022021153,1,2,3,2/3,100,100,1.187,0.4408,1.187428571,0,0,0,0.440785,0,0,0,-1,-1,-1,-1,4.7,12.6,2,507.152,493.206,36.7469,36.7488,30.0004,36.5765,36.5238,21.8839,27.0743,70.3671,-999.9,400,29.1071,100.538,100.063
28,1594406941,4232.5,20200710 11:49:00,11:49:00,B1R4,_NW,_5.14,_2,1594406933,0.002358333,8.976397619,388.1114516,162.0967129,16.41045335,39.29188171,0.068895177,2.948428116,0.06801317,0.042586535,247.8171486,38.81954821,38.00775161,6.660075448,49.95730995,3.322735638,6.651150035,3.33733981,-104.002482,-3.93338336,-0.320736768,139.5605465,0,0,1,0,51559.81303,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-448-20200710-11_49_03,845.31372,1129.07,0.25131859,0.5,1264.501656,8.976397619,158.8963863,1.433719787,0.006991788,2.251242173,DARK-449-20200710-11_49_05,-489.7,1618.77,0.175291289,0.610926842,0.721377102,0.865985801,1500.019677,1264.501656,0.842990045,0.19598009,6,0.5,0: Broadleaf,2,1594406933,388.1114516,399.9812581,32.82081935,30.08375484,386.9240323,32.38003226,500.0095161,101.0386452,0.200010774,37.98300645,38.00775161,999.9,0,0,10004.10645,0,1471.346129,1500.019677,0.899998323,0.100001674,0,846.558871,4.99975,13067.54194,13051.18387,47.687,49.46951613,48.31,48.74796774,49.562,1345.515484,149.5041935,0,188.5,0,845.31372,-108.2183077,-1716.407692,13048.108,15,1594406490,11:41:29,1594406470,1594405997,9,0.068,0.254,1.187,0.441,399,31,0.37,0.01,8.977115424,-0.463754439,0.039736603,1,-11.86454333,0.771393103,0.06093608,1,2.734355333,-0.72376792,0.054815423,1,3,3,3/3,100,100,1.188,0.4408,1.187428571,0,0,0,0.440785,0,0,0,-1,-1,-1,-1,7.8,15.7,2,520.632,493.49,36.9976,37.042,30.0005,36.8405,36.7854,21.9163,21.9825,68.11,-999.9,400,30.1579,100.499,100.011
29,1594407113,4405,20200710 11:51:53,11:51:53,B1R4,_NW,_5.14,_3,1594407105,0.001479099,5.036926531,393.2837667,195.238206,19.7654884,39.81518725,0.044526741,2.948750042,0.044156558,0.027630852,247.8150092,39.17525686,37.76702667,6.573687194,49.99390206,3.348739892,6.698296701,3.224947301,-65.22824583,55.06295235,4.487077169,242.1367929,0,0,1,0,51547.22713,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-450-20200710-11_51_55,969.898,1173.26,0.17333072,0.5,1264.494721,5.036926531,109.5878899,1.086204251,0.003876375,2.128786458,DARK-451-20200710-11_51_57,-101.14,1274.4,0.159574702,0.662143891,0.46478111,0.850930422,1500.012,1264.494721,0.842989737,0.195979473,6,0.5,0: Broadleaf,2,1594407105,393.2837667,400.0258333,33.07795667,31.36182333,392.0962667,32.63718,500.0216333,101.0378,0.20001,38.11339333,37.76702667,999.9,0,0,10006.02,0,835.671,1500.012,0.9000083,0.09999158,0,970.9496,4.99975,14958.50333,13051.15,47.875,49.562,48.53926667,48.937,49.75,1345.524,149.488,0,171.5999999,0,969.898,-105.4188463,-1605.207695,14943.748,15,1594406490,11:41:29,1594406470,1594405997,9,0.068,0.254,1.187,0.441,399,31,0.37,0.01,5.038387031,-0.243271378,0.044241093,1,-6.741848667,0.322307987,0.059074826,1,1.713749667,0.221155328,0.032565078,1,3,3,3/3,100,100,1.187,0.4408,1.187428571,0,0,0,0.440785,0,0,0,-1,-1,-1,-1,10.7,18.6,2,509.698,495.053,37.0992,37.1684,30.0005,36.9842,36.9295,21.9337,19.4737,68.7784,-999.9,400,31.3536,100.478,99.9849
30,1594407383,4674.5,20200710 11:56:22,11:56:22,B2R3,_NW,_5.14,_1,1594407375,0.002862662,9.721954239,386.9557667,178.6017323,18.08790925,39.18898602,0.081941842,2.947735689,0.08069712,0.050545958,247.8106816,39.13767942,38.38751667,6.798363652,49.69554225,3.386362027,6.814216878,3.412001625,-126.2434041,6.850439327,0.56096384,128.9786807,0,0,1,0,51467.04184,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-454-20200710-11_56_25,1020.345769,1367.63,0.253931422,0.5,1264.472031,9.721954239,160.5445905,0.94772709,0.00758157,1.68411778,DARK-455-20200710-11_56_27,71.49,1296.14,0.267937284,0.639900094,0.549575497,0.784709241,1499.985,1264.472031,0.842989784,0.195979567,6,0.5,0: Broadleaf,2,1594407375,386.9557667,399.9505667,33.43726,30.11713667,385.7672333,33.02074,500.0313,101.0751,0.2000053,38.43062333,38.38751667,999.9,0,0,9996.564667,0,1967.233667,1499.985,0.900006367,0.099993587,0,1020.6349,4.99975,16178.88,13050.92333,48.062,49.6332,48.687,49,49.937,1345.497333,149.4876667,0,189.7,0,1020.345769,-208.8732309,-3003.200002,16174.71538,15,1594407170,11:52:49,1594407168,1594407170,10,0.001,-0.024,1.189,0.417,400,31,0.22,0.31,9.73574788,-1.054912324,0.088170578,0,-12.99471333,1.702579755,0.135983489,0,3.320126333,-1.001828076,0.091407214,0,0,3,0/3,100,100,1.189,0.4165,1.18865,0,0,0,0.416525,0,0,0,-1,-1,-1,-1,3.6,3.5,2,509.063,495.878,37.2829,37.1169,30.0003,36.9674,36.9204,21.9331,24.5752,72.6702,-999.9,400,30.5067,100.494,100.009
31,1594407499,4790.5,20200710 11:58:18,11:58:18,B2R3,_NW,_5.14,_2,1594407491,0.003329451,11.62167336,384.5695333,179.4371067,18.17282348,38.9479878,0.099542676,2.947158712,0.097711888,0.061231615,247.8062558,39.28760611,38.30046667,6.766447024,50.48021027,3.49026734,6.914129956,3.276179684,-146.8288053,63.53052549,5.207941463,169.7159174,4,1,1,0,51406.37686,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-456-20200710-11_58_21,818.14476,1199.89,0.318150197,0.5,1264.445261,11.62167336,201.1417545,1.153139038,0.009084144,2.059347107,DARK-457-20200710-11_58_23,-183.75,1383.64,0.275899251,0.641044666,0.822419112,0.841857674,1499.952667,1264.445261,0.842990108,0.195980216,6,0.5,0: Broadleaf,2,1594407491,384.5695333,400.0515667,34.46264,30.60510333,383.3809,34.04612,500.0149,101.0768,0.200041833,38.70031333,38.30046667,999.9,0,0,9993.119667,0,1890.437,1499.952667,0.899996767,0.100003187,0,819.0896667,4.99975,12989.06,13050.60667,48.44126667,50.27893333,49.08726667,49.52893333,50.30373333,1345.452,149.5006667,0,115.3000002,0,818.14476,-80.4856922,-937.2769217,12976.108,15,1594407170,11:52:49,1594407168,1594407170,10,0.001,-0.024,1.189,0.417,400,31,0.22,0.31,11.62359265,-0.174113725,0.017692559,1,-15.48204333,-0.141776196,0.023249282,1,3.857543333,0.964688409,0.076133178,1,3,3,3/3,100,100,1.189,0.4165,1.18865,0,0,0,0.416525,0,0,0,-1,-1,-1,-1,5.5,5.5,2,487.049,493.912,37.5339,37.2836,30.0008,37.1035,37.0523,21.9325,25.6476,71.1653,-999.9,400,30.3228,100.468,99.98
32,1594407606,4897.9,20200710 12:00:06,12:00:06,B2R3,_NW,_5.14,_3,1594407598,0.002914168,9.657965991,387.0827097,192.7483526,19.52011376,39.2008462,0.087694415,2.948183449,0.086270641,0.054045146,247.8143093,39.7602594,38.37046774,6.79210245,50.28093527,3.545783301,7.051943808,3.246319149,-128.5148226,110.6788172,9.088873833,239.0671778,0,0,1,0,51374.60161,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-458-20200710-12_00_08,677.6855769,969.76,0.301182172,0.5,1264.484556,9.657965991,190.4201024,1.044732717,0.007530891,2.785348952,DARK-459-20200710-12_00_10,-43.38,1013.14,0.288286341,0.72722965,1.247948771,0.920262162,1499.999032,1264.484556,0.842990248,0.195980495,6,0.5,0: Broadleaf,2,1594407598,387.0827097,400.0256774,35.01229032,31.63778387,385.894,34.59575806,500.0085161,101.0725484,0.199983871,39.0668129,38.37046774,999.9,0,0,9999.360645,0,1892.313226,1499.999032,0.899991839,0.10000821,0,677.7875806,4.99975,10708.50323,13050.98387,48.85264516,50.74593548,49.524,50.09045161,50.74390323,1345.486774,149.5122581,0,106.7,0,677.6855769,-11.62273505,-143.4700855,10707.95,15,1594407170,11:52:49,1594407168,1594407170,10,0.001,-0.024,1.189,0.417,400,31,0.22,0.31,9.659556859,0.000491839,0.024641636,1,-12.94299677,-0.303643548,0.038172482,1,3.374512581,0.869720806,0.06630723,1,3,3,3/3,100,100,1.189,0.4165,1.18865,0,0,0,0.416525,0,0,0,-1,-1,-1,-1,7.3,7.3,2,497.219,493.694,37.8528,37.5225,30.0011,37.3054,37.2481,21.9526,22.2862,70.3168,-999.9,400,31.3742,100.423,99.9317
33,1594407711,5002.4,20200710 12:01:50,12:01:50,B2R3,_NW,_5.7,_1,1594407703,0.003872099,9.837585684,386.4422581,209.0940195,21.1759599,39.13687143,0.100764573,2.948555701,0.098889891,0.061971709,247.816892,39.54233639,38.90682581,6.991494086,45.67890215,3.226048407,7.062447334,3.765445678,-170.7595831,29.83162721,2.456096261,109.3450324,0,0,1,0,51380.51448,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-460-20200710-12_01_53,932.4845769,1203.67,0.225298814,0.5,1264.498839,9.837585684,142.4450442,1.267515183,0.007672854,2.049739547,DARK-461-20200710-12_01_55,-322,1525.67,0.177748414,0.617902366,0.579513488,0.840569841,1500.016129,1264.498839,0.842990162,0.195980324,6,0.5,0: Broadleaf,2,1594407703,386.4422581,400.0422581,31.85439677,27.35612581,385.2537419,31.43785806,500.0262581,101.0748387,0.199984677,39.09449032,38.90682581,999.9,0,0,10001.24903,0,2021.063226,1500.016129,0.899994645,0.100005481,0,934.6591613,4.99975,15082.4,13051.14516,49.125,51.0863871,49.81606452,50.25,51.046,1345.506452,149.5096774,0,103.9000001,0,932.4845769,-172.8733331,-2524.540168,15052.4,15,1594407170,11:52:49,1594407168,1594407170,10,0.001,-0.024,1.189,0.417,400,31,0.22,0.31,9.834744113,0.245478038,0.026383606,1,-13.59922258,-0.3072,0.031161926,1,4.500136774,-0.008854355,0.028146512,1,3,3,3/3,100,100,1.189,0.4165,1.18865,0,0,0,0.416525,0,0,0,-1,-1,-1,-1,9,9,2,510.601,486.814,38.0236,37.7529,30.0009,37.502,37.4383,21.8764,32.721,67.0821,-999.9,400,27.2005,100.384,99.8933
34,1594407840,5131.4,20200710 12:03:59,12:03:59,B2R3,_NW,_5.7,_2,1594407832,0.002058303,8.195510175,389.2075806,139.9539511,14.1728798,39.41433748,0.056616381,2.947540788,0.056019101,0.035065076,247.8109103,40.29951654,39.18509032,7.096924808,49.79028609,3.572045703,7.174181922,3.524879105,-90.77115193,32.04196757,2.64623113,191.7279571,0,0,1,0,51303.92541,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-462-20200710-12_04_02,955.0567692,1266.09,0.245664393,0.5,1264.469594,8.195510175,155.3175774,1.0961622,0.006374404,1.89938314,DARK-463-20200710-12_04_04,-121.75,1387.84,0.224113176,0.634069234,0.586441766,0.819303565,1499.981613,1264.469594,0.842990063,0.195980126,6,0.5,0: Broadleaf,2,1594407832,389.2075806,400.0033548,35.27313548,32.89033226,388.0188387,34.85661935,500.0077097,101.0681613,0.200003677,39.38672903,39.18509032,999.9,0,0,9996.143871,0,1621.232581,1499.981613,0.899997806,0.1000021,0,957.4677419,4.99975,14765.57419,13050.83871,49.437,51.379,50.12296774,50.562,51.282,1345.480323,149.5012903,0,128.3000002,0,955.0567692,-230.8693333,-3639.333333,14726.88846,15,1594407170,11:52:49,1594407168,1594407170,10,0.001,-0.024,1.189,0.417,400,31,0.22,0.31,8.201036832,-0.306082634,0.027602234,1,-10.79734194,0.161937097,0.025580685,1,2.378220968,0.444826935,0.041083764,1,3,3,3/3,100,100,1.189,0.4165,1.18865,0,0,0,0.416525,0,0,0,-1,-1,-1,-1,11.2,11.2,2,521.68,493.077,38.2377,37.9874,30.0008,37.735,37.6678,21.966,17.6329,68.126,-999.9,400,32.7992,100.344,99.8454
35,1594407981,5272.4,20200710 12:06:20,12:06:20,B2R3,_NW,_5.7,_3,1594407973,0.001861159,6.743354927,391.0665484,182.8119049,18.51356789,39.60375062,0.056420056,2.948604697,0.055827099,0.034944692,247.8169204,40.3879114,38.41870323,6.809829846,50.17887836,3.60730438,7.188890023,3.202525467,-82.077115,159.9507605,13.15889109,338.849457,0,0,1,0,51327.46889,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-464-20200710-12_06_23,750.2130385,1123.02,0.33196823,0.5,1264.500316,6.743354927,209.8869658,1.016054923,0.005225846,2.268757458,DARK-465-20200710-12_06_25,-18.03,1141.05,0.326722722,0.690680987,0.962570349,0.868047014,1500.018065,1264.500316,0.842990059,0.195980117,6,0.5,0: Broadleaf,2,1594407973,391.0665484,400.0316774,35.62026452,33.4665,389.8778387,35.20374516,500.0168065,101.071129,0.199999323,39.42490323,38.41870323,999.9,0,0,10001.89452,0,1713.933871,1500.018065,0.899998065,0.100002006,0,750.5876774,4.99975,12104.40645,13051.16774,49.504,51.377,50.19716129,50.625,51.375,1345.514516,149.5048387,0,140.2,0,750.2130385,-35.08160683,-816.0752135,12092.66154,15,1594407170,11:52:49,1594407168,1594407170,10,0.001,-0.024,1.189,0.417,400,31,0.22,0.31,6.742663223,-0.075016046,0.017726865,1,-8.963403548,-0.070639355,0.016723241,1,2.149480323,0.506014355,0.0417223,1,3,3,3/3,100,100,1.189,0.4165,1.18865,0,0,0,0.416525,0,0,0,-1,-1,-1,-1,13.5,13.5,2,506.757,493.202,38.3099,38.0972,30.0003,37.8619,37.7908,21.9705,19.8514,72.3301,-999.9,400,33.2115,100.336,99.8314
36,1594408367,5658.4,20200710 12:12:46,12:12:46,B3R1,_NW,_5.6,_1,1594408359,0.002736372,8.668208708,388.3789032,187.812655,19.01447269,39.32014087,0.076367818,2.946977707,0.075285198,0.047149239,247.8085908,40.05982772,39.17919355,7.094676381,50.48955875,3.609398588,7.148802005,3.485277793,-120.674023,22.4816734,1.856393872,151.472635,9,2,1,0,51298.4774,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-468-20200710-12_12_49,1294.7684,1620.07,0.20079478,0.5,1264.458617,8.668208708,126.9483452,1.199985186,0.006748294,1.2658774,DARK-469-20200710-12_12_51,-323.99,1944.06,0.167331049,0.513360885,0.367841099,0.698703813,1499.96871,1264.458617,0.842989996,0.195979993,6,0.5,0: Broadleaf,2,1594408359,388.3789032,400.0556129,35.65130323,32.48484194,387.1215806,35.23546452,500.0188387,101.0417097,0.199991516,39.32069677,39.17919355,999.9,0,0,9995.561935,0,2117.253226,1499.96871,0.900000161,0.099999971,0,1298.374839,4.99975,20303.6129,13050.74194,49.312,50.687,49.937,50.07825806,51.125,1345.472903,149.4967742,0,94.89999986,0,1294.7684,-333.2161544,-4963.538469,20252.344,15,1594408037,12:07:16,1594408029,1594408037,11,0.069,-0.001,1.257,0.416,400,33,0.13,0.01,8.67191971,-0.089993137,0.023909927,1,-11.67614194,-0.222353226,0.034676605,1,3.159815806,0.812940968,0.064117149,1,3,3,3/3,100,100,1.257,0.4158,1.257380952,0,0,0,0.41584,0,0,0,-1,-1,-1,-1,5.6,5.5,2,480.829,493.568,38.2969,37.9154,30.0002,37.7668,37.7157,21.9813,24.3915,76.9083,-999.9,400,32.2858,100.372,99.8815
37,1594408525,5816.9,20200710 12:15:25,12:15:25,B3R1,_NW,_5.6,_2,1594408517,0.002105155,7.415539139,390.1337742,163.8024756,16.584121,39.49894956,0.057064636,2.94807259,0.056458023,0.035340229,247.8098237,40.86161904,39.66521613,7.282081707,50.1723045,3.711932844,7.398370237,3.570148864,-92.83731736,47.07083581,3.906435501,205.9497776,0,0,1,0,51224.07963,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-470-20200710-12_15_27,1207.375,1530.4,0.211072269,0.5,1264.462927,7.415539139,133.4465293,1.010350235,0.005757598,1.398640878,DARK-471-20200710-12_15_29,-15.84,1546.24,0.208910001,0.580591963,0.40648253,0.72925407,1499.973548,1264.462927,0.84299015,0.1959803,6,0.5,0: Broadleaf,2,1594408517,390.1337742,400.0173548,36.66300968,34.22959355,388.8763226,36.24718387,500.0311935,101.0446129,0.200016935,39.96137742,39.66521613,999.9,0,0,10001.49516,0,1108.829677,1499.973548,0.899993968,0.100006197,0,1212.317742,4.99975,18727.41613,13050.77742,49.806,51.5,50.427,50.887,51.665,1345.46871,149.5048387,0,157.8,0,1207.375,-396.249914,-6355.43247,18646.13077,15,1594408037,12:07:16,1594408029,1594408037,11,0.069,-0.001,1.257,0.416,400,33,0.13,0.01,7.416775049,-0.094343229,0.042831791,1,-9.883659677,0.076998387,0.047205299,1,2.433427742,0.135727258,0.024871969,1,3,3,3/3,100,100,1.257,0.4158,1.257380952,0,0,0,0.41584,0,0,0,-1,-1,-1,-1,8.3,8.1,2,504.166,492.216,38.7336,38.3023,30.0014,38.0815,38.0317,22.0016,20.778,76.6662,-999.9,400,34.0162,100.296,99.7938
38,1594408629,5920.9,20200710 12:17:09,12:17:09,B3R1,_NW,_5.6,_3,1594408621,0.002938107,9.536538084,387.2454839,174.2681507,17.64283308,39.20456723,0.078829908,2.947614796,0.07767717,0.048650396,247.8129789,40.60061089,39.83250968,7.347573653,50.51404279,3.727687433,7.379507217,3.61988622,-129.5705055,12.88826032,1.070383242,132.2011169,0,0,1,0,51219.01455,RECT-303-20200710-06_18_42,735.7164,3670.88,2935.1636,0.799580373,0.135270547,RECT-472-20200710-12_17_11,1102.9148,1490.27,0.259922833,0.5,1264.479707,9.536538084,164.3335737,1.010280016,0.00743489,1.463231495,DARK-473-20200710-12_17_13,-15.32,1505.59,0.257278011,0.591560415,0.513356771,0.742926221,1499.993548,1264.479707,0.842990097,0.195980194,6,0.5,0: Broadleaf,2,1594408621,387.2454839,400.0538387,36.82045806,33.42476452,385.9880645,36.4046129,500.0317419,101.0395806,0.199991839,39.9136129,39.83250968,999.9,0,0,9999.391935,0,994.2674839,1499.993548,0.899995871,0.100004374,0,1109.11871,4.99975,17293.34194,13050.95161,49.937,51.61890323,50.57825806,50.937,51.802,1345.489355,149.5041935,0,103.3000002,0,1102.9148,-377.5976917,-5618.446146,17197,15,1594408037,12:07:16,1594408029,1594408037,11,0.069,-0.001,1.257,0.416,400,33,0.13,0.01,9.534460421,0.368058512,0.035660076,1,-12.80842258,-0.658737097,0.058224403,1,3.395686129,0.496226129,0.046794019,1,3,3,3/3,100,100,1.258,0.4159,1.257380952,0,0,0,0.41584,0,0,0,-1,-1,-1,-1,10,9.9,2,500.645,489.026,38.8694,38.5292,30.0008,38.2792,38.2087,21.9859,23.9239,76.3947,-999.9,400,33.1399,100.255,99.7477
