date,block,Rep,short_name_antho,mAU,Extract_ini_vol,Extract_final_vol,dilution_factor,Skin_weight_aft,Berry_weight,Berry_numb
8/13/2020,B1R1,1,M3G,4219,56,52,0.93,5.27,61.59,60
8/13/2020,B1R1,1,D3AG,352.8,56,52,0.93,5.27,61.59,60
8/13/2020,B1R1,1,C3AG,67.2,56,52,0.93,5.27,61.59,60
8/13/2020,B1R1,1,Pet3Ag,379.6,56,52,0.93,5.27,61.59,60
8/13/2020,B1R1,1,P3AG,354.7,56,52,0.93,5.27,61.59,60
8/13/2020,B1R1,1,M3AG,2877.2,56,52,0.93,5.27,61.59,60
8/13/2020,B1R1,1,P3CG,106.3,56,52,0.93,5.27,61.59,60
8/13/2020,B1R1,1,M3CG,371.3,56,52,0.93,5.27,61.59,60
8/13/2020,B1R1,2,D3G,1931.1,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,C3G,238.2,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,Pet3G,1297.4,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,P3G,895.3,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,M3G,6198.2,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,D3AG,559.6,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,C3AG,88.3,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,Pet3Ag,604.4,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,P3AG,532.3,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,M3AG,4153.6,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,P3CG,180.1,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,2,M3CG,610.6,56,47,0.84,5.53,61.59,60
8/13/2020,B1R1,3,D3G,1588.4,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,C3G,196.9,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,Pet3G,1064.3,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,P3G,783.7,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,M3G,5264.6,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,D3AG,474.6,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,C3AG,77,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,Pet3Ag,504.3,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,P3AG,457.7,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,M3AG,3593.3,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,P3CG,156.1,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R1,3,M3CG,538.8,56,46.5,0.83,5.87,61.66,60
8/13/2020,B1R3,1,D3G,1140.4,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,C3G,136.1,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,Pet3G,832.7,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,P3G,573.14,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,M3G,4237.1,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,D3AG,329.8,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,C3AG,51,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,Pet3Ag,369.5,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,P3AG,343.4,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,M3AG,2797.9,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,P3CG,115.7,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,1,M3CG,410,57,54,0.95,5.67,62.36,60
8/13/2020,B1R3,2,D3G,1832,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,C3G,204.9,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,Pet3G,1271,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,P3G,835.8,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,M3G,6421.3,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,D3AG,533.8,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,C3AG,84.3,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,Pet3Ag,591.8,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,P3AG,498.9,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,M3AG,4393.3,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,P3CG,169.2,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,2,M3CG,651,57,45,0.79,5.72,62.31,60
8/13/2020,B1R3,3,D3G,1725.8,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,C3G,201.6,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,Pet3G,1203.7,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,P3G,845.9,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,M3G,6195.4,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,D3AG,494.1,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,C3AG,71.5,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,Pet3Ag,563.9,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,P3AG,515.3,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,M3AG,4337.6,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,P3CG,191.1,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R3,3,M3CG,694,57,46.5,0.82,6.73,62.39,60
8/13/2020,B1R4,1,D3G,1763,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,C3G,203.8,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,Pet3G,1193.5,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,P3G,852.3,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,M3G,6216.3,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,D3AG,531.3,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,C3AG,90,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,Pet3Ag,570.6,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,P3AG,530.6,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,M3AG,4407.4,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,P3CG,179.5,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,1,M3CG,647.4,56,48,0.86,5.62,63.11,60
8/13/2020,B1R4,2,D3G,1580.8,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,C3G,189.3,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,Pet3G,1084.7,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,P3G,806,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,M3G,5504.6,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,D3AG,474.8,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,C3AG,76.3,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,Pet3Ag,520.6,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,P3AG,496.9,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,M3AG,3835.3,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,P3CG,165.9,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,2,M3CG,558.2,57,56.5,0.99,5.85,63.16,60
8/13/2020,B1R4,3,D3G,1818.8,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,C3G,204.8,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,Pet3G,1221.4,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,P3G,835.1,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,M3G,6049.9,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,D3AG,541.3,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,C3AG,83.7,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,Pet3Ag,580.2,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,P3AG,503.6,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,M3AG,4144.4,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,P3CG,167,58,50.5,0.87,6.14,63.08,60
8/13/2020,B1R4,3,M3CG,594.5,58,50.5,0.87,6.14,63.08,60
8/13/2020,B2R1,1,D3G,1392.6,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,C3G,174.7,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,Pet3G,942,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,P3G,718.1,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,M3G,4960,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,D3AG,425.9,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,C3AG,76.2,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,Pet3Ag,451.6,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,P3AG,434,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,M3AG,3477.1,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,P3CG,125.8,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,1,M3CG,475.1,57,47.5,0.83,5.92,63.06,60
8/13/2020,B2R1,2,D3G,1446.9,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,C3G,188.3,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,Pet3G,977.3,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,P3G,703.8,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,M3G,4853.4,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,D3AG,444.5,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,C3AG,76.7,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,Pet3Ag,470.2,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,P3AG,431.7,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,M3AG,3378.2,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,P3CG,128.6,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,2,M3CG,460.8,58,49,0.84,6.5,63.04,60
8/13/2020,B2R1,3,D3G,1347.9,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,C3G,176.9,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,Pet3G,954.5,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,P3G,713.6,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,M3G,5165.3,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,D3AG,400.5,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,C3AG,75.1,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,Pet3Ag,449.9,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,P3AG,431,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,M3AG,3483.1,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,P3CG,126.5,57,49,0.86,6.83,63.09,60
8/13/2020,B2R1,3,M3CG,441.8,57,49,0.86,6.83,63.09,60
8/13/2020,B2R2,1,D3G,1901.7,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,C3G,257.5,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,Pet3G,1267.4,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,P3G,907.5,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,M3G,5807.3,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,D3AG,571.4,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,C3AG,102,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,Pet3Ag,605.1,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,P3AG,522.9,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,M3AG,3860.1,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,P3CG,180.8,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,1,M3CG,572.4,59,52,0.88,6.01,65.13,60
8/13/2020,B2R2,2,D3G,1879.2,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,C3G,264.2,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,Pet3G,1247.5,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,P3G,929.3,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,M3G,5736.2,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,D3AG,558.4,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,C3AG,102.5,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,Pet3Ag,578.7,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,P3AG,534,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,M3AG,3699.2,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,P3CG,167.7,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,2,M3CG,526.4,59,48,0.81,6.83,65.12,60
8/13/2020,B2R2,3,D3G,1866,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,C3G,243.7,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,Pet3G,1226.1,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,P3G,882.8,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,M3G,5668.9,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,D3AG,543.8,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,C3AG,97.9,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,Pet3Ag,565.5,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,P3AG,487.2,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,M3AG,3648.8,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,P3CG,178.9,60,52,0.87,6.59,65.13,60
8/13/2020,B2R2,3,M3CG,578.1,60,52,0.87,6.59,65.13,60
8/13/2020,B2R3,1,D3G,1077.4,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,C3G,125.4,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,Pet3G,758.9,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,P3G,546.4,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,M3G,4126,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,D3AG,321.1,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,C3AG,55.5,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,Pet3Ag,363.2,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,P3AG,335.6,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,M3AG,2886,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,P3CG,98,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,1,M3CG,372.5,58,53,0.91,5.51,63.58,60
8/13/2020,B2R3,2,D3G,1431.6,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,C3G,193.7,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,Pet3G,1054.9,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,P3G,811.7,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,M3G,5645.1,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,D3AG,425.6,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,C3AG,81.5,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,Pet3Ag,492.7,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,P3AG,469.5,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,M3AG,3736.9,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,P3CG,151.4,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,2,M3CG,495.4,58,51.5,0.89,5.69,63.64,60
8/13/2020,B2R3,3,D3G,1446.3,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,C3G,182.2,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,Pet3G,1028.6,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,P3G,758.5,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,M3G,5389.9,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,D3AG,435.6,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,C3AG,72.9,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,Pet3Ag,484.1,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,P3AG,465.5,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,M3AG,3670.1,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,P3CG,154.9,58,47.5,0.82,5.88,63.59,60
8/13/2020,B2R3,3,M3CG,522.1,58,47.5,0.82,5.88,63.59,60
8/13/2020,B3R1,1,D3G,1437.2,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,C3G,206.2,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,Pet3G,950.4,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,P3G,733.2,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,M3G,4932.8,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,D3AG,423.5,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,C3AG,82.5,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,Pet3Ag,442.8,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,P3AG,426,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,M3AG,3302,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,P3CG,128.2,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,1,M3CG,464.1,60,53,0.88,5.68,65.6,60
8/13/2020,B3R1,2,D3G,1388.5,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,C3G,187.6,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,Pet3G,892.3,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,P3G,629.2,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,M3G,4499.9,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,D3AG,412.8,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,C3AG,80.5,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,Pet3Ag,418,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,P3AG,359.9,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,M3AG,2992.2,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,P3CG,96.4,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,2,M3CG,390.9,60,47,0.78,5.7,65.66,60
8/13/2020,B3R1,3,D3G,928.6,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,C3G,112.2,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,Pet3G,594.2,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,P3G,416.3,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,M3G,3106,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,D3AG,278.1,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,C3AG,51.2,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,Pet3Ag,280,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,P3AG,252.5,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,M3AG,2146.7,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,P3CG,72.4,60,50,0.83,5.64,65.73,60
8/13/2020,B3R1,3,M3CG,285.6,60,50,0.83,5.64,65.73,60
8/13/2020,B3R2,1,D3G,1690.5,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,C3G,257.6,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,Pet3G,1074.3,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,P3G,842.2,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,M3G,4995.9,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,D3AG,499.5,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,C3AG,103.6,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,Pet3Ag,490.4,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,P3AG,455.6,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,M3AG,3201.4,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,P3CG,139.5,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,1,M3CG,452.9,58,49.5,0.85,5.85,64.13,60
8/13/2020,B3R2,2,D3G,1135.2,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,C3G,163.9,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,Pet3G,719.3,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,P3G,553.2,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,M3G,3482.9,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,D3AG,340.5,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,C3AG,67.2,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,Pet3Ag,337.5,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,P3AG,310.7,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,M3AG,2325.1,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,P3CG,103.1,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,2,M3CG,345,59,48,0.81,6.35,64.18,60
8/13/2020,B3R2,3,D3G,925.3,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,C3G,141.2,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,Pet3G,601.1,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,P3G,490.4,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,M3G,2814.3,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,D3AG,261.1,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,C3AG,54.1,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,Pet3Ag,273.1,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,P3AG,265.2,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,M3AG,1813.4,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,P3CG,84,59,53,0.9,6.52,64.14,60
8/13/2020,B3R2,3,M3CG,249.8,59,53,0.9,6.52,64.14,60
8/13/2020,B3R3,1,D3G,1680.7,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,C3G,222.2,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,Pet3G,1036.5,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,P3G,725.1,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,M3G,4288.2,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,D3AG,508.6,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,C3AG,89.5,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,Pet3Ag,502.4,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,P3AG,425.5,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,M3AG,2842.1,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,P3CG,132.9,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,1,M3CG,398.9,52,49,0.94,5.58,57.53,60
8/13/2020,B3R3,2,D3G,1457.8,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,C3G,183.2,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,Pet3G,907.5,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,P3G,643.1,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,M3G,3841.4,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,D3AG,451.3,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,C3AG,76,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,Pet3Ag,447.1,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,P3AG,395.7,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,M3AG,2585.5,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,P3CG,125.5,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,2,M3CG,359.7,52,48,0.92,5.38,57.58,60
8/13/2020,B3R3,3,D3G,1400.8,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,C3G,184.7,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,Pet3G,878.5,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,P3G,653,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,M3G,3984.2,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,D3AG,423.4,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,C3AG,79.7,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,Pet3Ag,419.9,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,P3AG,382.1,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,M3AG,2612.6,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,P3CG,98.9,52,49,0.94,6.25,57.49,60
8/13/2020,B3R3,3,M3CG,314.8,52,49,0.94,6.25,57.49,60
9/12/2020,B1R1,1,D3G,1783.8,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,C3G,146.8,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,Pet3G,1440.4,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,P3G,1037.9,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,M3G,10800.7,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,D3AG,481.3,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,C3AG,124,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,Pet3Ag,549.3,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,P3AG,573.9,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,M3AG,7069.4,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,P3CG,304.2,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,1,M3CG,1850.7,51,47,0.92,6.32,56.63,60
9/12/2020,B1R1,2,D3G,1257.8,51,48.5,0.95,8.01,56.69,60
9/12/2020,B1R1,2,C3G,128.2,51,48.5,0.95,8.01,56.69,60
