"","interval","treatment","p_value","mean","standard_error","letters_ordered.gsw","letters_ordered.groups","Mean_sem"
"1",2020-07-20 16:30:00,"1",0.130860998188966,0.183649003703704,0.00984705601419063,0.183649003703704,"a","0.18 ± 0.01 a"
"2",2020-07-20 16:30:00,"2",0.130860998188966,0.186591709222222,0.00606694809108952,0.186591709222222,"a","0.19 ± 0.01 a"
"3",2020-07-20 16:30:00,"3",0.130860998188966,0.206831834444444,0.0097542537934439,0.206831834444444,"a","0.21 ± 0.01 a"
"14",2020-07-20 13:30:00,"1",0.472441140966696,0.287616580851852,0.0129047853209493,0.287616580851852,"a","0.29 ± 0.01 a"
"24",2020-07-20 13:30:00,"2",0.472441140966696,0.287429410814815,0.0107998792916282,0.287429410814815,"a","0.29 ± 0.01 a"
"34",2020-07-20 13:30:00,"3",0.472441140966696,0.2683949242,0.0138430783901671,0.2683949242,"a","0.27 ± 0.01 a"
"13",2020-07-20 11:00:00,"1",0.179408426969196,0.262003241185185,0.00929675398431942,0.262003241185185,"a","0.26 ± 0.01 a"
"23",2020-07-20 11:00:00,"2",0.179408426969196,0.250994774962963,0.00747850152214111,0.250994774962963,"a","0.25 ± 0.01 a"
"33",2020-07-20 11:00:00,"3",0.179408426969196,0.273750839666667,0.00887863266697187,0.273750839666667,"a","0.27 ± 0.01 a"
"12",2020-07-20 08:30:00,"1",0.605668100696688,0.155709028518519,0.00837731108530836,0.155709028518519,"a","0.16 ± 0.01 a"
"22",2020-07-20 08:30:00,"2",0.605668100696688,0.153517558407407,0.0127669079496354,0.153517558407407,"a","0.15 ± 0.01 a"
"32",2020-07-20 08:30:00,"3",0.605668100696688,0.167041417666667,0.00894582564145965,0.167041417666667,"a","0.17 ± 0.01 a"
"11",2020-07-20 05:30:00,"1",0.39154202543649,0.0238346688888889,0.00489246042831865,0.0238346688888889,"a","0.02 ± 0 a"
"21",2020-07-20 05:30:00,"2",0.39154202543649,0.0268354433333333,0.00362741227678174,0.0268354433333333,"a","0.03 ± 0 a"
"31",2020-07-20 05:30:00,"3",0.39154202543649,0.033626276,0.00634964427670803,0.033626276,"a","0.03 ± 0.01 a"
