"","interval","treatment","p_value","mean","standard_error","letters_ordered.gsw","letters_ordered.groups","Mean_sem"
"1",2019-07-25 17:00:00,"1",2.85345142591411e-06,0.0647247162777778,0.00618570700816715,0.0647247162777778,"b","0.06 ± 0.01 b"
"2",2019-07-25 17:00:00,"2",2.85345142591411e-06,0.136733325111111,0.0116757734963745,0.136733325111111,"a","0.14 ± 0.01 a"
"3",2019-07-25 17:00:00,"3",2.85345142591411e-06,0.156347178962963,0.012287027509432,0.156347178962963,"a","0.16 ± 0.01 a"
"14",2019-07-25 13:00:00,"1",1.93840487905509e-10,0.0717789103888889,0.00543946065648677,0.0717789103888889,"b","0.07 ± 0.01 b"
"24",2019-07-25 13:00:00,"2",1.93840487905509e-10,0.196538488444444,0.015413914949622,0.196538488444444,"a","0.2 ± 0.02 a"
"34",2019-07-25 13:00:00,"3",1.93840487905509e-10,0.191527270777778,0.00807137430593092,0.191527270777778,"a","0.19 ± 0.01 a"
"13",2019-07-25 11:00:00,"1",1.87299164892909e-07,0.126815726611111,0.00844748810595735,0.126815726611111,"b","0.13 ± 0.01 b"
"23",2019-07-25 11:00:00,"2",1.87299164892909e-07,0.247000780962963,0.0147204709203051,0.247000780962963,"a","0.25 ± 0.01 a"
"33",2019-07-25 11:00:00,"3",1.87299164892909e-07,0.246441794407407,0.0154939386739463,0.246441794407407,"a","0.25 ± 0.02 a"
"12",2019-07-25 08:30:00,"1",7.16995968446983e-05,0.144194097111111,0.0122760228372841,0.144194097111111,"b","0.14 ± 0.01 b"
"22",2019-07-25 08:30:00,"2",7.16995968446983e-05,0.235994836814815,0.016783431814547,0.235994836814815,"a","0.24 ± 0.02 a"
"32",2019-07-25 08:30:00,"3",7.16995968446983e-05,0.169491341592593,0.0112436718564972,0.169491341592593,"b","0.17 ± 0.01 b"
"11",2019-07-25 06:00:00,"1",0.0534861069778753,0.00688553983333333,0.00195263599823827,0.00688553983333333,"b","0.01 ± 0 b"
"21",2019-07-25 06:00:00,"2",0.0534861069778753,0.0112599552222222,0.00183923998611076,0.0112599552222222,"ab","0.01 ± 0 ab"
"31",2019-07-25 06:00:00,"3",0.0534861069778753,0.0157732026666667,0.00274410029244582,0.0157732026666667,"a","0.02 ± 0 a"
