"","interval","treatment","p_value","mean","standard_error","letters_ordered.A","letters_ordered.groups","Mean_sem"
"1",2020-08-13 17:00:00,"1",0.190458955278605,11.4334074896667,0.367327691390981,11.4334074896667,"a","11.43 ± 0.37 a"
"2",2020-08-13 17:00:00,"2",0.190458955278605,10.2396771554815,0.514316594043646,10.2396771554815,"a","10.24 ± 0.51 a"
"3",2020-08-13 17:00:00,"3",0.190458955278605,10.7059607136667,0.49141018561095,10.7059607136667,"a","10.71 ± 0.49 a"
"14",2020-08-13 13:30:00,"1",0.195071223069087,13.3418189530769,0.421765998703448,13.3418189530769,"a","13.34 ± 0.42 a"
"24",2020-08-13 13:30:00,"2",0.195071223069087,12.3433043064074,0.484486143479186,12.3433043064074,"a","12.34 ± 0.48 a"
"34",2020-08-13 13:30:00,"3",0.195071223069087,12.2960519715556,0.451505446778611,12.2960519715556,"a","12.3 ± 0.45 a"
"13",2020-08-13 11:30:00,"1",0.450973380266469,15.2307324688889,0.411493528847715,15.2307324688889,"a","15.23 ± 0.41 a"
"23",2020-08-13 11:30:00,"2",0.450973380266469,14.4955820387037,0.53091879524161,14.4955820387037,"a","14.5 ± 0.53 a"
"33",2020-08-13 11:30:00,"3",0.450973380266469,15.1302162374074,0.375845982971728,15.1302162374074,"a","15.13 ± 0.38 a"
"12",2020-08-13 09:00:00,"1",0.435660381498809,13.5157266676296,0.342753875808134,13.5157266676296,"a","13.52 ± 0.34 a"
"22",2020-08-13 09:00:00,"2",0.435660381498809,12.8985988847778,0.376903444437714,12.8985988847778,"a","12.9 ± 0.38 a"
"32",2020-08-13 09:00:00,"3",0.435660381498809,13.2032731225926,0.283904253690008,13.2032731225926,"a","13.2 ± 0.28 a"
"11",2020-08-13 05:30:00,"1",0.758554972210063,-0.960546942333333,0.100162016719661,-0.960546942333333,"a","-0.96 ± 0.1 a"
"21",2020-08-13 05:30:00,"2",0.758554972210063,-1.00935196844444,0.118287223734909,-1.00935196844444,"a","-1.01 ± 0.12 a"
"31",2020-08-13 05:30:00,"3",0.758554972210063,-0.897595881,0.0982993290721886,-0.897595881,"a","-0.9 ± 0.1 a"
