"","date","time","day","BH_Vine","BH_Block","pixel_number","Tleaf","leaf_temp_C","round","treatment"
"398","2019-08-20","13:42:38",232,1,"B1_R4",67,35.97666,30.5,"4",1
"399","2019-08-20","17:15:00",232,1,"B1_R4",67,36.39018,26.6,"5",1
"400","2019-08-20","9:18:36",232,4,"B1_R4",67,27.18061935,24.8,"2",1
"401","2019-08-20","11:43:14",232,4,"B1_R4",67,34.97797097,25.5,"3",1
"402","2019-08-20","13:37:45",232,4,"B1_R4",67,36.13786,30.9,"4",1
"403","2019-08-20","17:09:26",232,4,"B1_R4",67,37.050955,28.6,"5",1
"404","2019-08-20","9:14:09",232,6,"B1_R4",67,26.9152871,23.8,"2",1
"405","2019-08-20","11:37:35",232,6,"B1_R4",67,34.45866129,29.2,"3",1
"406","2019-08-20","13:33:00",232,6,"B1_R4",67,35.77332,30,"4",1
"407","2019-08-20","17:04:35",232,6,"B1_R4",67,37.907375,26.5,"5",1
"408","2019-08-20","8:24:17",232,2,"B2_R1",23,23.18377419,21.7,"2",2
"409","2019-08-20","10:48:47",232,2,"B2_R1",23,31.33861935,27.3,"3",2
"410","2019-08-20","12:47:32",232,2,"B2_R1",23,34.47564,26.9,"4",2
"411","2019-08-20","16:15:36",232,2,"B2_R1",23,36.63704,29,"5",2
"412","2019-08-20","8:17:15",232,4,"B2_R1",23,22.90265484,19.4,"2",2
"413","2019-08-20","10:41:47",232,4,"B2_R1",23,30.96358065,24.7,"3",2
"414","2019-08-20","12:41:05",232,4,"B2_R1",23,35.12738,28.6,"4",2
"415","2019-08-20","16:08:11",232,4,"B2_R1",23,36.99811,30,"5",2
"416","2019-08-20","8:06:58",232,6,"B2_R1",23,22.26615161,19.7,"2",2
"417","2019-08-20","10:35:04",232,6,"B2_R1",23,29.56089677,24.2,"3",2
"418","2019-08-20","12:37:02",232,6,"B2_R1",23,35.44138,30.2,"4",2
"419","2019-08-20","16:01:29",232,6,"B2_R1",23,36.68824,28.6,"5",2
"420","2019-08-20","8:29:21",232,1,"B2_R2",35,22.17613529,17.8,"2",2
"421","2019-08-20","10:43:22",232,1,"B2_R2",35,31.19315161,22.3,"3",2
"422","2019-08-20","12:49:29",232,1,"B2_R2",35,35.57930645,31.9,"4",2
"423","2019-08-20","16:14:34",232,1,"B2_R2",35,38.36485,28.5,"5",2
"424","2019-08-20","8:18:41",232,4,"B2_R2",35,23.04371765,21.5,"2",2
"425","2019-08-20","10:37:48",232,4,"B2_R2",35,29.82481613,26.7,"3",2
"426","2019-08-20","12:43:44",232,4,"B2_R2",35,34.58914516,28.9,"4",2
"427","2019-08-20","16:09:36",232,4,"B2_R2",35,38.199625,31.2,"5",2
"428","2019-08-20","8:10:10",232,6,"B2_R2",35,22.35357059,18.6,"2",2
"429","2019-08-20","10:33:23",232,6,"B2_R2",35,28.67202903,24.7,"3",2
"430","2019-08-20","12:37:39",232,6,"B2_R2",35,32.88487097,27.5,"4",2
"431","2019-08-20","16:05:45",232,6,"B2_R2",35,37.94825,30.2,"5",2
"432","2019-08-20","9:33:41",232,1,"B2_R3",48,28.73870588,23.6,"2",2
"433","2019-08-20","11:30:48",232,1,"B2_R3",48,32.06002903,26.6,"3",2
"434","2019-08-20","13:52:40",232,1,"B2_R3",48,35.7209871,29,"4",2
"435","2019-08-20","17:05:26",232,1,"B2_R3",48,36.5312,27,"5",2
"436","2019-08-20","9:29:04",232,3,"B2_R3",48,28.66284118,24.2,"2",2
"437","2019-08-20","11:25:52",232,3,"B2_R3",48,32.4745871,27.4,"3",2
"438","2019-08-20","13:46:17",232,3,"B2_R3",48,36.20982258,32.6,"4",2
"439","2019-08-20","17:00:44",232,3,"B2_R3",48,36.471275,29.4,"5",2
"440","2019-08-20","9:23:27",232,6,"B2_R3",48,28.63937059,20,"2",2
"441","2019-08-20","11:20:55",232,6,"B2_R3",48,32.79240323,27.3,"3",2
"442","2019-08-20","13:39:25",232,6,"B2_R3",48,35.51821935,30.6,"4",2
"443","2019-08-20","16:56:09",232,6,"B2_R3",48,36.081475,27.8,"5",2
"444","2019-08-20","9:55:53",232,2,"B3_R1",27,30.20872941,23.2,"2",3
"445","2019-08-20","11:48:17",232,2,"B3_R1",27,34.13366129,30.8,"3",3
"446","2019-08-20","14:16:39",232,2,"B3_R1",27,36.10781935,31.1,"4",3
"447","2019-08-20","17:21:07",232,2,"B3_R1",27,34.89415,30.4,"5",3
"448","2019-08-20","9:49:34",232,4,"B3_R1",27,30.00907647,21.3,"2",3
"449","2019-08-20","11:43:12",232,4,"B3_R1",27,33.10941935,26.9,"3",3
"450","2019-08-20","14:09:11",232,4,"B3_R1",27,35.58195161,29.5,"4",3
"451","2019-08-20","17:16:15",232,4,"B3_R1",27,36.0281,31.4,"5",3
"452","2019-08-20","9:42:38",232,5,"B3_R1",27,29.11747059,20.7,"2",3
"453","2019-08-20","11:38:29",232,5,"B3_R1",27,33.22734516,27.2,"3",3
"454","2019-08-20","14:02:53",232,5,"B3_R1",27,35.80971935,28.6,"4",3
"455","2019-08-20","17:12:07",232,5,"B3_R1",27,36.304475,28.4,"5",3
"456","2019-08-20","8:53:48",232,1,"B3_R2",45,25.8682,20.2,"2",3
"457","2019-08-20","10:57:33",232,1,"B3_R2",45,32.09328387,24.1,"3",3
"458","2019-08-20","13:10:24",232,1,"B3_R2",45,36.23784516,29.2,"4",3
"459","2019-08-20","16:30:13",232,1,"B3_R2",45,36.7431,23.4,"5",3
"460","2019-08-20","8:48:42",232,4,"B3_R2",45,25.22056471,17.1,"2",3
"461","2019-08-20","10:53:28",232,4,"B3_R2",45,31.92497742,28.8,"3",3
"462","2019-08-20","13:03:18",232,4,"B3_R2",45,36.49513226,28.2,"4",3
"463","2019-08-20","16:25:32",232,4,"B3_R2",45,36.7859,27.9,"5",3
"464","2019-08-20","8:39:49",232,6,"B3_R2",45,24.48134706,14.2,"2",3
"465","2019-08-20","10:49:28",232,6,"B3_R2",45,31.68507742,27.6,"3",3
"466","2019-08-20","12:58:14",232,6,"B3_R2",45,35.80337742,30.8,"4",3
"467","2019-08-20","16:21:06",232,6,"B3_R2",45,37.175125,28,"5",3
"468","2019-08-20","9:01:25",232,1,"B3_R3",54,26.29321935,23.5,"2",3
"469","2019-08-20","11:27:28",232,1,"B3_R3",54,34.8984871,28.2,"3",3
"470","2019-08-20","13:22:45",232,1,"B3_R3",54,35.12188,30.1,"4",3
"471","2019-08-20","16:55:29",232,1,"B3_R3",54,36.62767,26.2,"5",3
"472","2019-08-20","8:55:42",232,3,"B3_R3",54,26.08852581,20.5,"2",3
"473","2019-08-20","11:20:59",232,3,"B3_R3",54,34.10199032,25,"3",3
"474","2019-08-20","13:16:55",232,3,"B3_R3",54,35.14976,27.9,"4",3
"475","2019-08-20","16:48:42",232,3,"B3_R3",54,36.482235,27.5,"5",3
"476","2019-08-20","8:49:19",232,5,"B3_R3",54,25.95001935,22.5,"2",3
"477","2019-08-20","11:14:52",232,5,"B3_R3",54,33.20331935,24.5,"3",3
"478","2019-08-20","13:12:45",232,5,"B3_R3",54,34.72488,30.1,"4",3
"479","2019-08-20","16:43:58",232,5,"B3_R3",54,36.07615,27.8,"5",3
