SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChambConst,Chamber,Aperture,blc_a,blc_b,blc_c,blc_d,blc_e,blc_minS,blc_maxS,blc_Po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6800-01A,6 cm²,0.578,0.5229739,0.003740252,-0.06197961,-0.005608586,1,6,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.49,0.84,0.7,0.87,0.75,0.84,0.87,0.39,0.18,0.23,0.26,0.21,0.19,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,6.98392 88.4274 379.798 617.618 854.474 1019.71 1171.03 1211.09,0.261751 103.88 402.643 600.752 801.963 1001.46 1199.14 1401.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysObs,SysObs,SysObs,SysObs,SysObs,SysObs,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,averaging,USER,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,s,,,,,,s,mol m⁻² s⁻¹,mmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol µmol⁻¹,,,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1626262002,0,20210714 04:26:41,04:26:41,15,NR,B1R1,_NE,_5.3,_1,1626261994,5.41296E-05,0.054129627,-0.096171478,400.0661333,427.4730744,43.09879647,40.33556704,0.004309897,2.942265569,0.004306393,0.00269181,0.004748822,24.34901562,23.41877667,2.891990161,54.01202189,1.653261047,3.060913088,1.238729114,-2.387116557,149.7812231,10.64825615,158.0471115,53,11,1,0,53731.44135,RECT-541-20210714-04_26_38,37.986,154.4672,299.36,0.484008552,-0.096171478,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.096171478,#DIV/0!,2.25603E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,2.066079198,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1626261994,400.0661333,399.9767333,16.39778,16.33390333,399.8528,16.32049333,500.1077,100.6223,0.199948333,24.36303333,23.41877667,999.9,0,0,10010.372,0,0.665711867,0.0499938,0,0,0,154.4776667,0.0499938,12.90933333,0.078666667,33.375,37.17046667,35.437,37.5,36.1912,0,0,0,1626262003,0,154.4672,-5.539230938,-1.573846089,13.1936,15,0,--:--:--,1626116655,1626116659,0,0.004,0.007,0.227,0.219,420,32,0.38,0.11,-0.097181428,0.001369384,0.018108581,1,0.089388043,-0.151657834,0.025316129,1,0.063883077,0.227573342,0.016487614,1,3,3,3/3,100,100,0.214,0.0771,0.078895646,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.023489493,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,2422.4,2422.4,18,433.269,556.667,24.2929,23.7281,29.9975,23.9825,23.9817,20.4739,0,100,-999.9,400,25.2042,100.911,100.076
2,1626262088,86.5,20210714 04:28:08,04:28:08,15,NR,B1R1,_NE,_5.3,_2,1626262080,-0.000379008,-0.379008225,-0.275529908,400.5030968,381.5141708,38.46634294,40.38091019,-0.035497984,2.942790851,-0.035737609,-0.022314342,0.004748822,24.1109643,22.97233226,2.81500323,59.05539184,1.770031334,2.997239167,1.044971896,16.71426271,165.0377288,11.68361768,193.440358,16,3,1,0,53810.3215,RECT-542-20210714-04_28_04,37.9807,149.2496,244.2,0.388822277,-0.275529908,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.275529908,#DIV/0!,-2.70644E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,2.571869102,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1626262080,400.5030968,399.9903226,17.5554,18.0022129,400.2893226,17.46331935,500.0140968,100.6254839,0.199979194,24.01258387,22.97233226,999.9,0,0,10013.04613,0,2.751694516,0.0499938,0,0,0,149.6283871,0.0499938,11.31935484,0.115483871,33.19512903,36.937,35.24796774,37.5,36.09451613,0,0,0,85.70000005,0,149.2496,-4.672307851,-4.293076889,11.5564,15,0,--:--:--,1626116655,1626116659,0,0.004,0.007,0.227,0.219,420,32,0.38,0.11,-0.318499983,2.514534568,0.195377458,0,0.522210767,-2.985321691,0.222146328,0,-0.449377667,0.54023119,0.040106698,1,1,3,1/3,100,100,0.213,0.0941,0.078895646,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.023489493,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,2423.9,2423.8,18,477.006,563.084,23.9211,23.1323,29.998,23.4284,23.4346,20.537,100,89.9336,-999.9,400,0,101.011,100.157
3,1626262215,213,20210714 04:30:14,04:30:14,15,NR,B1R1,_NE,_5.12,_1,1626262207,-0.00093135,-0.931349732,0.35089665,399.9994333,399.3651838,40.26372192,40.32766652,-0.053387028,2.941667019,-0.053931234,-0.033657667,0.004748822,23.73524654,21.87020667,2.632575038,31.74491761,0.92219943,2.905030156,1.710375609,41.07252317,257.4182862,18.08148423,316.5770424,17,3,1,0,53871.39149,RECT-543-20210714-04_30_11,37.9818,146.9168,261.79,0.438799037,0.35089665,-,-,0,0,#DIV/0!,0.5,0.020994792,0.35089665,#DIV/0!,2.25537E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,2.27894757,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1626262207,399.9994333,399.9734667,9.147051667,10.25425267,399.7861667,9.146041,500.0884,100.6193667,0.199942467,23.49336333,21.87020667,999.9,0,0,10007.25633,0,3.163720667,0.0499938,0,0,0,146.8896667,0.0499938,8.364,-0.216333333,32.9937,36.63946667,34.9769,37.312,35.8687,0,0,0,125.1000001,0,146.9168,-2.521538344,1.17076927,8.6084,15,0,--:--:--,1626116655,1626116659,0,0.004,0.007,0.227,0.219,420,32,0.38,0.11,0.361308842,-1.223066164,0.104958209,0,0.02598065,0.079107825,0.06261705,1,-1.1072077,3.608042136,0.26052064,0,1,3,1/3,100,100,0.213,0.0065,0.078895646,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.023489493,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,2426,2425.9,18,476.163,543.771,23.3759,22.4668,29.9988,22.7528,22.77,20.36,46.2672,78.8012,-999.9,400,10.5697,101.109,100.238
4,1626262361,359,20210714 04:32:40,04:32:40,15,NR,B1R1,_NE,_5.12,_2,1626262353,-0.000285196,-0.285196299,0.181216123,399.9100323,406.9679312,41.02888302,40.31733381,-0.014961196,2.939864749,-0.015003625,-0.009373444,0.004748822,23.23429901,22.0230871,2.657245325,27.16702499,0.773491487,2.847170373,1.883753839,12.57715679,180.2178902,12.65492906,205.4547248,13,3,1,0,53878.92062,RECT-544-20210714-04_32_37,37.9411,161.6684615,277.3,0.416990763,0.181216123,-,-,0,0,#DIV/0!,0.5,0.020994792,0.181216123,#DIV/0!,-6.77668E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,2.398134658,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1626262353,399.9100323,399.9906129,7.672308065,8.011853548,399.6968387,7.681939032,500.0947419,100.616,0.20001,23.16015161,22.0230871,999.9,0,0,9997.335484,0,4.623227129,0.0499938,0,0,0,161.74,0.0499938,7.903548387,-0.272903226,32.75,36.5,34.754,37.137,35.625,0,0,0,144.9000001,0,161.6684615,-6.389743681,-3.450598127,8.041153846,15,0,--:--:--,1626116655,1626116659,0,0.004,0.007,0.227,0.219,420,32,0.38,0.11,0.181741644,0.058918015,0.027512566,1,-0.081417823,-0.675549221,0.059461077,1,-0.334227567,1.456886736,0.105284371,0,2,3,2/3,100,100,0.213,-0.0074,0.078895646,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.023489493,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,2428.4,2428.4,18,481.099,540.05,22.931,21.9167,29.9993,22.1502,22.1634,20.2991,53.291,68.0338,-999.9,400,8.27699,101.188,100.307
5,1626262661,659,20210714 04:37:40,04:37:40,15,NR,B2R1,_NW,_5.7,_1,1626262653,0.000293089,0.293088713,0.032925078,399.7792581,384.5016189,38.7489541,40.28859012,0.015523635,2.944023967,0.015478304,0.009678001,0.004748822,22.06405145,21.05923871,2.505032664,23.40645949,0.626420409,2.676271519,1.878612255,-12.92521225,171.5595481,11.90921366,170.5482983,35,7,1,0,54187.04507,RECT-545-20210714-04_37_36,37.9222,171.3003846,206.33,0.169774707,0.032925078,-,-,0,0,#DIV/0!,0.5,0.020994792,0.032925078,#DIV/0!,2.03076E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,5.890158877,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1626262653,399.7792581,399.9593548,6.215900968,5.866416129,399.5660968,6.233833871,500.0507097,100.5771613,0.199928323,22.14014516,21.05923871,999.9,0,0,10024.88387,0,0.2493,0.0499938,0,0,0,171.4512903,0.0499938,3.304516129,-0.496129032,32.22764516,36.036,34.266,36.60264516,35.07012903,0,0,0,298.7,0,171.3003846,4.891281999,-10.26051276,3.356153846,15,0,--:--:--,1626116655,1626116659,0,0.004,0.007,0.227,0.219,420,32,0.38,0.11,0.032795898,0.271719428,0.034313745,1,-0.178992767,0.277230247,0.028185418,1,0.339954467,-1.344692076,0.104995879,0,2,3,2/3,100,100,0.213,-0.0169,0.078895646,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.023489493,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,2433.4,2433.4,18,454.204,535.061,21.9385,21.1175,29.9995,21.2503,21.2572,20.2246,57.5085,53.1334,-999.9,400,6.41065,101.27,100.381
6,1626262784,782.5,20210714 04:39:44,04:39:44,15,NR,B2R1,_NW,_5.7,_2,1626262776,0.000278527,0.278526775,0.199943275,399.6199667,366.8941127,36.97748743,40.27576835,0.015030859,2.941159389,0.014988314,0.009371509,0.004748822,21.87232647,20.56051333,2.429313548,22.09929153,0.584431898,2.644573005,1.84488165,-12.28303078,219.4839912,15.19703573,222.4027449,23,5,1,0,54138.50271,RECT-546-20210714-04_39_40,37.8983,178.5380769,672.47,0.734504027,0.199943275,-,-,0,0,#DIV/0!,0.5,0.020994792,0.199943275,#DIV/0!,-1.80271E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,1.361462923,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1626262776,399.6199667,399.9934,5.798788333,5.466551667,399.4068333,5.818671,500.0862667,100.5852,0.1999752,21.94471333,20.56051333,999.9,0,0,10007.76533,0,0.383522,0.0499938,0,0,0,178.54,0.0499938,1.479333333,-0.730666667,32,35.7748,34.05786667,36.375,34.8204,0,0,0,122.7,0,178.5380769,-1.784957279,-2.388717943,1.594230769,15,0,--:--:--,1626116655,1626116659,0,0.004,0.007,0.227,0.219,420,32,0.38,0.11,0.198970149,-0.037388759,0.030096492,1,-0.3768138,0.521354376,0.049235835,1,0.342467133,-1.20862521,0.091124539,0,2,3,2/3,100,100,0.213,-0.0195,0.078895646,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.023489493,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,2435.5,2435.4,18,469.823,533.513,21.6381,20.8834,29.9996,20.9738,20.9729,20.2085,58.673,47.1488,-999.9,400,5.84673,101.305,100.414
8,1626262948,946.5,20210714 04:42:28,04:42:28,15,NR,B2R2,_NE,_5.4,_1,1626262940,0.000563527,0.563527266,0.08381498,399.6166452,383.8088737,38.67960105,40.27268119,0.030980405,2.939713632,0.030800161,0.019266207,0.004748822,21.23748695,20.00627742,2.347525454,20.73933791,0.529985115,2.555458217,1.817540339,-24.85155241,218.3643484,15.04114115,208.5586859,41,8,1,0,54198.67991,RECT-548-20210714-04_42_24,37.9137,149.6665385,209.31,0.284952757,0.08381498,-,-,0,0,#DIV/0!,0.5,0.020994792,0.08381498,#DIV/0!,2.25405E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,3.509353659,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1626262940,399.6166452,399.9873871,5.258921613,4.586371935,399.4035806,5.281019355,500.0942581,100.5783226,0.199965,21.38409355,20.00627742,999.9,0,0,10000.22065,0,3.126078871,0.0499938,0,0,0,149.6212903,0.0499938,-0.881935484,-0.944516129,31.687,35.49187097,33.74593548,36.054,34.48374194,0,0,0,143.5,0,149.6665385,-6.186324666,5.16136744,-0.776538462,15,0,--:--:--,1626116655,1626116659,0,0.004,0.007,0.227,0.219,420,32,0.38,0.11,0.082309869,-0.042700605,0.027129089,1,-0.374331667,0.74621681,0.058395997,1,0.678441,-1.404970518,0.101905261,0,2,3,2/3,100,100,0.213,-0.0223,0.078895646,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.023489493,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,2438.2,2438.2,18,448.07,532.091,21.1087,20.5441,29.9994,20.6112,20.6051,20.1906,61.8143,39.7336,-999.9,400,4.96927,101.35,100.436
9,1626263054,1052.5,20210714 04:44:14,04:44:14,15,NR,B2R2,_NE,_5.4,_2,1626263046,-8.64709E-05,-0.086470875,0.143095603,399.8699355,437.5846859,44.09703035,40.29637519,-0.004531255,2.938673377,-0.004535141,-0.002834114,0.004748822,21.20096803,20.0946871,2.360407965,18.46353605,0.465914745,2.523431828,1.89449322,3.813365585,171.6969738,11.82372671,187.3388149,44,9,1,0,54205.68222,RECT-549-20210714-04_44_10,37.8848,165.6480769,216.24,0.233961908,0.143095603,-,-,0,0,#DIV/0!,0.5,0.020994792,0.143095603,#DIV/0!,-2.25273E-12,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,4.274200047,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1626263046,399.8699355,400.000129,4.623376129,4.72663871,399.6565806,4.647609355,500.1100323,100.5737097,0.199996,21.17842903,20.0946871,999.9,0,0,9994.760968,0,0.283221806,0.0499938,0,0,0,165.9051613,0.0499938,-1.94516129,-1.039354839,31.5,35.375,33.562,35.875,34.32012903,0,0,0,105.1000001,0,165.6480769,-3.830085483,9.678290673,-1.805,15,0,--:--:--,1626116655,1626116659,0,0.004,0.007,0.227,0.219,420,32,0.38,0.11,0.147269307,-0.333251508,0.058450038,1,-0.134578474,0.856455181,0.073313264,1,-0.104161501,-0.539710323,0.061638045,1,3,3,3/3,100,100,0.213,-0.0232,0.078895646,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.023489493,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,2440,2439.9,18,444.157,530.505,20.8816,20.3184,29.9996,20.3891,20.3859,20.1826,57.0158,34.2726,-999.9,400,5.22078,101.385,100.478
10,1626263208,1206.5,20210714 04:46:48,04:46:48,15,NR,B2R2,_NE,_5.12,_1,1626263200,0.000562513,0.562512575,-0.026441173,399.7503667,389.5117182,39.2525097,40.28429546,0.030709302,2.944209299,0.030532458,0.01909859,0.004748822,20.68944692,19.48326,2.272567353,17.84693934,0.440967869,2.470831895,1.831599484,-24.80680455,214.6598008,14.68274445,204.5404895,25,5,1,0,54433.03357,RECT-550-20210714-04_46_44,37.8533,149.6076923,276.34,0.458610073,-0.026441173,-,-,0,0,#DIV/0!,0.5,0.020994792,-0.026441173,#DIV/0!,-2.03087E-11,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,2.180501602,#DIV/0!,#DIV/0!,0.0499938,0.020994792,0.41994792,0.09498822,6,0.5,0: Broadleaf,2,1626263200,399.7503667,399.9884333,4.375826,3.703881667,399.5372,4.400789333,500.0870667,100.5737,0.1999298,20.83563333,19.48326,999.9,0,0,10026.28533,0,1.8995807,0.0499938,0,0,0,149.5493333,0.0499938,-3.554,-1.226666667,31.25,35.0851,33.312,35.625,34.0558,0,0,0,153.1000001,0,149.6076923,-1.818803352,-4.683418842,-3.572692308,15,0,--:--:--,1626116655,1626116659,0,0.004,0.007,0.227,0.219,420,32,0.38,0.11,-0.026561018,-0.106723746,0.032093679,1,-0.241994233,0.647324556,0.060281933,1,0.68355,-1.361245081,0.098282405,0,2,3,2/3,100,100,0.213,-0.025,0.078895646,-8.36417E-05,1.28013E-06,-5.74726E-10,-0.023489493,-0.003609489,0.000797407,-1.21258E-05,2,2145,1,27,2442.6,2442.5,18,466.799,530.669,20.5205,20.0185,29.9997,20.0852,20.0811,20.1673,63.3186,27.5296,-999.9,400,4.10237,101.414,100.513
