SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChambConst,Chamber,Aperture,blc_a,blc_b,blc_c,blc_d,blc_e,blc_minS,blc_maxS,blc_Po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6800-01A,6 cm²,0.578,0.5229739,0.003740252,-0.06197961,-0.005608586,1,6,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.49,0.84,0.7,0.87,0.75,0.84,0.87,0.39,0.18,0.23,0.26,0.21,0.19,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,0.559651 69.3065 362.522 621.23 880.786 1076.97 1311.83 1494.79,0.0728869 101.599 403.007 601.044 801.09 1001.61 1201.36 1400.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1625657897,0,20210707 04:38:16,4:38:16,B1R1,_NE,_5.3,_1,1625657889,0.00068224,-0.513874999,400.2804667,409.2410554,41.33163137,40.42664946,0.042742117,2.945036388,0.042400465,0.026530759,0.001994701,24.68768149,23.53720667,2.912719264,41.90528266,1.321725416,3.154078274,1.590993848,-30.08676235,210.735435,15.01448346,195.6651508,20,4,1,0,53725.89058,RECT-1-20210707-04_38_21,15338.6,779.4146154,3589.33,2809.915385,0.782852339,-0.513874999,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.513874999,#DIV/0!,#DIV/0!,9.03E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.277380102,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625657889,400.2804667,399.9916667,13.08693333,12.27936667,401.8382667,12.76696,500.2517667,100.7958333,0.199975433,24.86448333,23.53720667,999.9,0,0,10008.89467,0,0.22243,0.0499975,0,0,0,779.3123333,0.0499975,-13.491,-2.073333333,33.49363333,37.4643,35.88526667,37.4308,36.0725,0,0,0,1625657900,0,779.4146154,5.674529878,-9.156923124,-13.45846154,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,-0.513021177,0.139730224,0.027681466,1,0.288872333,-0.149306803,0.03384381,1,0.807562667,-0.039965526,0.004061321,1,3,3,3-Mar,100,100,-1.557,0.32,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,40.3,40.4,2,463.979,563.395,24.5122,23.7687,29.999,23.7277,23.7043,22.545,37.8621,81.9806,-999.9,400,12.3356,100.877,100.802
2,1625658115,218.5,20210707 04:41:55,4:41:55,B1R1,_NE,_5.3,_2,1625658107,0.000664908,-0.269420554,399.9335,400.0888309,40.40418757,40.388501,0.035741905,2.942735984,0.035502475,0.022210425,0.001994701,24.14126362,22.48558667,2.733115203,28.68889712,0.875553665,3.051890288,1.857561538,-29.32243881,290.0380021,20.5140832,281.2316412,31,6,1,0,53757.76014,RECT-2-20210707-04_42_00,15370.4,748.5952,3950.6,3202.0048,0.810511011,-0.269420554,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.269420554,#DIV/0!,#DIV/0!,2.24E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.233789531,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625658107,399.9335,399.9293,8.669874667,7.879265667,401.4913,8.349914667,500.2295,100.7880667,0.1999751,24.31376333,22.48558667,999.9,0,0,9996.582,0,0.2261372,0.0499975,0,0,0,748.7083333,0.0499975,-15.19166667,-2.170666667,33.2206,37.18286667,35.5998,37.2206,35.79553333,0,0,0,217.3,0,748.5952,0.677692241,4.843846226,-14.8604,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,-0.259282201,-0.226279133,0.040369994,1,-0.000335692,0.145930355,0.043779572,1,0.790723933,0.061764627,0.010743098,1,3,3,3-Mar,100,100,-1.558,0.32,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,43.9,44,2,449.322,558.803,23.9389,23.2703,29.9995,23.2723,23.2686,22.4896,52.3727,68.26,-999.9,400,8.22586,100.982,100.919
3,1625658319,422.5,20210707 04:45:19,4:45:19,B1R1,_NE,_5.12,_1,1625658311,0.000614552,-0.094562993,399.8074333,393.6384297,39.74763052,40.37054551,0.038951616,2.94336211,0.038667497,0.02419254,0.001994701,23.60938191,22.12328667,2.673524072,37.19751719,1.098680428,2.953639143,1.574843644,-27.10174173,261.1211084,18.38021384,252.4015752,15,3,1,0,53874.57957,RECT-3-20210707-04_45_24,15266.9,870.6380769,4954.69,4084.051923,0.82428001,-0.094562993,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.094562993,#DIV/0!,#DIV/0!,1.35E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.213179973,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625658311,399.8074333,399.9887,10.88072,10.15168667,401.3652333,10.56074667,500.2777,100.775,0.1999748,23.76884333,22.12328667,999.9,0,0,10001.43867,0,0.22243,0.0499975,0,0,0,870.9456667,0.0499975,-15.368,-2.096,33.00406667,36.9622,35.37893333,37.033,35.56213333,0,0,0,202.7,0,870.6380769,-35.65025637,-1.206495802,-15.30192308,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,-0.095809878,0.074381754,0.023704977,1,-0.181130933,-0.02611782,0.025876189,1,0.732054067,-0.305617869,0.026149486,1,3,3,3-Mar,100,100,-1.558,0.3199,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,47.3,47.4,2,469.541,563.236,23.4074,22.9054,29.9993,22.909,22.9008,22.5226,40.3259,61.778,-999.9,400,10.268,101.036,100.981
4,1625658529,632.5,20210707 04:48:49,4:48:49,B1R1,_NE,_5.12,_2,1625658521,0.000528668,-0.173674939,399.8880323,397.7874306,40.16851143,40.38062985,0.028447837,2.943487672,0.028295974,0.01769856,0.001994701,23.11761571,22.19101613,2.684576998,29.01199038,0.830760532,2.863507539,1.853816466,-23.31423859,168.8162447,11.85549257,157.3594934,14,3,1,0,53971.85607,RECT-4-20210707-04_48_54,15286,789.204,4074.66,3285.456,0.806314146,-0.173674939,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.173674939,#DIV/0!,#DIV/0!,3.61E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.240211404,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625658521,399.8880323,399.9332903,8.226993871,7.598109355,401.4458065,7.907034516,500.2363871,100.779871,0.199969871,23.25483226,22.19101613,999.9,0,0,10001.66935,0,0.22243,0.0499975,0,0,0,789.2119355,0.0499975,-16.58387097,-2.336129032,32.69309677,36.687,35.11687097,36.62287097,35.254,0,0,0,209.1000001,0,789.204,-1.284615489,-2.641538506,-16.6764,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,-0.175047089,0.115002154,0.021441319,1,-0.045246366,0.138546637,0.022955493,1,0.6301447,-0.595626527,0.045947172,1,3,3,3-Mar,100,100,-1.558,0.32,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,50.8,50.9,2,470.521,557.938,22.8993,22.5087,29.9992,22.515,22.5057,22.4876,48.0351,50.8184,-999.9,400,7.95205,101.106,101.056
5,1625658735,838,20210707 04:52:14,4:52:14,B2R1,_NE,_5.7,_1,1625658727,0.000656149,-0.103902353,399.7684516,392.7004053,39.64815906,40.36176928,0.035536291,2.942673295,0.035299592,0.02208338,0.001994701,22.57506496,21.20957097,2.528258599,24.54073137,0.681391652,2.776574349,1.846866947,-28.93615757,243.6639857,16.98752929,231.7173521,43,9,1,0,54040.42909,RECT-5-20210707-04_52_19,15269.3,832.7492308,4779.26,3946.510769,0.825757705,-0.103902353,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.103902353,#DIV/0!,#DIV/0!,2.27E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.211008985,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625658727,399.7684516,399.9584516,6.748933226,5.967223548,401.3261935,6.428973226,500.2269355,100.762871,0.19999671,22.74547419,21.20957097,999.9,0,0,9998.725161,0,0.22243,0.0499975,0,0,0,832.6877419,0.0499975,-18.04451613,-2.494516129,32.23774194,36.19512903,34.663,36.12887097,34.76793548,0,0,0,204.7,0,832.7492308,3.329914487,-6.077606879,-17.97038462,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,-0.102273215,0.02324716,0.017020731,1,-0.187795,0.276137006,0.03008315,1,0.777550833,-0.679422621,0.051165936,1,3,3,3-Mar,100,100,-1.558,0.32,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,54.2,54.4,2,433.02,555.667,22.3365,22.1153,29.9996,22.1354,22.1318,22.4593,54.7671,41.9662,-999.9,400,6.28664,101.17,101.123
6,1625658924,1027,20210707 04:55:23,4:55:23,B2R1,_NE,_5.7,_2,1625658916,0.000518753,0.040880459,399.6533667,385.7010461,38.94279476,40.35150849,0.028175518,2.943505722,0.02802654,0.017529907,0.001994701,22.38908554,21.64335333,2.596337255,27.69029843,0.758566496,2.73946667,1.837770759,-22.877001,139.7172705,9.748380778,126.590645,61,12,1,0,54105.60019,RECT-6-20210707-04_55_28,15313,793.3256,4548.81,3755.4844,0.825597112,0.040880459,-,-,0,0,#DIV/0!,0.5,0.0209979,0.040880459,#DIV/0!,#DIV/0!,4.51E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.211244547,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625658916,399.6533667,399.9510667,7.513068667,6.895537,401.2112,7.193108333,500.2387333,100.7662667,0.200000233,22.52379333,21.64335333,999.9,0,0,10003.12233,0,0.2654327,0.0499975,0,0,0,793.2956667,0.0499975,-18.68866667,-2.603,32.07886667,36.05786667,34.479,36.02066667,34.58293333,0,0,0,187.5,0,793.3256,-10.25538472,-4.282307805,-18.9272,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,0.03924311,0.099078695,0.031896821,1,-0.297703,0.190314234,0.035857853,1,0.617531033,-0.611105059,0.046550424,1,3,3,3-Mar,100,100,-1.558,0.32,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,57.4,57.5,2,409.705,558.484,22.0506,21.8799,29.9998,21.8865,21.8814,22.4748,47.4017,34.9273,-999.9,400,7.15492,101.201,101.159
7,1625659150,1253.4,20210707 04:59:10,4:59:10,B2R2,_NE,_5.4,_1,1625659142,0.000681056,-0.01317868,399.5945667,388.2939274,39.20377368,40.34473333,0.036333196,2.941710523,0.036085723,0.02257567,0.001994701,21.79048263,20.28183,2.387881777,19.2466265,0.509699366,2.648253011,1.878182411,-30.03458015,267.3373586,18.48284596,255.7876191,23,5,1,0,54154.53484,RECT-7-20210707-04_59_15,15295.3,854.065,4460.89,3606.825,0.808543811,-0.01317868,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.01317868,#DIV/0!,#DIV/0!,-1.58E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.236791361,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625659142,399.5945667,399.9052,5.048319333,4.235512333,401.1524,4.728359,500.2058667,100.7641667,0.200002267,21.96750667,20.28183,999.9,0,0,9993.123,0,0.355146233,0.0499975,0,0,0,854.0233333,0.0499975,-18.916,-2.531,31.7914,35.812,34.23116667,35.77273333,34.30166667,0,0,0,225.1000001,0,854.065,-9.807521407,2.402393217,-18.93961538,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,-0.004234813,-0.834149184,0.07080714,0,-0.310570233,1.391949517,0.107911494,0,0.812806767,-0.886163426,0.066366529,1,1,3,3-Jan,100,100,-1.558,0.32,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,61.1,61.3,2,458.772,552.19,21.558,21.6862,30.0001,21.6679,21.6519,22.438,59.0573,25.9659,-999.9,400,4.82025,101.222,101.195
8,1625659334,1436.9,20210707 05:02:13,5:02:13,B2R2,_NE,_5.4,_2,1625659326,0.000549375,-0.010661196,399.6680968,388.3711261,39.21257879,40.35319745,0.029286148,2.941008023,0.029125094,0.01821758,0.001994701,21.66201627,20.26097097,2.384805725,19.35812794,0.507587743,2.622091065,1.877217982,-24.22745302,244.7919829,16.91231381,237.4788384,17,3,1,0,54163.70129,RECT-8-20210707-05_02_18,15418.8,773.2848,4044.54,3271.2552,0.808807726,-0.010661196,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.010661196,#DIV/0!,#DIV/0!,-1.13E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.236387794,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625659326,399.6680968,399.9186774,5.027275161,4.371619677,401.2259677,4.707314839,500.2140645,100.7667742,0.199997419,21.80485806,20.26097097,999.9,0,0,9988.871935,0,0.22243,0.0499975,0,0,0,773.6287097,0.0499975,-20.28548387,-2.567741935,31.58441935,35.683,34.01393548,35.54003226,34.09254839,0,0,0,182.7,0,773.2848,-1.458461476,-3.053076848,-20.0236,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,-0.00726768,-0.171690711,0.027858282,1,-0.251911367,0.473116432,0.044452761,1,0.6577225,-0.744701286,0.055665377,1,3,3,3-Mar,100,100,-1.558,0.32,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,64.2,64.3,2,466.692,552.89,21.3428,21.5389,29.9996,21.5118,21.4944,22.4369,55.789,16.3577,-999.9,400,4.86367,101.251,101.226
9,1625659457,1559.9,20210707 05:04:16,5:04:16,B2R2,_NE,_5.12,_1,1625659449,0.000356956,0.022182826,399.6747,385.7400318,38.94876704,40.35577202,0.01869895,2.945307572,0.018633247,0.011651663,0.001994701,21.41691475,20.48087333,2.417409716,19.8493116,0.511155254,2.575178747,1.906254462,-15.74175795,163.3509723,11.2648268,158.8760359,73,15,1,0,54345.39682,RECT-9-20210707-05_04_21,15456.5,706.6112,3265.9,2559.2888,0.783639671,0.022182826,-,-,0,0,#DIV/0!,0.5,0.0209979,0.022182826,#DIV/0!,#DIV/0!,-1.35E-11,#DIV/0!,-,0,0,#DIV/0!,1,0,1.276096703,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625659449,399.6747,399.8724333,5.062369333,4.636375,401.2325,4.742409333,500.2164,100.7715667,0.1999785,21.50961333,20.48087333,999.9,0,0,10012.84833,0,0.22243,0.0499975,0,0,0,706.495,0.0499975,-21.097,-2.866,31.47066667,35.479,33.86226667,35.39966667,33.958,0,0,0,121.9000001,0,706.6112,1.958461596,-5.899999907,-21.1304,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,0.015033846,0.373381466,0.031063545,1,-0.1987884,0.151522278,0.025090882,1,0.438592533,-1.534370509,0.120734548,0,2,3,3-Feb,100,100,-1.558,0.32,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,66.3,66.4,2,394.622,554.837,21.1304,21.4154,29.9996,21.4016,21.3861,22.441,50.9153,11.1455,-999.9,400,5.2626,101.273,101.255
10,1625659673,1776.4,20210707 05:07:53,5:07:53,B2R2,_NE,_5.12,_2,1625659665,0.000910829,-0.044311342,399.5654,389.2881277,39.30704153,40.34475407,0.049422979,2.942990723,0.048966475,0.030644711,0.001994701,21.02254353,19.98501667,2.344436674,19.42609815,0.492642848,2.535984553,1.851793825,-40.16756372,202.1825862,13.90063403,175.9176512,27,5,1,0,54322.95807,RECT-11-20210707-05_07_58,15332.4,810.764,4356.19,3545.426,0.813882315,-0.044311342,-,-,0,0,#DIV/0!,0.5,0.0209979,-0.044311342,#DIV/0!,#DIV/0!,-2.26E-12,#DIV/0!,-,0,0,#DIV/0!,1,0,1.228678867,#DIV/0!,#DIV/0!,0.0499975,0.0209979,0.419979,0.09499525,6,0.5,0: Broadleaf,2,1625659665,399.5654,399.9488,4.879024333,3.791785667,401.1232,4.559064333,500.1947667,100.7715667,0.200024133,21.25931,19.98501667,999.9,0,0,9999.667333,0,0.22243,0.0499975,0,0,0,811.1166667,0.0499975,-21.49333333,-2.785333333,31.27486667,35.2748,33.68706667,35.2332,33.75826667,0,0,0,144.1000001,0,810.764,-26.50153847,5.618461459,-21.514,15,1625655481,3:58:01,1625655481,1625655474,1,-0.442,0.085,-1.558,0.32,400,21,0.22,0.1,-0.042430949,-0.360585585,0.029682565,1,-0.3833385,0.752309313,0.057400419,1,1.087239367,-0.877603996,0.063724658,1,3,3,3-Mar,100,100,-1.558,0.32,-1.557809524,0,0,0,0.31996,0,0,0,-1,-1,-1,-1,69.9,70,2,454.08,554.307,20.8121,21.0824,29.9993,21.0978,21.0884,22.4286,58.3994,2.77874,-999.9,400,4.16837,101.332,101.327
