SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1631135001,2822.1,20210908 14:03:21,14:03:21,15,B3R2,_SW,_5.12,_1,nraab,1631134993,0.008715376,8.715375809,14.46163919,378.6942903,281.8592833,28.38590346,38.13810721,0.300389669,2.938634115,0.284313834,0.179068769,372.3639122,43.86492249,42.35024516,8.396707658,60.54920696,5.522898448,9.121339033,2.87380921,-384.3480732,250.9958918,21.57164358,260.5833744,3,1,1,0,50311.28874,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.658164,14.46163919,#DIV/0!,0.009029167,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.968065,1601.658164,0.84299215,0.195984301,6,0.5,0: Broadleaf,1631134993,378.6942903,399.9984194,54.83990323,44.9598129,378.4984194,54.58767419,500.2439355,100.5095161,0.199969548,43.93453871,42.35024516,999.9,0,0,10000.92097,0,1805.321935,1899.968065,0.89999871,0.100001306,0,611.3312581,4.99979,11928.36774,16171.30323,54.97967742,56.37093548,55.312,55.7256129,56.625,1705.46871,189.4996774,0,1631134994,0,610.63476,-55.58692298,-958.4076911,11916.448,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,14.43857019,1.508785168,0.133008424,0,-21.30255667,-1.836315017,0.153316319,0,9.875298,1.296241335,0.093942949,0,0,3,0/3,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,48.6,48.5,1.06445,2.57446,1.59912,2.30225,1.69678,2.46948,43.6721,15.139,18,501.832,478.531,42.688,41.5604,29.9998,41.116,41.0253,21.2954,0,100,-999.9,400,55.0302,97.5939,99.0079
17,1631135291,3111.5,20210908 14:08:10,14:08:10,15,B3R2,_SW,_5.12,_2,nraab,1631135283,0.008221968,8.221968218,15.2182105,378.0234333,269.4614766,27.13463776,38.06677323,0.275222322,2.937470395,0.261656992,0.164698677,372.3701826,44.12323864,42.48977333,8.458458748,60.0361445,5.51373066,9.184018571,2.944728087,-362.5887984,249.6828585,21.49495057,280.9591933,15,3,1,0,50258.22061,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.68683,15.2182105,#DIV/0!,0.009501365,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.002333,1601.68683,0.842992033,0.195984066,6,0.5,0: Broadleaf,1631135283,378.0234333,400.0063333,54.75429667,45.43183667,377.8276667,54.50208,500.1971667,100.4995333,0.1999733,44.06640333,42.48977333,999.9,0,0,9995.291667,0,1180.967033,1900.002333,0.9000015,0.09999863,0,721.1924,4.99979,14172.71,16171.59,55.2164,56.437,55.6082,55.93286667,56.937,1705.507,189.4956667,0,1631135284,0,720.3867308,-97.10567528,-1994.499147,14156.28846,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,15.2162225,0.029705731,0.044410143,1,-21.97272581,-0.5901,0.072645604,1,9.30395,1.422550161,0.107002541,0,2,3,3-Feb,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,53.4,53.3,1.06445,2.57202,1.59912,2.30103,1.69678,2.54272,43.8092,15.1039,18,488.101,478.363,42.7977,41.5287,29.9995,41.0816,40.9891,21.2839,0,100,-999.9,400,55.0302,97.5813,99.0389
18,1631135356,3177,20210908 14:09:16,14:09:16,15,B3R2,_SW,_5.12,_3,nraab,1631135348,0.008065803,8.065803446,14.52200606,378.9172667,262.6349014,26.4478544,38.15771873,0.244715942,2.93824515,0.233930556,0.147136007,372.3640679,44.13678809,43.07773,8.723009605,59.92507815,5.495989768,9.171435295,3.227019837,-355.701932,152.4289327,13.15391462,182.2449833,13,3,1,0,50283.72197,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.660181,14.52200606,#DIV/0!,0.009066846,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.970667,1601.660181,0.842992057,0.195984114,6,0.5,0: Broadleaf,1631135348,378.9172667,400.0007333,54.57678,45.43060333,378.7213333,54.32456333,500.2482333,100.5019667,0.2000126,44.03999333,43.07773,999.9,0,0,9999.458333,0,1906.072,1899.970667,0.900001833,0.099998323,0,927.3939667,4.99979,18247.58,16171.34,55.1912,56.5,55.562,55.88326667,56.8812,1705.476667,189.494,0,1631135349,0,921.52424,-497.5434623,-9619.861553,18134.088,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,14.53467312,-1.657205378,0.121612321,0,-21.08564516,0.815293548,0.070131456,1,9.131792581,2.812548871,0.212409409,0,1,3,3-Jan,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,54.5,54.4,1.06445,2.5708,1.59912,2.30225,1.69678,2.5769,43.8367,15.0952,18,490.389,478.338,42.8406,41.5142,30.0003,41.0762,40.9931,21.2885,0,100,-999.9,400,55.0302,97.6044,99.0515
19,1631135564,3385,20210908 14:12:44,14:12:44,15,B1R3,_SW,_5.4,_1,nraab,1631135556,0.008226639,8.226638526,13.33745854,380.2539,275.4772245,27.73614918,38.28548409,0.254932447,2.938308753,0.243251059,0.153036827,372.3626126,44.41165115,42.99808667,8.686760138,59.22907194,5.521939534,9.323022215,3.164820604,-362.794759,215.1203898,18.58434536,243.2725887,0,0,1,0,50235.01715,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.65399,13.33745854,#DIV/0!,0.008327303,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.963333,1601.65399,0.842992052,0.195984105,6,0.5,0: Broadleaf,1631135556,380.2539,400.0020333,54.84426,45.51875333,380.0576667,54.59203333,500.2701667,100.4840667,0.199934433,44.35608333,42.99808667,999.9,0,0,10001.60167,0,1590.839333,1899.963333,0.900001967,0.099997937,0,935.2059,4.99979,18644.65,16171.28,55.3309,56.625,55.7017,56.00413333,57.062,1705.470667,189.493,0,1631135557,0,931.38852,-741.1566154,-14379.38462,18570.824,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,13.33007797,0.848000261,0.10149039,0,-19.7319129,-1.738804839,0.170255313,0,9.31446129,2.263222258,0.169958725,0,0,3,0/3,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,57.9,57.9,1.06445,2.56348,1.59912,2.30347,1.69678,2.58301,43.8641,15.0426,18,515.696,477.673,42.9659,41.6237,29.9999,41.1726,41.0833,21.2862,0,100,-999.9,400,55.0302,97.5624,99.0042
20,1631135839,3659.5,20210908 14:17:18,14:17:18,15,B1R3,_SW,_5.4,_2,nraab,1631135831,0.00937998,9.379980178,16.3673224,376.1548,284.0884749,28.60096874,37.86986318,0.357762011,2.938454819,0.335205172,0.211411249,372.3721579,43.96030277,42.14199333,8.305267472,61.46002477,5.683789714,9.247945693,2.621477759,-413.6571259,326.0400368,28.03070375,312.7857726,3,1,1,0,50263.56965,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.693281,16.3673224,#DIV/0!,0.010218762,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.009667,1601.693281,0.842992175,0.195984349,6,0.5,0: Broadleaf,1631135831,376.1548,400.0182667,56.4561,45.84062333,375.9595333,56.20387667,500.2369667,100.4763,0.1999726,44.20009333,42.14199333,999.9,0,0,10003.20633,0,1738.794667,1900.009667,0.8999974,0.10000264,0,784.1874667,4.99979,15297.27667,16171.65,55.4832,56.50826667,55.812,55.9706,57.13326667,1705.504333,189.5053333,0,1631135832,0,780.81224,-335.5326918,-6353.438452,15232.692,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,16.37911576,-0.70862045,0.076708403,0,-23.86671613,0.512612903,0.078144395,1,10.60223226,0.94601129,0.071890146,1,2,3,3-Feb,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,62.5,62.4,1.06445,2.56836,1.59912,2.30103,1.69678,2.55859,44.0019,14.9901,18,501.684,476.413,43.0757,41.8485,30.0003,41.3641,41.2689,21.295,0,100,-999.9,400,55.0302,97.4849,98.9834
21,1631135907,3728,20210908 14:18:27,14:18:27,15,B1R3,_SW,_5.4,_3,nraab,1631135899,0.008486798,8.48679831,15.41223131,377.6807742,269.9042093,27.1728515,38.0233551,0.281857303,2.93807533,0.267650936,0.168498531,372.3641464,44.00789844,42.69919032,8.551878244,60.94805363,5.583709325,9.161423528,2.968168918,-374.2678055,209.0479336,18.00681645,225.151091,0,0,1,0,50281.86372,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.658281,15.41223131,#DIV/0!,0.009622671,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.968065,1601.658281,0.842992212,0.195984424,6,0.5,0: Broadleaf,1631135899,377.6807742,400.0109355,55.46221935,45.84758065,377.4851935,55.21000645,500.2435484,100.4759032,0.200005355,44.01895806,42.69919032,999.9,0,0,10001.08548,0,1632.514839,1899.968065,0.899995419,0.100004516,0,802.0957419,4.99979,15740.1,16171.27742,55.36077419,56.504,55.70732258,55.86280645,57,1705.464516,189.5035484,0,1631135900,0,800.22336,-149.1956152,-2855.553842,15703.336,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,15.41960842,-1.447323591,0.106214258,0,-22.33012258,0.857593548,0.069528512,1,9.614640968,2.247684194,0.169730248,0,1,3,3-Jan,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,63.7,63.6,1.06445,2.56958,1.59912,2.30103,1.69678,2.59033,44.0571,14.9726,18,513.299,476.216,42.9966,41.8698,30.0001,41.3809,41.2896,21.2985,0,100,-999.9,400,55.0302,97.4914,98.9926
22,1631136098,3919,20210908 14:21:38,14:21:38,15,B3R3,_SW,_5.7,_1,nraab,1631136090,0.00816382,8.163820069,14.02883902,379.4438333,283.5473204,28.53586685,38.18677845,0.29239092,2.937762903,0.277132203,0.174512177,372.3725013,44.17661366,42.1749,8.319658677,60.41316275,5.559445576,9.202374652,2.760213102,-360.0244651,305.6704766,26.27785342,344.2963663,0,0,1,0,50258.90821,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.695191,14.02883902,#DIV/0!,0.008758745,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.012,1601.695191,0.842992145,0.195984289,6,0.5,0: Broadleaf,1631136090,379.4438333,399.9859333,55.24156333,45.99055333,379.2478333,54.98934,500.2375667,100.4388,0.200016867,44.10487333,42.1749,999.9,0,0,10003.001,0,1717.976,1900.012,0.8999991,0.100000917,0,694.4202,4.99979,13664.91333,16171.66667,55.3708,56.63533333,55.75,55.9958,57.062,1705.508333,189.5036667,0,1631136091,0,694.03036,-80.01469231,-1617.730769,13656.908,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,14.03923078,-0.977157158,0.075871623,0,-20.54683548,0.897691935,0.07538094,1,9.247086129,0.742918065,0.056281142,1,2,3,3-Feb,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,66.8,66.8,1.06567,2.57812,1.59912,2.30103,1.69678,2.45605,44.0571,14.9288,18,506.564,476.624,42.9991,41.9638,29.9993,41.4828,41.3887,21.3031,0,100,-999.9,400,55.0302,97.4995,98.9657
23,1631136362,4182.5,20210908 14:26:01,14:26:01,15,B3R3,_SW,_5.7,_2,nraab,1631136354,0.007313305,7.313304767,12.85899011,381.2244194,271.9194631,27.36300616,38.36226364,0.231534312,2.937128683,0.221851325,0.139493311,372.3635322,44.25223014,42.74390645,8.571941088,60.06196531,5.486430681,9.134617312,3.085510407,-322.5167402,192.9661304,16.62599788,259.4389203,0,0,1,0,50263.87161,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.656052,12.85899011,#DIV/0!,0.008028559,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.965484,1601.656052,0.842992183,0.195984367,6,0.5,0: Broadleaf,1631136354,381.2244194,399.9920645,54.52132258,46.22770323,381.0280323,54.26910645,500.2332581,100.4290968,0.199985968,43.96253871,42.74390645,999.9,0,0,10000.35645,0,1819.624194,1899.965484,0.899997806,0.100002239,0,974.7617742,4.99979,19220.3871,16171.27097,55.187,56.375,55.58029032,55.625,56.84248387,1705.465161,189.5016129,0,1631136355,0,958.65948,-886.1968462,-17003.36923,18911.912,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,12.87885122,-1.535017766,0.115146855,0,-18.77260645,0.61053871,0.06287791,1,8.267943548,3.058064032,0.229777031,0,1,3,3-Jan,100,100,0.197,0.2523,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,71.2,71.2,1.06445,2.56592,1.59912,2.2998,1.69678,2.5415,43.9743,14.8938,18,516.257,475.325,42.9059,41.981,29.9998,41.5319,41.4434,21.3036,0,100,-999.9,400,55.0302,97.4782,98.9982
24,1631136437,4258,20210908 14:27:17,14:27:17,15,B3R3,_SW,_5.7,_3,nraab,1631136429,0.007674957,7.674957189,12.9162166,380.9872333,278.0737714,27.98223848,38.33829983,0.249814899,2.937046239,0.238582098,0.15008094,372.3686079,44.21933475,42.65532667,8.532237378,60.25468006,5.521146376,9.163016667,3.011091002,-338.465612,216.4503975,18.64740041,269.0007939,0,0,1,0,50252.12721,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.677351,12.9162166,#DIV/0!,0.008064181,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.990667,1601.677351,0.84299222,0.195984441,6,0.5,0: Broadleaf,1631136429,380.9872333,399.988,54.86644667,46.16528,380.7909,54.61422667,500.1991,100.4288,0.200030767,44.02230667,42.65532667,999.9,0,0,9999.916667,0,1820.179667,1899.990667,0.899996567,0.100003397,0,770.0043333,4.99979,15126.13333,16171.47333,55.0704,56.437,55.5,55.625,56.75,1705.484333,189.5063333,0,1631136430,0,770.0079615,-110.0929573,-2214.622223,15125.91923,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,12.92410743,-1.087724756,0.080619834,0,-19.00328065,0.820301613,0.065613312,1,8.696011935,1.080838065,0.081132912,0,1,3,3-Jan,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,72.5,72.4,1.06567,2.56348,1.59912,2.29858,1.69678,2.51709,44.0019,14.8763,18,508.141,476.17,42.9001,41.929,29.9997,41.4944,41.4059,21.3155,0,100,-999.9,400,55.0302,97.5149,98.9761
25,1631136604,4425,20210908 14:30:04,14:30:04,15,B3R3,_SW,_5.10,_1,nraab,1631136596,0.006121411,6.121410566,11.82047763,382.9990333,257.2672367,25.88646694,38.53771642,0.180474272,2.936491185,0.174530936,0.109599515,372.3695613,44.65192074,42.89713,8.640997361,58.36301532,5.357355132,9.179366595,3.283642228,-269.954206,183.5650055,15.83798212,301.818343,0,0,1,0,50231.29725,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.683291,11.82047763,#DIV/0!,0.007380034,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.998,1601.683291,0.842992093,0.195984186,6,0.5,0: Broadleaf,1631136596,382.9990333,399.9897333,53.24295333,46.29134,382.8022333,52.99074333,500.2138333,100.4209333,0.199990133,44.05664333,42.89713,999.9,0,0,9997.540333,0,1299.751,1899.998,0.900000433,0.099999563,0,658.8519333,4.99979,13239.43,16171.55333,55.05373333,56.3477,55.4727,55.625,56.75,1705.499,189.499,0,1631136597,0,658.10888,-63.47469241,-810.2999989,13224.412,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,11.82783598,-0.644171314,0.051529793,0,-16.99107097,-0.205819355,0.030902314,1,6.939131613,2.413257097,0.182665501,0,1,3,3-Jan,100,100,0.197,0.2523,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,75.3,75.2,1.06567,2.56836,1.59912,2.2998,1.69678,2.45972,44.0571,14.8413,18,514.282,475.665,42.8717,41.8698,29.9995,41.4647,41.3809,21.3045,0,100,-999.9,400,55.0302,97.5107,98.9614
26,1631136824,4644.6,20210908 14:33:43,14:33:43,15,B3R3,_SW,_5.10,_2,nraab,1631136816,0.008840951,8.84095116,12.88691023,380.4912,302.5343802,30.44324905,38.2878414,0.344606028,2.936888597,0.323615005,0.204038699,372.3672766,44.22253137,41.97235,8.231418099,60.94165571,5.672262737,9.307693844,2.559155362,-389.8859461,372.3962593,32.02637299,386.9039627,0,0,1,0,50199.9494,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.672712,12.88691023,#DIV/0!,0.008045907,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.985333,1601.672712,0.842992145,0.19598429,6,0.5,0: Broadleaf,1631136816,380.4912,399.9824667,56.36896667,46.36283667,380.2949667,56.11674667,500.2491,100.4274,0.2000032,44.32432333,41.97235,999.9,0,0,9999.158667,0,1599.547667,1899.985333,0.899998267,0.100001783,0,735.2750667,4.99979,14518.64333,16171.44333,55.3414,56.625,55.75,55.937,57.02066667,1705.484,189.501,0,1631136817,0,733.88936,-114.4038462,-2070.061538,14494.188,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,12.92113149,-2.154738266,0.157955064,0,-19.51253226,1.830304839,0.140444918,0,9.982940968,1.774024839,0.133254714,0,0,3,0/3,100,100,0.197,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,78.9,78.9,1.06567,2.55859,1.59912,2.29736,1.69678,2.58667,44.1124,14.7975,18,516.358,475.055,43.1481,42.1586,30.0003,41.682,41.5961,21.3159,0,100,-999.9,400,55.0302,97.4413,98.9475
27,1631136898,4719.1,20210908 14:34:58,14:34:58,15,B3R3,_SW,_5.10,_3,nraab,1631136890,0.008181472,8.181472035,13.93185135,379.5694194,275.4891025,27.72024705,38.1930101,0.266344206,2.936954687,0.253616082,0.159602923,372.3702161,44.41420907,42.85036129,8.619868321,60.12995403,5.603291595,9.318636086,3.016576726,-360.8029167,236.9734347,20.46648933,269.0072234,0,0,1,0,50198.06278,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.68655,13.93185135,#DIV/0!,0.008698238,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1900.001935,1601.68655,0.842992062,0.195984125,6,0.5,0: Broadleaf,1631136890,379.5694194,400.007129,55.68658065,46.41872258,379.3733871,55.43436452,500.172129,100.4219677,0.199969,44.347,42.85036129,999.9,0,0,10000.07581,0,754.988871,1900.001935,0.900001161,0.099998684,0,735.7129355,4.99979,14965.56774,16171.59677,55.387,56.74187097,55.8,56.012,57.08029032,1705.504194,189.4974194,0,1631136891,0,733.7766,-136.8416925,-3776.53078,14921.812,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,13.93640718,-0.267718501,0.05824541,1,-20.4375871,-0.945629032,0.11215937,1,9.267853871,3.345780968,0.253873568,0,2,3,3-Feb,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,80.2,80.1,1.06567,2.56348,1.59912,2.29858,1.69678,2.61719,44.14,14.7887,18,507.922,474.162,43.1796,42.1832,29.9997,41.699,41.6024,21.3218,0,100,-999.9,400,55.0302,97.4631,98.9244
28,1631137566,5387.1,20210908 14:46:06,14:46:06,15,B1R4,_SW,_5.7,_2,nraab,1631137558,0.008109241,8.109240502,13.50365594,380.1045484,285.8176892,28.75779642,38.2445511,0.287738228,2.936805263,0.272943511,0.171855525,372.3639684,44.17705949,42.53315806,8.4777395,61.97319785,5.699007052,9.195922187,2.778732449,-357.6175061,246.7083184,21.25056852,282.7053492,0,0,1,0,50234.30879,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.658192,13.50365594,#DIV/0!,0.008431047,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.968065,1601.658192,0.842992165,0.19598433,6,0.5,0: Broadleaf,1631137558,380.1045484,400.0001613,56.64123226,47.46483226,379.9084194,56.38900968,500.191129,100.4158387,0.200034645,44.09135806,42.53315806,999.9,0,0,9999.835484,0,1598.91871,1899.968065,0.899997452,0.100002587,0,687.3539355,4.99979,13504.30323,16171.2871,55.1006129,56.18509677,55.397,55.542,56.72967742,1705.468065,189.5006452,0,1631137559,0,686.7309231,-105.4337094,-1962.082051,13492.74231,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,13.49372673,3.5830156,0.271688707,0,-19.89570645,-4.514806452,0.353270269,0,9.176408387,0.954217742,0.071742185,1,1,3,3-Jan,100,100,0.196,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,91.3,91.2,1.06567,2.5647,1.59912,2.30225,1.69678,2.3999,44.0295,14.6486,18,508.948,476.273,42.8344,41.9039,30,41.494,41.4059,21.3097,0,100,-999.9,400,55.0302,97.4141,99.047
29,1631137695,5515.6,20210908 14:48:14,14:48:14,15,B1R4,_SW,_5.7,_3,nraab,1631137687,0.006278639,6.278638909,11.59998245,383.1943333,271.2772254,27.29292008,38.55278415,0.201568596,2.936132475,0.194184432,0.12200617,372.3695259,44.62215679,42.72204333,8.562126651,60.28764756,5.537035691,9.18436183,3.02509096,-276.8879759,212.9164444,18.35835857,326.7563531,0,0,1,0,50219.55512,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.68079,11.59998245,#DIV/0!,0.007242381,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.994667,1601.68079,0.842992256,0.195984511,6,0.5,0: Broadleaf,1631137687,383.1943333,399.994,55.03521333,47.91865333,382.9975,54.783,500.2214,100.4090333,0.199928733,44.06712333,42.72204333,999.9,0,0,9996.683333,0,212.8483667,1899.994667,0.8999955,0.100004533,0,655.6377,4.99979,13232.26667,16171.52,55.1912,56.40393333,55.5372,55.812,56.812,1705.486,189.509,0,1631137687,0,655.6785769,-168.7641369,-2156.957268,13228.59231,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,11.62752101,-1.962583454,0.14389401,0,-16.80278065,0.608583871,0.062988076,1,7.061712903,4.127495323,0.312030187,0,1,3,3-Jan,100,100,0.197,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,93.5,93.4,1.06567,2.5647,1.59912,2.30225,1.69678,2.61963,44.1954,14.6311,18,505.871,475.672,42.8074,41.8911,29.9996,41.4857,41.3976,21.3106,0,100,-999.9,400,55.0302,97.413,99.041
30,1631137915,5736.1,20210908 14:51:55,14:51:55,15,B2R3,_SW,_5.14,_1,nraab,1631137907,0.006975609,6.975609065,12.68558335,381.5915,274.26758,27.60407316,38.40585053,0.231566664,2.937707134,0.221882853,0.139513089,372.3657113,44.58368541,42.77714333,8.586879903,61.0327606,5.646465486,9.251532177,2.940414417,-307.6243598,226.5476383,19.5413312,310.830321,8,2,1,0,50241.26411,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,1601.667211,12.68558335,#DIV/0!,0.007920237,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1899.979,1601.667211,0.84299206,0.195984119,6,0.5,0: Broadleaf,1631137907,381.5915,399.9999,56.10195333,48.20448333,381.3949667,55.84974667,500.2308667,100.4464667,0.2000376,44.20757,42.77714333,999.9,0,0,10001.92,0,1362.062667,1899.979,0.9000022,0.099997897,0,690.6487,4.99979,13461.62333,16171.40667,55.0683,56,55.37913333,55.41426667,56.75,1705.484,189.495,0,1631137908,0,689.9678846,-141.4753162,-2699.439317,13449.03846,15,1631132092,13:14:52,1631132088,1631132092,1,0.336,-0.193,0.201,0.252,403,43,0.32,0.31,12.70038623,-2.297064692,0.172173916,0,-18.41609355,2.129554839,0.168857485,0,7.891115161,1.291910323,0.09693091,0,0,3,0/3,100,100,0.197,0.2522,0.011800285,0.000778235,-8.34E-07,1.66E-10,0.252215,0,0,0,2,2117,2,28,97.1,97.1,1.06567,2.5708,1.59912,2.30225,1.69678,2.44873,44.2787,14.5698,18,495.957,475.243,42.8418,41.8823,30.0002,41.494,41.4137,21.3154,0,100,-999.9,400,55.0302,97.4364,99.0124
