SysConst,AvgTime,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChambConst,Chamber,Aperture,blc_a,blc_b,blc_c,blc_d,blc_e,blc_minS,blc_maxS,blc_Po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6800-01A,6 cm²,0.578,0.5229739,0.003740252,-0.06197961,-0.005608586,1,6,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTConst,deltaTw,fT1,fT2,fTeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LQConst,Leaf,Ambient,abs_ambient,abs_redLED,abs_greenLED,abs_blueLED,abs_whiteLED,abs_redFlr,abs_blueFlr,k_ambient,k_redLED,k_greenLED,k_blueLED,k_whiteLED,k_redFlr,k_blueFlr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,Sun+Sky,0.49,0.84,0.7,0.87,0.75,0.84,0.87,0.39,0.18,0.23,0.26,0.21,0.19,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QConst,fQ_Amb_in,fQ_Amb_out,fQ_HeadLS,fQ_ConsoleLS,fQ_Flr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LeakConst,fan_a,fan_b,fan_c,fan_d,Fs_meas,Fs_true,leak_wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-6276,6.6,0.00001709,3.11,8.62136 82.2792 409.226 668.797 928.409 1096.37 1315.51 1491.23,0.0326734 100.783 401.582 600.785 800.996 1001.33 1201.05 1400.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sys,Sys,Sys,Sys,Sys,UserDefCon,UserDefCon,UserDefCon,UserDefCon,UserDefCon,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,GasEx,Leak,Leak,Leak,Leak,Leak,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,FLR,LeafQ,LeafQ,LeafQ,LeafQ,Const,Const,Const,Const,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,Meas,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrLS,FlrStats,FlrStats,FlrStats,FlrStats,FlrStats,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,MchEvent,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,Stability,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,MchStatus,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status,Status
obs,time,elapsed,date,hhmmss,BLOCK,SUB-BLOCK,VINE,LEAF,USER,TIME,E,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
,s,s,,,,,,,,s,mol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol mol⁻¹,µmol mol⁻¹,Pa,Pa,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,mol m⁻² s⁻¹,W m⁻²,°C,°C,kPa,%,kPa,kPa,kPa,W m⁻²,W m⁻²,W m⁻²,W m⁻²,µmol s⁻¹,%,,%,µmol s⁻¹,,,,,,,µmol m⁻² s⁻¹,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,µmol µmol⁻¹,,,,,,,,,,,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,J/µmol,cm²,,,mol m⁻² s⁻¹,s,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,µmol s⁻¹,kPa,kPa,°C,°C,°C,°C,°C,rpm,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,,,,,µmol m⁻² s⁻¹,,,°C,°C,°C,°C,°C,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹,s,,,min⁻¹,min⁻¹,,s,secs,,s,s,,µmol/mol,mmol/mol,µmol/mol,mmol/mol,µmol/mol,mmol/mol,%,%,µmol m⁻² s⁻¹,µmol m⁻² s⁻¹ min⁻¹,µmol m⁻² s⁻¹,,µmol mol⁻¹,µmol mol⁻¹ min⁻¹,µmol mol⁻¹,,mmol mol⁻¹,mmol mol⁻¹ min⁻¹,mmol mol⁻¹,,,,,%,%,µmol/mol,mmol/mol,mmol/mol,,,,mmol/mol,,,,µmol mol⁻¹,µmol mol⁻¹,mmol mol⁻¹,mmol mol⁻¹,min,min,,µmol s⁻¹,µmol s⁻¹,°C,°C,°C,°C,°C,%,%,%,°C,µmol mol⁻¹,mmol mol⁻¹,%,%
1,1631134533,0,20210908 13:55:32,13:55:32,B1R1,_NE,_5.3,_1,,1631134525,0.002744927,11.95107311,384.3536774,186.6182703,18.80926179,38.73902018,0.104789294,2.939907799,0.102757652,0.064402787,313.9032728,44.14792116,42.31568065,8.381470864,67.58096855,5.87957915,8.70005162,2.501891714,-121.0512827,112.7926203,9.646391051,315.2910015,26,5,1,0,50492.45695,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-325-20210908-13_55_44,15217.2,676.53444,916.83,0.262093911,0.5,1601.679713,11.95107311,209.8952497,1.003915666,0.007715425,2.955847867,DARK-326-20210908-13_55_46,-3.59,920.42,0.261071641,0.746470804,1.212991892,0.931879663,-0.001385365,1.001385365,1899.994194,1601.679713,0.842991899,0.195983798,6,0.5,0: Broadleaf,2,1631134525,384.3536774,399.9553226,58.33492581,55.23429032,385.1227097,58.35992581,500.1817097,100.5900323,0.200001645,43.02732258,42.31568065,999.9,0,0,10000.16129,0,1375.564839,1899.994194,0.900006419,0.099993755,0,677.8672258,4.99975,12896.83226,16542.91613,54.25,55.062,54.437,54.5,55.84654839,1705.509032,189.4864516,0,1631134544,0,676.53444,-77.47469219,-1433.161536,12871.544,15,0,--:--:--,1631131621,1631131629,0,-0.325,-0.012,-0.769,-0.025,400,51,0.4,0.17,11.99287433,-2.226016601,0.188622793,0,-15.6172129,0.963701613,0.130069279,1,3.068343548,4.014852581,0.300842626,0,1,3,1/3,100,100,-0.769,-0.025,-0.769,0,0,0,-0.025,0,0,0,-1,-1,-1,-1,48.5,48.4,2,504.034,473.659,41.8527,41.6617,29.9999,41.4186,41.3192,23.065,0,100,-999.9,400,72.299,98.1013,97.4301
2,1631134629,96.5,20210908 13:57:09,13:57:09,B1R1,_NE,_5.3,_2,,1631134621,0.004603425,16.30763482,378.3336333,232.7469184,23.45863209,38.13236098,0.200993901,2.940059874,0.193660382,0.121674334,313.9013128,43.70603575,42.17262333,8.318662319,69.9209711,6.094115919,8.715719794,2.2245464,-203.0110347,140.9284714,12.04582477,263.8645743,28,6,1,0,50491.1547,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-327-20210908-13_57_20,15150.3,1029.343885,1365.5,0.246178041,0.5,1601.667701,16.30763482,197.1477087,1.536931527,0.010435499,1.656052728,DARK-328-20210908-13_57_22,-733.18,2098.68,0.160175022,0.518653584,0.519744756,0.77759741,-0.114089299,1.114089299,1899.979667,1601.667701,0.842992022,0.195984044,6,0.5,0: Broadleaf,2,1631134621,378.3336333,399.9857667,60.46331667,55.27488667,379.1026333,60.48831667,500.1613,100.5903,0.200001533,43.06173667,42.17262333,999.9,0,0,10001,0,1669.640333,1899.979667,0.900003533,0.099996573,0,1031.4199,4.99975,19627.09333,16542.78,54.375,55.25,54.562,54.625,55.937,1705.487,189.4926667,0,95.70000005,0,1029.343885,-324.7453333,-5978.94017,19588.89231,15,0,--:--:--,1631131621,1631131629,0,-0.325,-0.012,-0.769,-0.025,400,51,0.4,0.17,16.32995068,-1.851348672,0.147422629,0,-21.65696129,0.605670968,0.089075824,1,5.170131935,4.180059677,0.311866932,0,1,3,1/3,100,100,-0.769,-0.025,-0.769,0,0,0,-0.025,0,0,0,-1,-1,-1,-1,50.1,50,2,500.369,474.105,41.9338,41.6279,29.9999,41.3601,41.2568,23.0824,0,100,-999.9,400,58.8386,98.101,97.4372
3,1631134743,210.5,20210908 13:59:03,13:59:03,B1R1,_NE,_5.3,_3,,1631134735,0.003653698,13.50413531,382.1135333,216.2058358,21.79196608,38.5142479,0.144048231,2.940658834,0.140239889,0.087983709,313.9076138,43.99353624,42.38571667,8.412369197,68.38196123,5.973799835,8.735929371,2.438569362,-161.1280978,114.1988125,9.771062759,276.7493912,24,5,1,0,50500.62932,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-329-20210908-13_59_14,15176.9,816.52024,1088,0.249521838,0.5,1601.697733,13.50413531,199.8292813,0.998373162,0.008684973,2.333492647,DARK-330-20210908-13_59_16,1.77,1086.23,0.249928431,0.700356131,0.735176508,0.87302016,0.000541779,0.999458221,1900.015,1601.697733,0.842992152,0.195984303,6,0.5,0: Broadleaf,2,1631134735,382.1135333,399.9892667,59.26819,55.14466667,382.8825667,59.29319333,500.1281667,100.5927333,0.1999488,43.10604667,42.38571667,999.9,0,0,10004.16667,0,1262.3138,1900.015,0.899998633,0.100001383,0,818.2755333,4.99975,15621.28667,16543.05667,54.4454,55.4517,54.6954,54.75413333,56.00826667,1705.51,189.5043333,0,113.2,0,816.52024,-148.6291536,-2738.469227,15588.672,15,0,--:--:--,1631131621,1631131629,0,-0.325,-0.012,-0.769,-0.025,400,51,0.4,0.17,13.51665156,-2.058028939,0.166685974,0,-17.8775129,1.364825806,0.13528445,0,4.111990968,2.564119355,0.191782547,0,0,3,0/3,100,100,-0.769,-0.025,-0.769,0,0,0,-0.025,0,0,0,-1,-1,-1,-1,52,51.9,2,506.243,473.232,41.9254,41.6237,30,41.3309,41.2361,23.0954,0,100,-999.9,400,60.6483,98.1149,97.4446
4,1631134834,301.5,20210908 14:00:34,14:00:34,B1R1,_NE,_5.12,_1,,1631134826,0.00248533,6.911742842,390.5558387,264.8617848,26.69286058,39.36035,0.099937517,2.940248314,0.098088072,0.06146836,313.9049534,44.35301224,41.91986452,8.208685515,66.56130242,5.833032432,8.763398883,2.375653083,-109.6030443,197.5517163,16.87272946,418.7263548,28,6,1,0,50479.4685,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-331-20210908-14_00_45,15139.5,1014.14576,1331,0.23805728,0.5,1601.684991,6.911742842,190.6463864,0.997993989,0.004569132,1.724898573,DARK-332-20210908-14_00_47,2.67,1328.33,0.238535786,0.633480218,0.517506074,0.789460779,0.000628007,0.999371993,1900,1601.684991,0.842992101,0.195984201,6,0.5,0: Broadleaf,2,1631134826,390.5558387,400.0116774,57.87867419,55.0698,391.324871,57.90367742,500.161,100.5803226,0.200016871,43.16613226,41.91986452,999.9,0,0,10003.06452,0,1483.099677,1900,0.900000129,0.099999929,0,1018.862613,4.99975,19444.16452,16542.93226,54.625,55.60264516,54.8363871,54.97358065,56.19919355,1705.500323,189.4996774,0,90.20000005,0,1014.14576,-323.3096928,-5954.723086,19356.812,15,0,--:--:--,1631131621,1631131629,0,-0.325,-0.012,-0.769,-0.025,400,51,0.4,0.17,6.739781831,62.86770896,4.755638841,0,-9.455854323,-77.29832865,6.039726099,0,2.808880645,10.58496677,0.794252566,0,0,3,0/3,100,100,-0.769,-0.025,-0.769,0,0,0,-0.025,0,0,0,-1,-1,-1,-1,53.6,53.4,2,500.723,474.605,41.9835,41.6364,30.0001,41.335,41.2236,23.1078,0,100,-999.9,400,59.5595,98.1102,97.4424
5,1631134952,419,20210908 14:02:31,14:02:31,B1R1,_NE,_5.12,_2,,1631134944,0.004192657,11.64549778,384.0811935,233.6720353,23.5475787,38.70459775,0.140787173,2.939619375,0.137145712,0.086035396,313.9022227,44.22842126,43.35991613,8.852501489,67.34474896,5.998829929,8.907643167,2.85367156,-184.8961783,18.87199112,1.625651264,149.5036868,32,6,1,0,50412.08757,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-333-20210908-14_02_43,15159.3,911.9488846,1171.25,0.221388359,0.5,1601.673065,11.64549778,177.2958857,0.999667022,0.007524672,2.096554963,DARK-334-20210908-14_02_45,0.39,1170.86,0.221462101,0.677133285,0.573013864,0.844393335,9.47095E-05,0.999905291,1899.986129,1601.673065,0.842991978,0.195983956,6,0.5,0: Broadleaf,2,1631134944,384.0811935,399.983,59.5287871,54.79863871,384.8502258,59.5537871,500.1627419,100.5719032,0.20001271,43.47899677,43.35991613,999.9,0,0,10000.32258,0,1892.579355,1899.986129,0.900004548,0.099995529,0,912.7016774,4.99975,17636.24194,16542.84194,54.875,55.85264516,55.062,55.25,56.44512903,1705.496774,189.4906452,0,116.4000001,0,911.9488846,-180.5897091,-3469.435893,17622.17692,15,0,--:--:--,1631131621,1631131629,0,-0.325,-0.012,-0.769,-0.025,400,51,0.4,0.17,11.67070504,-1.592217403,0.15462202,0,-15.91340323,0.750004839,0.130224373,1,4.707082903,2.837902742,0.212405858,0,1,3,1/3,100,100,-0.769,-0.025,-0.769,0,0,0,-0.025,0,0,0,-1,-1,-1,-1,55.5,55.4,2,495.904,472.881,42.1832,41.6956,30.0002,41.3558,41.2485,23.1214,0,100,-999.9,400,59.214,98.1067,97.4342
6,1631135051,518.5,20210908 14:04:11,14:04:11,B1R1,_NE,_5.12,_3,,1631135043,0.005288997,13.02930588,381.9341667,258.6587268,26.02829535,38.43324915,0.197176999,2.939894118,0.190113716,0.119434601,313.9051533,44.00230089,43.02256333,8.697886732,68.33338652,6.104299258,8.933113912,2.593587474,-233.2447811,81.02663447,6.969719099,168.6567258,0,0,1,0,50410.9303,RECT-527-20200527-06_29_39,15254.6,718.7284615,3626.84,2908.111538,0.801830668,-0.406566687,RECT-335-20210908-14_04_22,15185.9,918.9007692,1194.69,0.230845852,0.5,1601.685601,13.02930588,184.8712385,0.999681926,0.008388583,2.035800082,DARK-336-20210908-14_04_24,0.38,1194.31,0.230919301,0.670667814,0.57943596,0.836333121,9.54938E-05,0.999904506,1900.000667,1601.685601,0.842992126,0.195984251,6,0.5,0: Broadleaf,2,1631135043,381.9341667,399.9894333,60.66207,54.70159,382.7031667,60.68707,500.1096333,100.5724333,0.055508607,43.53378667,43.02256333,999.9,0,0,10001.83333,0,1412.9276,1900.000667,0.899999433,0.10000023,0,919.1933667,4.99975,17640.14,16542.94,55.062,55.9475,55.25,55.375,56.625,1705.499333,189.5013333,0,98.39999986,0,918.9007692,-235.1333334,-4418.618804,17634.20769,15,0,--:--:--,1631131621,1631131629,0,-0.325,-0.012,-0.769,-0.025,400,51,0.4,0.17,13.04305267,-1.632220203,0.147224537,0,-18.05755484,0.879387097,0.115820954,1,5.947930323,2.675921613,0.200946238,0,1,3,1/3,100,100,-0.769,-0.025,-0.769,0,0,0,-0.025,0,0,0,-1,-1,-1,-1,57.2,57,2,539.084,472.673,42.2952,41.7379,30.0005,41.3851,41.2818,23.1301,0,100,-999.9,400,59.8874,98.0828,97.4275
